Date/Time,Electricity:Facility [J](Zone Timestep),Gas:Facility [J](Zone Timestep)
 08/10  17:00:00,2290009.256441514,1842851.5909323697
 08/10  18:00:00,2935382.991325115,2142737.950412674
 08/10  19:00:00,3314601.6671143025,2479339.31147414
 08/10  20:00:00,3770317.8970111855,2712741.3796322243
 08/10  21:00:00,4537295.639415707,2716159.592262866
 08/10  22:00:00,4905212.841382712,2529021.635734451
 08/10  23:00:00,3919202.5683027897,2226651.684826963
 08/10  24:00:00,2866536.71581921,1835509.8281517134
 08/11  01:00:00,1782628.3190053576,1397294.1447857325
 08/11  02:00:00,1390353.0052762702,1089985.0226922724
 08/11  03:00:00,1208262.5991427521,951604.6142124969
 08/11  04:00:00,1161094.519707631,917380.3766351014
 08/11  05:00:00,1137032.326166411,1005607.5000918712
 08/11  06:00:00,1258471.3967720107,1409146.862815949
 08/11  07:00:00,1760982.2992083014,2326089.5893219193
 08/11  08:00:00,2476631.7460622,3042678.7029951815
 08/11  09:00:00,2306094.8900462002,3209168.366452366
 08/11  10:00:00,2023727.938730047,3033225.0743466485
 08/11  11:00:00,2036131.9291747736,2722477.1239122646
 08/11  12:00:00,3096452.7120822524,2395687.324057527
 08/11  13:00:00,5312832.839618489,2129867.575468913
 08/11  14:00:00,7328369.472849121,1942336.4926610894
 08/11  15:00:00,7600820.593447608,1798272.1561913444
 08/11  16:00:00,7161170.987952652,1742199.9289391064
 08/11  17:00:00,6909139.407395767,1839872.910196549
 08/11  18:00:00,5754132.38194064,2111388.7636599923
 08/11  19:00:00,5240980.779423123,2468977.936901456
 08/11  20:00:00,3770317.8970111855,2709627.306519208
 08/11  21:00:00,4537295.639415707,2712503.1393965455
 08/11  22:00:00,4905212.841382712,2521327.2351780846
 08/11  23:00:00,3919202.5683027897,2209078.4451569575
 08/11  24:00:00,2866536.71581921,1809714.223034616
 08/12  01:00:00,1808989.773168012,1369628.092661339
 08/12  02:00:00,1406198.122536371,1056908.468667341
 08/12  03:00:00,1218754.4537484928,914731.2991472203
 08/12  04:00:00,1166734.4824633256,879577.7770000274
 08/12  05:00:00,1147786.3985766731,963693.8453262637
 08/12  06:00:00,1275343.7379375524,1373175.0750922835
 08/12  07:00:00,1803952.459239892,2278739.1134485607
 08/12  08:00:00,2562331.495633506,2993457.4694483057
 08/12  09:00:00,2435936.082351247,3163435.3638063776
 08/12  10:00:00,2202706.1618555984,2991882.67662685
 08/12  11:00:00,3667808.704863306,2698722.55022227
 08/12  12:00:00,5671505.910713622,2393318.687462807
 08/12  13:00:00,7016400.69179232,2129385.2406768505
 08/12  14:00:00,8177931.01841878,1942040.8197941473
 08/12  15:00:00,9382130.06882142,1798023.3065646382
 08/12  16:00:00,10191702.121313618,1741965.1171427595
 08/12  17:00:00,10441192.64157603,1839619.1680087515
 08/12  18:00:00,10377405.510183448,2111078.5627983813
 08/12  19:00:00,8822620.561948424,2468595.8044032124
 08/12  20:00:00,7619949.832674337,2698763.2714206777
 08/12  21:00:00,6998629.237503782,2685732.218590169
 08/12  22:00:00,6359325.520067328,2489126.172236595
 08/12  23:00:00,4319866.988341441,2165926.4811879396
 08/12  24:00:00,2928437.5547434827,1771402.0839630235
 08/13  01:00:00,1808989.773168012,1340562.8648830892
 08/13  02:00:00,1406198.122536371,1023560.6665431214
 08/13  03:00:00,1218754.4537484928,889877.9305157941
 08/13  04:00:00,1166734.4824633256,863592.28987198
 08/13  05:00:00,1147786.3985766731,947411.78371983
 08/13  06:00:00,1275343.7379375524,1359866.8569701724
 08/13  07:00:00,1803952.459239892,2284075.7517280336
 08/13  08:00:00,2562331.495633506,3003725.7065995014
 08/13  09:00:00,2435936.082351247,3170283.277730146
 08/13  10:00:00,2202706.1618555984,2993293.702144504
 08/13  11:00:00,4405364.331167022,2698662.123097712
 08/13  12:00:00,6385193.676821308,2393076.527065261
 08/13  13:00:00,7162048.964472596,2129174.2271315465
 08/13  14:00:00,6638763.30666481,1941865.5891361118
 08/13  15:00:00,5766681.790968014,1797856.057990521
 08/13  16:00:00,4384078.417169115,1741804.0188691383
 08/13  17:00:00,3686197.2764150426,1839447.856295736
 08/13  18:00:00,3525316.4636987653,2110867.7456064317
 08/13  19:00:00,3450818.719757206,2473278.8051034925
 08/13  20:00:00,3909404.7856515986,2705257.3124197465
 08/13  21:00:00,4676177.790983427,2704458.0233499217
 08/13  22:00:00,5045623.225100197,2512636.234149297
 08/13  23:00:00,4031292.144249822,2199842.5171458446
 08/13  24:00:00,2928437.5547434827,1810497.003560373
 08/14  01:00:00,1782628.3190053576,1369331.4624843888
 08/14  02:00:00,1390353.0052762702,1043451.02940529
 08/14  03:00:00,1208262.5991427521,898202.6201046614
 08/14  04:00:00,1161094.519707631,868986.8428350168
 08/14  05:00:00,1137032.326166411,948773.9497954964
 08/14  06:00:00,1258471.3967720107,1357098.7062874627
 08/14  07:00:00,1760982.2992083014,2270097.4608001765
 08/14  08:00:00,2476631.7460622,2991057.3493923694
 08/14  09:00:00,2306094.8900462002,3172124.3114996986
 08/14  10:00:00,2023727.938730047,3012524.607792742
 08/14  11:00:00,2036131.9291747736,2715307.316782299
 08/14  12:00:00,2186112.4217098695,2398286.3640260585
 08/14  13:00:00,2789597.6631698455,2129522.181952771
 08/14  14:00:00,1986357.3233818125,1968798.1658757713
 08/14  15:00:00,1962728.6128446525,1809426.4488077543
 08/14  16:00:00,1971538.892533617,1747908.8371611862
 08/14  17:00:00,2290009.256441514,1876088.0430356532
 08/14  18:00:00,2935382.991325115,2142831.5903317975
 08/14  19:00:00,3314601.6671143025,2495610.200841175
 08/14  20:00:00,3770317.8970111855,2748903.104378061
 08/14  21:00:00,4537295.639415707,2736319.805619362
 08/14  22:00:00,4905212.841382712,2541952.099749844
 08/14  23:00:00,3919202.5683027897,2225309.2515385062
 08/14  24:00:00,2866536.71581921,1832053.017699662
 08/15  01:00:00,1782628.3190053576,1393641.2113565977
 08/15  02:00:00,1390353.0052762702,1073065.39523364
 08/15  03:00:00,1208262.5991427521,925121.828284448
 08/15  04:00:00,1161094.519707631,890793.5253048609
 08/15  05:00:00,1137032.326166411,969517.0633981605
 08/15  06:00:00,1258471.3967720107,1377678.5465160923
 08/15  07:00:00,1760982.2992083014,2298955.0666052354
 08/15  08:00:00,2476631.7460622,3032555.5244554505
 08/15  09:00:00,2306094.8900462002,3206345.8388340278
 08/15  10:00:00,2023727.938730047,3035846.2543705385
 08/15  11:00:00,2036131.9291747736,2727866.9742770214
 08/15  12:00:00,2098148.00247573,2400302.31925309
 08/15  13:00:00,2712677.6354583926,2129685.855788216
 08/15  14:00:00,3231228.6846114392,1941678.6788663683
 08/15  15:00:00,3256440.1527216593,1797695.4723972208
 08/15  16:00:00,2568068.3052561576,1741653.2852558135
 08/15  17:00:00,2290009.256441514,1842685.501903711
 08/15  18:00:00,3069517.5184879475,2111719.645235947
 08/15  19:00:00,3314601.6671143025,2470556.230935163
 08/15  20:00:00,3770317.8970111855,2708860.691426625
 08/15  21:00:00,4537295.639415707,2719709.1459282245
 08/15  22:00:00,4905212.841382712,2523359.7618397484
 08/15  23:00:00,3919202.5683027897,2213055.06308849
 08/15  24:00:00,2866536.71581921,1831838.2838508452
 08/16  01:00:00,1782628.3190053576,1395586.8899376907
 08/16  02:00:00,1390353.0052762702,1089134.2989854997
 08/16  03:00:00,1208262.5991427521,942745.1004735086
 08/16  04:00:00,1161094.519707631,916564.4122288395
 08/16  05:00:00,1137032.326166411,999386.429691934
 08/16  06:00:00,1258471.3967720107,1408432.7451690794
 08/16  07:00:00,1760982.2992083014,2325913.9681298854
 08/16  08:00:00,2476631.7460622,3045362.7114295904
 08/16  09:00:00,2306094.8900462002,3217127.997869223
 08/16  10:00:00,2023727.938730047,3056921.8352338145
 08/16  11:00:00,2036131.9291747736,2763301.6053876244
 08/16  12:00:00,2098148.00247573,2433740.8890264546
 08/16  13:00:00,2029826.6717911486,2152356.9309120895
 08/16  14:00:00,3195844.804951688,1945440.7820359617
 08/16  15:00:00,1962728.6128446525,1800661.0878154293
 08/16  16:00:00,3255979.2365959645,1742116.77711433
 08/16  17:00:00,2290009.256441514,1850312.179441264
 08/16  18:00:00,2935382.991325115,2128450.92518856
 08/16  19:00:00,3314601.6671143025,2494334.8497041836
 08/16  20:00:00,3770317.8970111855,2732686.263560861
 08/16  21:00:00,4537295.639415707,2720938.7500231294
 08/16  22:00:00,4905212.841382712,2544078.062515416
 08/16  23:00:00,3919202.5683027897,2233199.0288381227
 08/16  24:00:00,2866536.71581921,1847526.0463009397
 08/17  01:00:00,1782628.3190053576,1412684.89585206
 08/17  02:00:00,1390353.0052762702,1105675.0413865447
 08/17  03:00:00,1208262.5991427521,966807.3902203501
 08/17  04:00:00,1161094.519707631,934396.6247838198
 08/17  05:00:00,1137032.326166411,1013577.0852628313
 08/17  06:00:00,1258471.3967720107,1420347.4608771089
 08/17  07:00:00,1760982.2992083014,2333655.8567719893
 08/17  08:00:00,2476631.7460622,3051071.1097285277
 08/17  09:00:00,2306094.8900462002,3215254.6890498092
 08/17  10:00:00,2023727.938730047,3043385.540177191
 08/17  11:00:00,2036131.9291747736,2733201.2180143343
 08/17  12:00:00,2246831.169750569,2399510.761009458
 08/17  13:00:00,3947747.70793761,2129517.789001072
 08/17  14:00:00,5348991.177271321,1941843.1735768039
 08/17  15:00:00,6547369.214582885,1797834.8311345677
 08/17  16:00:00,7299338.794332709,1741787.8424642899
 08/17  17:00:00,7797480.387894031,1839435.1294578756
 08/17  18:00:00,8087655.646305636,2110863.0597423427
 08/17  19:00:00,5758551.244701759,2468327.0474892603
 08/17  20:00:00,3770317.8970111855,2699402.9026653147
 08/17  21:00:00,4537295.639415707,2702905.413808813
 08/17  22:00:00,4905212.841382712,2515983.6857770034
 08/17  23:00:00,3919202.5683027897,2209940.3802855094
 08/17  24:00:00,2866536.71581921,1821934.0483575452
 08/18  01:00:00,1782628.3190053576,1385240.0939628805
 08/18  02:00:00,1390353.0052762702,1078433.1296870504
 08/18  03:00:00,1208262.5991427521,938769.39558785
 08/18  04:00:00,1161094.519707631,913011.0219273189
 08/18  05:00:00,1137032.326166411,991168.48817352
 08/18  06:00:00,1258471.3967720107,1399755.5873338026
 08/18  07:00:00,1760982.2992083014,2314488.329414569
 08/18  08:00:00,2476631.7460622,3029888.978484004
 08/18  09:00:00,2306094.8900462002,3194831.410629175
 08/18  10:00:00,2023727.938730047,3017031.377766731
 08/18  11:00:00,2314384.181954709,2702769.7203678163
 08/18  12:00:00,4730427.170983395,2393559.8157375418
 08/18  13:00:00,7064124.970684743,2129383.3117108517
 08/18  14:00:00,9416109.945558077,1942036.695062177
 08/18  15:00:00,10750353.817430489,1798018.9402539534
 08/18  16:00:00,11179779.77653399,1741961.099183292
 08/18  17:00:00,12037723.997276906,1839620.5543867992
 08/18  18:00:00,11751051.784536121,2111086.773913681
 08/18  19:00:00,10469356.413678898,2468602.5246982877
 08/18  20:00:00,7891593.613262979,2698769.931406777
 08/18  21:00:00,7038771.489507109,2685737.1352383876
 08/18  22:00:00,4905212.841382712,2500965.435566102
 08/18  23:00:00,3919202.5683027897,2183529.9827989093
 08/18  24:00:00,2866536.71581921,1790878.3832503506
 08/19  01:00:00,1808989.773168012,1336114.388610035
 08/19  02:00:00,1406198.122536371,1015942.3740744707
 08/19  03:00:00,1218754.4537484928,873034.7356016507
 08/19  04:00:00,1166734.4824633256,846387.4038237315
 08/19  05:00:00,1147786.3985766731,920021.603821419
 08/19  06:00:00,1275343.7379375524,1328884.5483322244
 08/19  07:00:00,1803952.459239892,2235621.624675928
 08/19  08:00:00,2562331.495633506,2953539.016242611
 08/19  09:00:00,2912190.2101167394,3127017.0938948034
 08/19  10:00:00,4324913.078045712,2980806.376547814
 08/19  11:00:00,7632057.695324272,2698376.2844989505
 08/19  12:00:00,10265150.052385835,2393698.914395215
 08/19  13:00:00,12537306.75739229,2129705.3997861654
 08/19  14:00:00,13592995.75413519,1942321.028485917
 08/19  15:00:00,12870806.50683237,1798272.0991635032
 08/19  16:00:00,11549204.491390558,1742201.4749322494
 08/19  17:00:00,9193744.601538803,1839878.6963627746
 08/19  18:00:00,7995893.141503145,2111397.978724452
 08/19  19:00:00,6814494.620576739,2468987.4055602658
 08/19  20:00:00,5938540.222644711,2699203.271313717
 08/19  21:00:00,5834127.422838247,2686166.4875784586
 08/19  22:00:00,5854418.33784508,2489516.8383110054
 08/19  23:00:00,4031292.144249822,2167459.667046212
 08/19  24:00:00,2928437.5547434827,1779065.4925435411
 08/20  01:00:00,1808989.773168012,1340386.3630714763
 08/20  02:00:00,1406198.122536371,1031251.4032666665
 08/20  03:00:00,1218754.4537484928,884116.2378933658
 08/20  04:00:00,1166734.4824633256,854016.6201696871
 08/20  05:00:00,1147786.3985766731,927540.379078406
 08/20  06:00:00,1275343.7379375524,1333934.1002561704
 08/20  07:00:00,1803952.459239892,2247916.55377302
 08/20  08:00:00,2562331.495633506,2972733.293847023
 08/20  09:00:00,2435936.082351247,3154917.274411646
 08/20  10:00:00,2202706.1618555984,2988983.7487260215
 08/20  11:00:00,3639560.8033992257,2699000.3815300693
 08/20  12:00:00,5072329.318437555,2394192.950035905
 08/20  13:00:00,6229633.064213326,2130122.8640633235
 08/20  14:00:00,5599858.2480007075,1942686.0644786824
 08/20  15:00:00,5103470.004769777,1798594.479069513
 08/20  16:00:00,4579643.956380243,1742507.6629852115
 08/20  17:00:00,4228809.918716084,1840210.401432073
 08/20  18:00:00,4514378.316730912,2111798.1822833223
 08/20  19:00:00,4748021.582554539,2469482.2668764926
 08/20  20:00:00,4709093.080848212,2699760.3949473305
 08/20  21:00:00,5221149.092752898,2686718.27626113
 08/20  22:00:00,5213522.651532508,2490015.933556512
 08/20  23:00:00,4031292.144249822,2174614.8195430483
 08/20  24:00:00,2928437.5547434827,1776199.6912136693
 08/21  01:00:00,1782628.3190053576,1354221.4135210665
 08/21  02:00:00,1390353.0052762702,1028740.9622664392
 08/21  03:00:00,1208262.5991427521,887550.5460009456
 08/21  04:00:00,1161094.519707631,852301.5673204416
 08/21  05:00:00,1137032.326166411,931911.6437413853
 08/21  06:00:00,1258471.3967720107,1340835.2683093667
 08/21  07:00:00,1760982.2992083014,2253971.034278173
 08/21  08:00:00,2476631.7460622,2976136.219240629
 08/21  09:00:00,2306094.8900462002,3146418.843918509
 08/21  10:00:00,2248649.393735811,2985082.499290264
 08/21  11:00:00,3329240.460704532,2699826.275716196
 08/21  12:00:00,4501968.603107606,2394790.331383511
 08/21  13:00:00,6238896.500746262,2130634.219284865
 08/21  14:00:00,7924862.560335437,1943129.8156354937
 08/21  15:00:00,9350549.383669637,1798988.8983745552
 08/21  16:00:00,9796729.584965622,1742882.6525545665
 08/21  17:00:00,8908747.017513636,1840614.6566685373
 08/21  18:00:00,7887395.481886929,2112286.4406634914
 08/21  19:00:00,6677232.241923686,2470086.766727848
 08/21  20:00:00,3770317.8970111855,2700868.377452353
 08/21  21:00:00,4537295.639415707,2690826.228160586
 08/21  22:00:00,4905212.841382712,2514190.119989375
 08/21  23:00:00,3919202.5683027897,2195199.379692559
 08/21  24:00:00,2866536.71581921,1800287.3668361113
 08/22  01:00:00,1782628.3190053576,1351490.174876537
 08/22  02:00:00,1390353.0052762702,1030025.1102076778
 08/22  03:00:00,1208262.5991427521,884364.6191804822
 08/22  04:00:00,1161094.519707631,855059.8383470344
 08/22  05:00:00,1137032.326166411,934074.155657364
 08/22  06:00:00,1258471.3967720107,1347628.3120381292
 08/22  07:00:00,1760982.2992083014,2265298.7394681745
 08/22  08:00:00,2476631.7460622,2992222.8560307035
 08/22  09:00:00,2306094.8900462002,3165535.680829899
 08/22  10:00:00,2023727.938730047,2995224.190684521
 08/22  11:00:00,3404917.8557524225,2701288.65149553
 08/22  12:00:00,5365697.958142199,2395497.566244505
 08/22  13:00:00,6934164.887798762,2131236.3997112745
 08/22  14:00:00,7422905.07201337,1943653.9516961745
 08/22  15:00:00,7621006.253745038,1799453.5439715146
 08/22  16:00:00,6550541.325374547,1743325.6705673544
 08/22  17:00:00,2290009.256441514,1842568.0493386155
 08/22  18:00:00,2935382.991325115,2132780.3294850164
 08/22  19:00:00,3314601.6671143025,2491834.7160276
 08/22  20:00:00,3770317.8970111855,2715961.128182257
 08/22  21:00:00,4537295.639415707,2739548.3372291564
 08/22  22:00:00,4905212.841382712,2536338.0886313957
 08/22  23:00:00,3919202.5683027897,2216993.405545534
 08/22  24:00:00,2866536.71581921,1823901.9801311307
 08/23  01:00:00,1782628.3190053576,1381821.342277853
 08/23  02:00:00,1390353.0052762702,1068023.3352103662
 08/23  03:00:00,1208262.5991427521,924793.58216833
 08/23  04:00:00,1161094.519707631,898997.3644498645
 08/23  05:00:00,1137032.326166411,981371.1790842791
 08/23  06:00:00,1258471.3967720107,1396370.9694911353
 08/23  07:00:00,1760982.2992083014,2315786.8315989953
 08/23  08:00:00,2476631.7460622,3043517.1283747153
 08/23  09:00:00,2306094.8900462002,3226441.190881781
 08/23  10:00:00,2023727.938730047,3057515.9856790337
 08/23  11:00:00,2036131.9291747736,2747010.2786665875
 08/23  12:00:00,2098148.00247573,2408660.709050271
 08/23  13:00:00,3085859.2454444524,2132926.6844565338
 08/23  14:00:00,5146383.677803142,1944258.4892055634
 08/23  15:00:00,7011051.668870137,1799990.121624754
 08/23  16:00:00,8486001.298182704,1743834.5172674528
 08/23  17:00:00,9792433.281489741,1841640.2958981611
 08/23  18:00:00,10035195.890445923,2113528.307932875
 08/23  19:00:00,8795958.08652978,2471622.402201692
 08/23  20:00:00,5996791.590769858,2702168.559373266
 08/23  21:00:00,4537295.639415707,2692421.9254922476
 08/23  22:00:00,4905212.841382712,2508769.141120178
 08/23  23:00:00,3919202.5683027897,2198738.3873254387
 08/23  24:00:00,2866536.71581921,1802276.549808829
 08/24  01:00:00,1782628.3190053576,1356277.1839375435
 08/24  02:00:00,1390353.0052762702,1036801.5327416544
 08/24  03:00:00,1208262.5991427521,891091.5819219337
 08/24  04:00:00,1161094.519707631,861610.629835062
 08/24  05:00:00,1137032.326166411,942696.6975527821
 08/24  06:00:00,1258471.3967720107,1350867.1021681717
 08/24  07:00:00,1760982.2992083014,2267237.6597205377
 08/24  08:00:00,2476631.7460622,2987610.6440932667
 08/24  09:00:00,2306094.8900462002,3156509.664140982
 08/24  10:00:00,2563570.024409504,2988038.45136691
 08/24  11:00:00,4503700.830548443,2702597.6533698332
 08/24  12:00:00,7137175.007707624,2397234.2288679844
 08/24  13:00:00,9245649.381558506,2132716.3776322925
 08/24  14:00:00,11236785.163521772,1944944.8396245989
 08/24  15:00:00,12799055.464134324,1800594.5644117699
 08/24  16:00:00,13456205.366782079,1744413.0164518238
