Time,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Hot Water,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Television,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating,Emissions: CO2e: RESNET: Total,Emissions: CO2e: RESNET: Electricity,Emissions: CO2e: RESNET: Natural Gas,Emissions: NOx: RESNET: Total,Emissions: NOx: RESNET: Electricity,Emissions: NOx: RESNET: Natural Gas,Emissions: SO2: RESNET: Total,Emissions: SO2: RESNET: Electricity,Emissions: SO2: RESNET: Natural Gas,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Component Load: Heating: Ceilings,Component Load: Heating: Walls,Component Load: Heating: Rim Joists,Component Load: Heating: Foundation Walls,Component Load: Heating: Doors,Component Load: Heating: Windows,Component Load: Heating: Slabs,Component Load: Heating: Internal Mass,Component Load: Heating: Infiltration,Component Load: Heating: Mechanical Ventilation,Component Load: Heating: Internal Gains,Component Load: Cooling: Ceilings,Component Load: Cooling: Walls,Component Load: Cooling: Rim Joists,Component Load: Cooling: Foundation Walls,Component Load: Cooling: Doors,Component Load: Cooling: Windows,Component Load: Cooling: Slabs,Component Load: Cooling: Internal Mass,Component Load: Cooling: Infiltration,Component Load: Cooling: Natural Ventilation,Component Load: Cooling: Mechanical Ventilation,Component Load: Cooling: Internal Gains,Temperature: Attic - Vented,Temperature: Living Space,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
2007-10-06T17:00:00,1.75,7.96,0.06,0.06,0.0,0.34,0.39,0.02,0.08,0.02,0.01,0.11,0.2,0.09,0.35,7.96,1.71424,0.54156,1.17267,0.00196,0.00122,0.00073,0.0007,0.0007,0.0,0.21,0.23,1.53,0.54,5.13,0.0,1.28,0.7,1.05,0.18,1.12,0.37,3.05,-1.16,-0.26,3.1,0.88,-3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.81,68.0,94.56,26.91,0.0,33.98,33.51,96.0,10.29,13.63,0.0
2007-10-06T18:00:00,2.22,8.15,0.07,0.06,0.0,0.69,0.52,0.03,0.09,0.03,0.01,0.1,0.16,0.11,0.35,8.15,1.9139,0.71316,1.20073,0.00231,0.00155,0.00075,0.00089,0.00089,0.0,0.21,0.41,1.81,0.64,5.25,0.0,1.56,0.74,1.06,0.18,1.17,0.4,3.68,-1.1,-0.33,3.1,0.88,-4.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.22,68.0,94.56,26.91,0.0,33.98,33.51,96.0,10.29,0.0,0.0
2007-10-06T19:00:00,1.97,8.69,0.07,0.06,0.0,0.34,0.65,0.04,0.08,0.04,0.01,0.1,0.08,0.15,0.33,8.69,1.91532,0.63587,1.27946,0.00218,0.00138,0.0008,0.00079,0.00079,1.0e-05,0.21,0.52,1.79,0.63,5.6,0.0,1.62,0.9,1.14,0.19,1.2,0.42,3.79,-1.06,-0.23,3.23,0.89,-4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7,68.0,95.86,26.91,0.0,33.08,33.08,100.0,10.29,0.0,0.0
2007-10-06T20:00:00,2.0,8.68,0.07,0.06,0.0,0.34,0.71,0.05,0.08,0.04,0.01,0.11,0.05,0.17,0.31,8.68,1.95733,0.67924,1.27808,0.00221,0.00141,0.0008,0.00081,0.0008,1.0e-05,0.21,0.42,1.65,0.58,5.59,0.0,1.46,1.03,1.22,0.2,1.23,0.43,3.74,-1.04,-0.18,3.08,0.91,-5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.88,68.0,91.27,26.91,0.0,33.08,33.08,100.0,8.05,0.0,0.0
2007-10-06T21:00:00,2.24,9.2,0.07,0.06,0.0,0.68,0.65,0.06,0.08,0.03,0.01,0.11,0.03,0.16,0.3,9.2,2.12472,0.76991,1.35481,0.00242,0.00157,0.00085,0.0009,0.0009,1.0e-05,0.2,0.31,1.44,0.51,5.93,0.0,1.26,1.08,1.27,0.21,1.23,0.43,3.75,-1.06,-0.29,3.15,0.91,-4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.39,68.0,93.37,26.91,0.0,33.08,33.08,100.0,9.17,0.0,0.0
2007-10-06T22:00:00,1.51,9.83,0.08,0.06,0.0,0.33,0.4,0.05,0.08,0.02,0.01,0.09,0.02,0.1,0.27,9.83,1.99424,0.54593,1.44831,0.00196,0.00106,0.00091,0.00061,0.0006,1.0e-05,0.14,0.21,1.14,0.4,6.34,0.0,0.96,1.07,1.29,0.21,1.17,0.43,3.59,-1.16,-0.53,2.95,0.91,-3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.45,68.0,89.91,26.91,0.0,33.98,33.51,96.0,8.05,0.0,0.0
2007-10-06T23:00:00,0.82,10.84,0.09,0.06,0.0,0.0,0.2,0.04,0.07,0.01,0.0,0.05,0.01,0.05,0.24,10.84,1.87184,0.27521,1.59663,0.00157,0.00058,0.001,0.00034,0.00033,1.0e-05,0.07,0.15,0.78,0.27,6.99,0.0,0.65,1.07,1.3,0.21,1.11,0.42,3.57,-1.26,-0.69,2.95,0.89,-2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.46,68.0,89.91,26.91,0.0,33.98,33.51,96.0,8.05,0.0,0.0
2007-10-07T00:00:00,0.96,11.69,0.09,0.06,0.0,0.32,0.1,0.03,0.07,0.01,0.0,0.02,0.01,0.02,0.23,11.69,2.04227,0.32087,1.7214,0.00175,0.00067,0.00108,0.00039,0.00038,1.0e-05,0.04,0.07,0.36,0.13,7.53,0.0,0.31,1.11,1.34,0.22,1.07,0.41,3.59,-1.32,-0.67,3.02,0.89,-2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.49,68.0,92.04,26.91,0.0,33.98,33.51,96.0,9.17,0.0,0.0
2007-10-07T01:00:00,0.56,11.86,0.09,0.06,0.0,0.0,0.06,0.03,0.07,0.0,0.0,0.01,0.01,0.01,0.22,11.86,1.94594,0.19934,1.7466,0.00149,0.0004,0.00109,0.00023,0.00023,1.0e-05,0.03,0.03,0.18,0.06,7.64,0.0,0.16,1.17,1.38,0.22,1.05,0.41,3.51,-1.35,-0.56,2.85,0.89,-1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,68.0,86.8,26.91,0.0,33.98,33.04,92.0,5.82,0.0,0.0
2007-10-07T02:00:00,0.52,12.12,0.09,0.06,0.0,0.0,0.04,0.03,0.07,0.0,0.0,0.01,0.01,0.01,0.21,12.12,1.98564,0.20024,1.7854,0.00148,0.00036,0.00112,0.00022,0.00021,1.0e-05,0.02,0.02,0.12,0.04,7.81,0.0,0.1,1.2,1.41,0.23,1.04,0.41,3.48,-1.38,-0.47,2.82,0.89,-1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.1,68.0,85.78,26.91,0.0,33.98,33.04,92.0,4.7,0.0,0.0
2007-10-07T03:00:00,0.51,11.83,0.09,0.06,0.0,0.0,0.04,0.03,0.07,0.0,0.0,0.0,0.01,0.0,0.21,11.83,1.92589,0.18328,1.74261,0.00145,0.00035,0.00109,0.00021,0.0002,1.0e-05,0.02,0.01,0.15,0.05,7.62,0.0,0.12,1.27,1.45,0.23,1.04,0.39,3.22,-1.39,-0.33,2.62,0.89,-1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.91,68.0,82.63,26.91,0.0,35.06,34.09,92.0,0.0,0.0,0.0
2007-10-07T04:00:00,0.84,11.88,0.09,0.06,0.0,0.32,0.04,0.03,0.06,0.0,0.0,0.01,0.01,0.0,0.21,11.88,2.03593,0.28579,1.75014,0.00169,0.00059,0.0011,0.00034,0.00034,1.0e-05,0.03,0.01,0.3,0.11,7.66,0.0,0.23,1.29,1.47,0.23,1.05,0.37,3.25,-1.39,-0.29,2.62,0.86,-1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.55,68.0,82.63,26.91,0.0,35.06,34.09,92.0,0.0,0.0,0.0
2007-10-07T05:00:00,0.61,11.85,0.09,0.06,0.0,0.0,0.11,0.03,0.06,0.0,0.0,0.01,0.01,0.01,0.22,11.85,1.96101,0.21596,1.74505,0.00152,0.00043,0.00109,0.00025,0.00025,1.0e-05,0.05,0.05,1.03,0.36,7.63,0.0,0.76,1.33,1.5,0.23,1.06,0.37,3.25,-1.38,-0.19,2.63,0.86,-2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.35,68.0,82.63,26.91,0.0,35.06,34.09,92.0,0.0,0.0,0.0
2007-10-07T06:00:00,1.54,12.23,0.09,0.06,0.0,0.69,0.26,0.03,0.07,0.01,0.01,0.03,0.03,0.01,0.25,12.23,2.31597,0.51487,1.8011,0.0022,0.00108,0.00113,0.00062,0.00062,1.0e-05,0.09,0.09,2.34,0.82,7.88,0.0,1.72,1.34,1.52,0.24,1.11,0.38,3.57,-1.33,-0.11,2.9,0.86,-2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,68.0,88.17,26.91,0.0,33.98,33.51,96.0,6.93,0.0,0.0
2007-10-07T07:00:00,1.73,12.11,0.08,0.06,0.0,0.7,0.33,0.03,0.07,0.01,0.01,0.06,0.06,0.02,0.28,12.11,2.32379,0.54062,1.78317,0.00232,0.0012,0.00112,0.0007,0.00069,1.0e-05,0.21,0.15,2.61,0.92,7.8,0.0,1.99,1.37,1.54,0.24,1.14,0.4,3.57,-1.29,-0.03,2.9,0.89,-2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.87,68.0,88.17,26.91,0.0,33.98,33.98,100.0,6.93,0.0,0.0
2007-10-07T08:00:00,1.65,11.13,0.07,0.06,0.0,0.56,0.34,0.02,0.07,0.02,0.02,0.1,0.06,0.03,0.29,11.13,2.09486,0.45478,1.64008,0.00217,0.00115,0.00103,0.00066,0.00066,1.0e-05,0.31,0.27,2.41,0.85,7.18,0.0,1.96,1.59,1.63,0.24,1.15,0.39,2.35,-1.28,0.36,2.63,0.89,-2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.16,68.0,85.08,26.91,0.0,35.96,34.98,92.0,6.93,22.51,0.0
2007-10-07T09:00:00,1.62,9.36,0.06,0.06,0.0,0.49,0.33,0.02,0.07,0.03,0.02,0.14,0.06,0.04,0.29,9.36,1.81503,0.43687,1.37816,0.00199,0.00113,0.00086,0.00065,0.00065,1.0e-05,0.37,0.3,2.01,0.71,6.03,0.0,1.74,1.75,1.72,0.24,1.16,0.33,0.93,-1.27,0.77,2.32,0.83,-2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.86,68.0,80.47,26.91,0.0,37.94,35.99,85.0,5.82,47.55,0.0
2007-10-07T10:00:00,1.49,7.69,0.05,0.06,0.0,0.36,0.32,0.02,0.07,0.02,0.02,0.16,0.06,0.05,0.29,7.69,1.54439,0.41117,1.13321,0.00175,0.00104,0.00071,0.0006,0.00059,0.0,0.36,0.26,1.69,0.59,4.96,0.0,1.48,1.69,1.72,0.23,1.16,0.25,0.15,-1.26,0.88,2.11,0.78,-2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.94,68.0,76.03,26.91,0.0,39.02,33.55,60.0,0.0,58.96,0.0
2007-10-07T11:00:00,1.77,6.9,0.04,0.06,0.0,0.65,0.31,0.01,0.07,0.02,0.02,0.16,0.07,0.05,0.29,6.9,1.48193,0.46487,1.01706,0.00187,0.00124,0.00064,0.00071,0.00071,0.0,0.32,0.22,1.41,0.5,4.45,0.0,1.26,1.41,1.6,0.22,1.16,0.21,0.37,-1.24,0.7,2.07,0.75,-2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.97,68.0,77.21,26.91,0.0,39.92,34.48,61.0,5.82,57.06,0.0
2007-10-07T12:00:00,1.44,5.88,0.04,0.06,0.0,0.33,0.3,0.01,0.07,0.02,0.02,0.15,0.08,0.06,0.3,5.88,1.24408,0.37761,0.86647,0.00155,0.001,0.00054,0.00058,0.00057,0.0,0.28,0.19,1.2,0.42,3.79,0.0,1.08,1.26,1.47,0.2,1.16,0.21,0.16,-1.23,0.72,1.94,0.73,-2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.17,68.0,75.4,26.91,0.0,41.0,34.97,58.0,5.82,59.6,0.0
2007-10-07T13:00:00,1.41,4.92,0.03,0.06,0.0,0.33,0.3,0.01,0.07,0.02,0.02,0.14,0.06,0.07,0.3,4.92,1.11537,0.38994,0.72544,0.00144,0.00098,0.00045,0.00057,0.00056,0.0,0.25,0.22,1.05,0.37,3.17,0.0,0.97,1.16,1.37,0.18,1.16,0.18,-0.18,-1.21,0.78,1.87,0.7,-2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.17,68.0,72.61,26.91,0.0,41.0,34.51,55.0,0.0,62.45,1.9
2007-10-07T14:00:00,1.4,4.48,0.03,0.06,0.0,0.33,0.3,0.01,0.07,0.01,0.01,0.12,0.08,0.08,0.29,4.48,1.05465,0.39501,0.65965,0.00139,0.00098,0.00041,0.00056,0.00056,0.0,0.21,0.17,0.99,0.35,2.89,0.0,0.88,0.88,1.19,0.17,1.16,0.16,0.45,-1.19,0.49,1.76,0.7,-2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.74,68.0,71.4,26.91,0.0,42.08,35.59,56.0,3.36,49.45,0.0
2007-10-07T15:00:00,1.08,4.54,0.03,0.06,0.0,0.0,0.3,0.01,0.07,0.01,0.01,0.12,0.06,0.09,0.31,4.54,0.95198,0.28383,0.66815,0.00118,0.00076,0.00042,0.00044,0.00043,0.0,0.22,0.18,0.93,0.33,2.92,0.0,0.85,0.79,1.08,0.15,1.16,0.2,0.57,-1.17,0.44,1.97,0.67,-2.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.49,68.0,79.69,26.91,0.0,42.08,36.83,64.0,9.17,49.45,0.0
2007-10-07T16:00:00,1.52,4.45,0.03,0.06,0.0,0.33,0.33,0.01,0.08,0.01,0.01,0.11,0.12,0.09,0.32,4.45,1.06494,0.40882,0.65613,0.00147,0.00106,0.00041,0.00061,0.00061,0.0,0.21,0.18,1.17,0.41,2.87,0.0,1.01,0.66,0.97,0.14,1.17,0.23,1.08,-1.13,0.29,2.03,0.67,-3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.95,68.0,78.96,26.91,0.0,41.0,35.87,64.0,8.05,39.62,0.0
2007-10-07T17:00:00,2.06,4.53,0.04,0.06,0.0,0.68,0.39,0.02,0.08,0.02,0.01,0.11,0.2,0.09,0.35,4.53,1.3064,0.6392,0.6672,0.00186,0.00144,0.00042,0.00083,0.00082,0.0,0.21,0.23,1.53,0.54,2.92,0.0,1.29,0.44,0.84,0.14,1.21,0.27,2.38,-1.07,-0.11,2.03,0.7,-3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.1,68.0,78.96,26.91,0.0,41.0,35.87,64.0,8.05,12.05,0.0
2007-10-07T18:00:00,1.85,5.02,0.04,0.06,0.0,0.34,0.52,0.03,0.09,0.03,0.01,0.1,0.16,0.11,0.35,5.02,1.33446,0.59462,0.73983,0.00176,0.0013,0.00046,0.00074,0.00074,0.0,0.21,0.41,1.8,0.63,3.24,0.0,1.56,0.46,0.81,0.14,1.25,0.31,3.07,-1.01,-0.2,2.23,0.7,-4.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.62,68.0,83.06,26.91,0.0,39.92,35.78,70.0,9.17,0.0,0.0
2007-10-07T19:00:00,2.29,5.31,0.04,0.06,0.0,0.69,0.65,0.04,0.08,0.04,0.01,0.1,0.08,0.15,0.33,5.31,1.52241,0.73967,0.78273,0.00209,0.0016,0.00049,0.00092,0.00092,0.0,0.21,0.52,1.81,0.64,3.42,0.0,1.62,0.63,0.87,0.15,1.28,0.34,3.14,-0.97,-0.11,2.23,0.73,-4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.77,68.0,80.21,26.91,0.0,39.02,35.8,76.0,6.93,0.0,0.0
2007-10-07T20:00:00,1.98,5.46,0.05,0.06,0.0,0.34,0.71,0.05,0.08,0.04,0.01,0.11,0.05,0.17,0.31,5.46,1.47847,0.6735,0.80498,0.0019,0.00139,0.0005,0.0008,0.0008,0.0,0.21,0.42,1.65,0.58,3.52,0.0,1.47,0.76,0.94,0.16,1.3,0.35,3.11,-0.95,-0.08,2.19,0.75,-5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.65,68.0,78.7,26.91,0.0,39.02,35.8,76.0,5.82,0.0,0.0
2007-10-07T21:00:00,1.89,6.95,0.07,0.06,0.0,0.34,0.65,0.06,0.08,0.03,0.01,0.11,0.03,0.16,0.3,6.95,1.67545,0.65141,1.02405,0.00197,0.00133,0.00064,0.00076,0.00076,0.0,0.2,0.31,1.44,0.51,4.48,0.0,1.26,0.77,0.97,0.16,1.3,0.37,3.51,-0.96,-0.31,2.68,0.75,-4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.44,68.0,86.89,26.91,0.0,35.96,32.31,71.0,8.05,0.0,0.0
2007-10-07T22:00:00,1.5,8.85,0.07,0.06,0.0,0.33,0.4,0.05,0.08,0.02,0.01,0.09,0.02,0.1,0.27,8.85,1.8462,0.54324,1.30296,0.00187,0.00105,0.00082,0.00061,0.0006,1.0e-05,0.14,0.21,1.14,0.4,5.7,0.0,0.97,0.75,0.97,0.17,1.24,0.4,3.69,-1.07,-0.66,2.96,0.83,-3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.73,68.0,93.0,26.91,0.0,35.06,32.24,77.0,10.29,0.0,0.0
2007-10-07T23:00:00,1.13,9.82,0.08,0.06,0.0,0.33,0.2,0.04,0.07,0.01,0.0,0.05,0.01,0.05,0.24,9.82,1.82779,0.38115,1.44663,0.0017,0.0008,0.00091,0.00046,0.00046,1.0e-05,0.07,0.15,0.78,0.28,6.33,0.0,0.65,0.82,1.02,0.18,1.18,0.41,3.56,-1.17,-0.77,2.83,0.86,-2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.12,68.0,91.7,26.91,0.0,35.96,33.21,78.0,10.29,0.0,0.0
2007-10-08T00:00:00,0.63,10.38,0.08,0.06,0.0,0.0,0.1,0.03,0.07,0.01,0.0,0.02,0.01,0.02,0.23,10.38,1.7414,0.21219,1.52921,0.0014,0.00044,0.00096,0.00026,0.00025,1.0e-05,0.04,0.07,0.36,0.13,6.69,0.0,0.31,0.95,1.11,0.19,1.14,0.4,3.32,-1.23,-0.68,2.79,0.83,-2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.75,68.0,93.83,26.91,0.0,37.04,33.82,75.0,11.63,0.0,0.0
2007-10-08T01:00:00,0.56,10.96,0.08,0.06,0.0,0.0,0.06,0.03,0.07,0.0,0.0,0.01,0.01,0.01,0.22,10.96,1.81176,0.1968,1.61496,0.0014,0.00039,0.00101,0.00023,0.00022,1.0e-05,0.03,0.03,0.18,0.06,7.07,0.0,0.16,1.02,1.18,0.19,1.12,0.39,3.4,-1.27,-0.63,2.79,0.8,-1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,68.0,93.83,26.91,0.0,37.04,33.29,71.0,11.63,0.0,0.0
2007-10-08T02:00:00,0.83,11.08,0.09,0.06,0.0,0.32,0.04,0.03,0.07,0.0,0.0,0.01,0.01,0.01,0.21,11.08,1.95468,0.32255,1.63213,0.00161,0.00059,0.00102,0.00034,0.00034,1.0e-05,0.02,0.02,0.12,0.04,7.14,0.0,0.1,1.08,1.23,0.2,1.11,0.39,3.36,-1.3,-0.53,2.6,0.8,-1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.82,68.0,87.46,26.91,0.0,37.04,33.29,71.0,9.17,0.0,0.0
2007-10-08T03:00:00,0.51,11.98,0.09,0.06,0.0,0.0,0.04,0.03,0.07,0.0,0.0,0.0,0.01,0.0,0.21,11.98,1.94899,0.1839,1.7651,0.00146,0.00036,0.0011,0.00021,0.0002,1.0e-05,0.02,0.01,0.15,0.05,7.72,0.0,0.12,1.12,1.28,0.21,1.11,0.39,3.35,-1.31,-0.44,3.01,0.8,-1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.15,68.0,101.28,26.91,0.0,37.04,32.89,68.0,13.87,0.0,0.0
2007-10-08T04:00:00,0.53,11.96,0.09,0.06,0.0,0.0,0.04,0.03,0.06,0.0,0.0,0.01,0.01,0.01,0.21,11.96,1.94127,0.17943,1.76183,0.00147,0.00037,0.0011,0.00022,0.00021,1.0e-05,0.03,0.01,0.3,0.11,7.71,0.0,0.23,1.15,1.31,0.21,1.12,0.38,3.34,-1.32,-0.36,2.89,0.8,-1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4,68.0,97.37,26.91,0.0,37.04,33.29,71.0,12.75,0.0,0.0
2007-10-08T05:00:00,0.94,12.31,0.09,0.06,0.0,0.33,0.11,0.02,0.06,0.0,0.0,0.01,0.01,0.01,0.22,12.31,2.14444,0.33062,1.81381,0.0018,0.00066,0.00114,0.00039,0.00038,1.0e-05,0.05,0.05,1.02,0.36,7.94,0.0,0.76,1.16,1.34,0.21,1.14,0.39,3.47,-1.31,-0.28,3.05,0.8,-2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.96,68.0,98.83,26.91,0.0,35.96,32.3,71.0,12.75,0.0,0.0
2007-10-08T06:00:00,1.54,12.27,0.09,0.06,0.0,0.69,0.26,0.02,0.07,0.01,0.01,0.03,0.03,0.02,0.25,12.27,2.32093,0.51401,1.80693,0.00221,0.00107,0.00113,0.00062,0.00061,1.0e-05,0.09,0.09,2.35,0.83,7.91,0.0,1.72,1.2,1.38,0.22,1.18,0.4,3.64,-1.26,-0.13,3.06,0.83,-2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.11,68.0,96.61,26.91,0.0,35.06,31.66,74.0,11.63,0.0,0.0
2007-10-08T07:00:00,1.37,11.67,0.07,0.06,0.0,0.35,0.33,0.02,0.07,0.01,0.01,0.06,0.06,0.02,0.28,11.67,2.14347,0.42439,1.71907,0.00202,0.00095,0.00108,0.00055,0.00054,1.0e-05,0.21,0.15,2.62,0.92,7.52,0.0,2.0,1.24,1.42,0.22,1.22,0.41,3.52,-1.22,-0.02,2.82,0.86,-2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.97,68.0,91.7,26.91,0.0,35.96,33.21,78.0,10.29,0.0,0.0
2007-10-08T08:00:00,1.77,8.87,0.03,0.06,0.0,0.7,0.34,0.02,0.07,0.02,0.02,0.1,0.06,0.03,0.29,8.87,1.78777,0.4815,1.30626,0.00203,0.00122,0.00082,0.0007,0.00069,1.0e-05,0.31,0.27,2.4,0.85,5.72,0.0,1.97,2.2,1.88,0.22,1.22,0.39,-1.54,-1.21,1.77,2.73,0.83,-2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.55,68.0,98.69,26.91,0.0,39.02,34.82,69.0,13.87,36.14,81.15
2007-10-08T09:00:00,1.77,3.48,0.0,0.06,0.0,0.69,0.33,0.02,0.07,0.03,0.02,0.14,0.06,0.03,0.29,3.48,0.98726,0.47517,0.51209,0.00155,0.00123,0.00032,0.0007,0.0007,0.0,0.37,0.3,2.02,0.71,2.24,0.0,1.74,2.98,2.36,0.22,1.21,0.34,-7.42,-1.2,3.64,2.09,0.75,-2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.21,68.0,81.38,26.91,0.0,41.0,35.87,64.0,9.17,39.94,231.73
2007-10-08T10:00:00,1.4,0.63,0.0,0.06,0.0,0.34,0.32,0.01,0.07,0.02,0.02,0.16,0.06,0.04,0.29,0.63,0.47878,0.38664,0.09214,0.00103,0.00098,6.0e-05,0.00056,0.00056,0.0,0.36,0.26,1.68,0.59,0.4,0.0,1.49,2.54,2.16,0.2,1.2,0.26,-7.71,-1.18,3.2,1.75,0.69,-2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.22,68.0,73.67,26.91,0.0,42.98,36.84,59.0,6.93,57.06,216.19
2007-10-08T11:00:00,1.39,0.0,0.0,0.06,0.0,0.34,0.31,0.01,0.07,0.02,0.02,0.16,0.07,0.04,0.29,0.0,0.36678,0.36678,0.0,0.00098,0.00098,0.0,0.00056,0.00056,0.0,0.32,0.22,1.42,0.5,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.19,-1.9,-0.16,-1.18,-0.2,7.87,1.15,-2.79,-1.36,0.0,-0.64,2.75,61.72,68.52,66.85,26.91,0.0,46.94,39.73,56.0,6.93,34.24,291.0
2007-10-08T12:00:00,1.38,0.0,0.0,0.06,0.0,0.33,0.3,0.01,0.07,0.02,0.02,0.15,0.08,0.04,0.3,0.0,0.364,0.364,0.0,0.00097,0.00097,0.0,0.00055,0.00055,0.0,0.28,0.19,1.2,0.42,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.65,-1.59,-0.13,-0.98,-0.18,6.78,1.11,-2.87,-1.38,0.0,-0.53,2.78,65.13,69.18,72.79,26.91,0.0,48.92,41.06,54.0,10.29,33.28,301.15
