Time,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Hot Water,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Television,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating,Emissions: CO2e: RESNET: Total,Emissions: CO2e: RESNET: Electricity,Emissions: CO2e: RESNET: Natural Gas,Emissions: NOx: RESNET: Total,Emissions: NOx: RESNET: Electricity,Emissions: NOx: RESNET: Natural Gas,Emissions: SO2: RESNET: Total,Emissions: SO2: RESNET: Electricity,Emissions: SO2: RESNET: Natural Gas,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Component Load: Heating: Ceilings,Component Load: Heating: Walls,Component Load: Heating: Rim Joists,Component Load: Heating: Foundation Walls,Component Load: Heating: Doors,Component Load: Heating: Windows,Component Load: Heating: Slabs,Component Load: Heating: Internal Mass,Component Load: Heating: Infiltration,Component Load: Heating: Mechanical Ventilation,Component Load: Heating: Internal Gains,Component Load: Cooling: Ceilings,Component Load: Cooling: Walls,Component Load: Cooling: Rim Joists,Component Load: Cooling: Foundation Walls,Component Load: Cooling: Doors,Component Load: Cooling: Windows,Component Load: Cooling: Slabs,Component Load: Cooling: Internal Mass,Component Load: Cooling: Infiltration,Component Load: Cooling: Natural Ventilation,Component Load: Cooling: Mechanical Ventilation,Component Load: Cooling: Internal Gains,Temperature: Attic - Vented,Temperature: Living Space,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
2007-01-02T16:00:00,1.57,0.0,0.01,0.06,0.0,0.33,0.39,0.01,0.03,0.06,0.01,0.01,0.12,0.06,0.08,0.39,0.0,0.48506,0.48506,0.0,0.0011,0.0011,0.0,0.00063,0.00063,0.0,0.23,0.18,1.01,0.36,0.0,0.0,1.11,0.53,0.85,0.09,1.91,0.2,-2.41,-0.14,0.92,1.39,0.38,-3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.43,68.11,68.78,26.91,0.0,46.04,33.2,25.0,6.93,19.65,78.93
2007-01-02T17:00:00,1.77,1.4,0.02,0.06,0.0,0.34,0.47,0.02,0.03,0.07,0.01,0.01,0.11,0.12,0.1,0.4,1.4,0.82326,0.61684,0.20642,0.00138,0.00125,0.00013,0.00071,0.00071,0.0,0.22,0.18,1.28,0.45,0.9,0.0,1.33,-0.18,0.35,0.07,1.97,0.26,1.09,-0.05,-0.44,1.55,0.49,-3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.9,68.0,70.34,26.91,0.0,44.06,31.18,26.0,5.82,4.75,32.33
2007-01-02T18:00:00,2.45,3.18,0.04,0.06,0.0,0.69,0.63,0.03,0.03,0.08,0.02,0.01,0.11,0.2,0.12,0.44,3.18,1.36522,0.89647,0.46876,0.00202,0.00172,0.00029,0.00099,0.00098,0.0,0.22,0.23,1.66,0.59,2.05,0.0,1.69,-0.34,0.13,0.06,2.06,0.32,3.22,0.07,-0.98,1.97,0.54,-5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.02,68.0,78.96,26.91,0.0,41.0,29.79,30.0,8.05,0.0,0.0
2007-01-02T19:00:00,2.65,5.38,0.05,0.06,0.0,0.71,0.77,0.04,0.03,0.08,0.03,0.01,0.1,0.16,0.16,0.45,5.38,1.72359,0.93101,0.79258,0.00236,0.00186,0.0005,0.00107,0.00106,0.0,0.22,0.41,1.96,0.69,3.47,0.0,2.05,-0.14,0.17,0.07,2.09,0.38,4.0,0.15,-0.92,2.88,0.61,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6,68.0,89.91,26.91,0.0,33.98,26.06,39.0,8.05,0.0,0.0
2007-01-02T20:00:00,2.65,6.8,0.07,0.06,0.0,0.71,0.78,0.05,0.03,0.08,0.04,0.01,0.1,0.08,0.22,0.42,6.8,1.95914,0.9576,1.00154,0.00249,0.00187,0.00063,0.00107,0.00107,0.0,0.22,0.53,1.96,0.69,4.38,0.0,2.12,0.07,0.26,0.09,2.09,0.44,4.16,0.17,-1.06,3.15,0.8,-5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.79,68.0,92.88,26.91,0.0,32.0,25.06,43.0,8.05,0.0,0.0
2007-01-02T21:00:00,2.18,9.16,0.07,0.06,0.0,0.35,0.65,0.07,0.03,0.07,0.04,0.01,0.11,0.05,0.27,0.4,9.16,2.16128,0.81211,1.34916,0.00238,0.00153,0.00084,0.00088,0.00088,1.0e-05,0.22,0.43,1.8,0.63,5.9,0.0,1.92,0.29,0.41,0.11,2.06,0.48,4.48,0.15,-1.25,3.68,0.85,-5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,68.0,99.36,26.91,0.0,28.94,22.93,46.0,9.17,0.0,0.0
2007-01-02T22:00:00,2.33,9.92,0.08,0.06,0.0,0.69,0.49,0.08,0.03,0.07,0.03,0.01,0.11,0.03,0.26,0.38,9.92,2.36648,0.90521,1.46127,0.00255,0.00163,0.00091,0.00094,0.00093,1.0e-05,0.21,0.32,1.56,0.55,6.39,0.0,1.65,0.58,0.61,0.14,2.01,0.49,4.23,0.09,-1.24,3.3,0.94,-4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.31,68.0,91.95,26.91,0.0,30.02,22.83,38.0,4.7,0.0,0.0
2007-01-02T23:00:00,1.71,10.35,0.09,0.06,0.0,0.34,0.42,0.07,0.03,0.07,0.02,0.01,0.09,0.02,0.16,0.34,10.35,2.21407,0.69016,1.5239,0.00216,0.00121,0.00095,0.0007,0.00069,1.0e-05,0.14,0.21,1.24,0.44,6.67,0.0,1.27,0.86,0.84,0.16,1.96,0.47,3.8,0.02,-1.15,2.83,0.91,-4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.06,68.0,85.83,26.91,0.0,33.08,24.14,30.0,0.0,0.0,0.0
2007-01-03T00:00:00,1.29,12.45,0.11,0.06,0.0,0.33,0.2,0.05,0.03,0.06,0.01,0.0,0.05,0.01,0.07,0.3,12.45,2.32507,0.49121,1.83386,0.00206,0.00091,0.00115,0.00053,0.00052,1.0e-05,0.08,0.15,0.85,0.3,8.02,0.0,0.86,0.93,0.97,0.18,1.87,0.46,4.05,-0.09,-1.4,3.05,0.83,-2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.64,68.0,89.87,26.91,0.0,32.0,23.6,32.0,5.82,0.0,0.0
2007-01-03T01:00:00,0.76,14.32,0.12,0.06,0.0,0.0,0.1,0.04,0.03,0.06,0.01,0.0,0.02,0.01,0.03,0.29,14.32,2.39874,0.28941,2.10934,0.00186,0.00054,0.00132,0.00032,0.00031,1.0e-05,0.04,0.07,0.39,0.14,9.23,0.0,0.4,1.08,1.11,0.2,1.82,0.47,4.18,-0.15,-1.32,3.31,0.85,-2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.63,68.0,94.49,26.91,0.0,30.92,22.9,33.0,8.05,0.0,0.0
2007-01-03T02:00:00,1.01,15.82,0.13,0.06,0.0,0.32,0.06,0.04,0.03,0.06,0.0,0.0,0.01,0.01,0.01,0.28,15.82,2.71759,0.38744,2.33015,0.00217,0.00071,0.00146,0.00042,0.00041,1.0e-05,0.03,0.03,0.2,0.07,10.19,0.0,0.21,1.22,1.24,0.21,1.79,0.48,4.22,-0.18,-1.16,3.58,0.88,-2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.19,68.0,102.32,26.91,0.0,30.92,22.9,33.0,11.63,0.0,0.0
2007-01-03T03:00:00,0.65,16.85,0.13,0.06,0.0,0.0,0.04,0.04,0.03,0.06,0.0,0.0,0.01,0.01,0.01,0.27,16.85,2.73395,0.25155,2.4824,0.00202,0.00046,0.00155,0.00027,0.00026,1.0e-05,0.02,0.02,0.13,0.05,10.86,0.0,0.14,1.3,1.35,0.22,1.77,0.48,4.31,-0.2,-1.01,3.72,0.88,-1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.94,68.0,103.55,26.91,0.0,30.02,22.46,35.0,11.63,0.0,0.0
2007-01-03T04:00:00,0.65,18.01,0.14,0.06,0.0,0.0,0.04,0.04,0.03,0.06,0.0,0.0,0.0,0.01,0.01,0.26,18.01,2.90063,0.24705,2.65359,0.00212,0.00045,0.00166,0.00027,0.00026,1.0e-05,0.02,0.01,0.16,0.06,11.61,0.0,0.16,1.35,1.43,0.23,1.76,0.49,4.43,-0.21,-0.89,4.02,0.91,-1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.36,68.0,108.18,26.91,0.0,28.94,21.74,36.0,12.75,0.0,0.0
2007-01-03T05:00:00,0.99,18.71,0.14,0.06,0.0,0.32,0.04,0.04,0.03,0.06,0.0,0.0,0.01,0.01,0.01,0.27,18.71,3.12641,0.37053,2.75588,0.00242,0.0007,0.00172,0.00041,0.0004,1.0e-05,0.03,0.01,0.33,0.12,12.06,0.0,0.3,1.4,1.51,0.24,1.75,0.5,4.45,-0.21,-0.74,4.17,0.94,-1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.27,68.0,111.72,26.91,0.0,28.94,21.77,36.0,13.87,0.0,0.0
2007-01-03T06:00:00,1.1,18.94,0.13,0.06,0.0,0.33,0.12,0.03,0.03,0.06,0.0,0.0,0.01,0.01,0.01,0.28,18.94,3.18478,0.39488,2.78989,0.00251,0.00077,0.00175,0.00045,0.00044,1.0e-05,0.05,0.05,1.11,0.39,12.21,0.0,1.0,1.48,1.6,0.25,1.76,0.5,4.33,-0.18,-0.54,4.28,0.95,-2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.09,68.0,118.56,26.91,0.0,30.02,22.23,33.0,16.11,0.0,0.0
2007-01-03T07:00:00,1.73,17.93,0.13,0.06,0.0,0.72,0.28,0.03,0.03,0.06,0.01,0.01,0.03,0.03,0.02,0.31,17.93,3.2821,0.64159,2.64051,0.00286,0.00121,0.00165,0.0007,0.00069,1.0e-05,0.1,0.09,2.55,0.9,11.55,0.0,2.27,1.56,1.69,0.26,1.8,0.49,4.26,-0.12,-0.3,3.86,0.91,-2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.33,68.0,106.76,26.91,0.0,30.02,22.49,35.0,12.75,0.0,0.0
2007-01-03T08:00:00,1.93,17.5,0.1,0.06,0.0,0.73,0.35,0.03,0.03,0.06,0.01,0.01,0.06,0.06,0.03,0.35,17.5,3.27855,0.70117,2.57738,0.00294,0.00133,0.00161,0.00077,0.00076,1.0e-05,0.22,0.15,2.84,1.0,11.28,0.0,2.63,1.7,1.79,0.26,1.83,0.49,3.58,-0.07,0.05,3.99,0.92,-3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.27,68.0,113.17,26.91,0.0,30.92,23.2,35.0,14.99,3.8,7.61
2007-01-03T09:00:00,1.99,12.87,0.07,0.06,0.0,0.73,0.38,0.03,0.03,0.06,0.02,0.02,0.1,0.06,0.04,0.36,12.87,2.50859,0.61216,1.89644,0.00256,0.00137,0.00119,0.00079,0.00079,1.0e-05,0.33,0.27,2.61,0.92,8.3,0.0,2.58,2.26,2.08,0.26,1.83,0.45,-0.01,-0.05,1.21,2.51,0.89,-3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8,68.0,88.79,26.91,0.0,37.94,26.9,25.0,10.29,16.8,46.28
2007-01-03T10:00:00,2.01,9.06,0.04,0.06,0.0,0.72,0.39,0.02,0.03,0.06,0.03,0.02,0.14,0.06,0.04,0.36,9.06,1.88769,0.55369,1.334,0.00222,0.00139,0.00083,0.0008,0.00079,1.0e-05,0.38,0.31,2.19,0.77,5.84,0.0,2.28,2.55,2.26,0.26,1.82,0.37,-3.1,-0.03,2.05,2.1,0.7,-3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.39,68.0,86.63,26.91,0.0,42.08,29.4,23.0,11.63,35.82,81.15
2007-01-03T11:00:00,1.96,4.81,0.03,0.06,0.0,0.7,0.38,0.02,0.03,0.06,0.02,0.02,0.16,0.06,0.05,0.36,4.81,1.23771,0.52935,0.70836,0.00181,0.00137,0.00044,0.00078,0.00078,0.0,0.37,0.27,1.83,0.65,3.1,0.0,1.95,2.84,2.46,0.24,1.79,0.31,-6.75,0.0,3.11,1.64,0.59,-3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.12,68.0,69.81,26.91,0.0,42.98,32.32,32.0,3.36,28.53,186.08
2007-01-03T12:00:00,1.6,3.83,0.03,0.06,0.0,0.35,0.36,0.01,0.03,0.06,0.02,0.02,0.16,0.07,0.05,0.37,3.83,1.01354,0.44876,0.56478,0.00147,0.00112,0.00035,0.00064,0.00064,0.0,0.33,0.23,1.53,0.54,2.47,0.0,1.65,2.5,2.28,0.21,1.77,0.28,-7.48,0.04,3.08,2.39,0.57,-3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.49,68.0,107.06,26.91,0.0,44.06,30.53,22.0,17.22,31.07,248.21
2007-01-03T13:00:00,1.93,3.68,0.03,0.06,0.0,0.68,0.35,0.01,0.03,0.07,0.02,0.02,0.15,0.08,0.06,0.38,3.68,1.10349,0.56084,0.54265,0.00169,0.00135,0.00034,0.00078,0.00077,0.0,0.3,0.19,1.31,0.46,2.37,0.0,1.41,1.94,1.89,0.17,1.74,0.3,-6.44,0.07,2.25,3.11,0.54,-3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.77,68.0,127.9,26.91,0.0,42.08,30.46,29.0,20.8,26.31,239.97
2007-01-03T14:00:00,1.56,4.2,0.02,0.06,0.0,0.34,0.35,0.01,0.03,0.07,0.02,0.02,0.14,0.06,0.07,0.38,4.2,1.08188,0.46385,0.61803,0.00148,0.00109,0.00039,0.00063,0.00062,0.0,0.27,0.22,1.14,0.4,2.7,0.0,1.27,1.56,1.63,0.14,1.72,0.34,-6.06,0.11,1.88,3.99,0.59,-3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.71,68.0,153.14,26.91,0.0,40.28,28.88,27.0,24.83,27.26,213.97
2007-01-03T15:00:00,1.55,3.27,0.04,0.06,0.0,0.34,0.35,0.01,0.03,0.07,0.01,0.01,0.12,0.08,0.07,0.37,3.27,0.91962,0.43766,0.48196,0.0014,0.00109,0.0003,0.00063,0.00063,0.0,0.22,0.17,1.08,0.38,2.11,0.0,1.15,1.04,1.26,0.12,1.7,0.37,-4.46,0.14,1.1,3.42,0.64,-3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.65,68.0,113.18,26.91,0.0,36.14,26.72,32.0,16.55,33.92,145.82
2007-01-03T16:00:00,1.62,5.96,0.07,0.06,0.0,0.33,0.39,0.01,0.03,0.06,0.01,0.01,0.12,0.06,0.08,0.39,5.96,1.3811,0.50253,0.87857,0.00169,0.00114,0.00055,0.00066,0.00065,0.0,0.23,0.18,1.01,0.36,3.84,0.0,1.11,0.18,0.73,0.1,1.69,0.4,-0.28,0.17,-0.47,3.94,0.75,-3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,68.0,112.5,26.91,0.0,31.46,24.05,38.0,14.99,26.63,54.84
2007-01-03T17:00:00,1.83,9.0,0.08,0.06,0.0,0.34,0.47,0.02,0.03,0.07,0.01,0.01,0.11,0.12,0.1,0.4,9.0,1.96223,0.63699,1.32524,0.00212,0.00129,0.00083,0.00074,0.00074,1.0e-05,0.22,0.18,1.27,0.45,5.8,0.0,1.33,-0.41,0.35,0.1,1.72,0.45,3.88,0.24,-1.66,4.21,0.88,-3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.58,68.0,104.95,26.91,0.0,26.6,20.6,42.0,10.29,6.66,4.75
2007-01-03T18:00:00,2.5,10.96,0.09,0.06,0.0,0.69,0.63,0.03,0.03,0.08,0.02,0.01,0.11,0.2,0.12,0.44,10.96,2.52833,0.91321,1.61512,0.00277,0.00176,0.00101,0.00101,0.001,1.0e-05,0.22,0.23,1.67,0.59,7.07,0.0,1.69,-0.23,0.36,0.11,1.78,0.53,5.06,0.34,-1.69,4.8,1.02,-5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.52,68.0,105.71,26.91,0.0,21.56,17.89,58.0,6.26,0.0,0.0
2007-01-03T19:00:00,2.7,11.51,0.1,0.06,0.0,0.71,0.77,0.04,0.03,0.08,0.03,0.01,0.1,0.16,0.16,0.45,11.51,2.64502,0.94896,1.69606,0.00296,0.0019,0.00106,0.00109,0.00108,1.0e-05,0.22,0.41,1.96,0.69,7.42,0.0,2.05,0.33,0.58,0.14,1.83,0.56,4.93,0.41,-1.39,4.66,1.17,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.65,68.0,103.36,26.91,0.0,21.92,17.29,48.0,3.58,0.0,0.0
2007-01-03T20:00:00,2.35,13.64,0.12,0.06,0.0,0.35,0.78,0.05,0.03,0.08,0.04,0.01,0.1,0.08,0.22,0.42,13.64,2.85866,0.84929,2.00937,0.00291,0.00166,0.00126,0.00095,0.00095,1.0e-05,0.22,0.53,1.96,0.69,8.79,0.0,2.12,0.69,0.8,0.17,1.84,0.57,5.1,0.42,-1.31,5.15,1.16,-5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.89,68.0,106.94,26.91,0.0,19.04,16.16,64.0,0.89,0.0,0.0
2007-01-03T21:00:00,2.59,16.28,0.14,0.06,0.0,0.7,0.65,0.07,0.03,0.07,0.04,0.01,0.11,0.05,0.27,0.4,16.28,3.36583,0.96714,2.39869,0.00333,0.00182,0.0015,0.00105,0.00104,1.0e-05,0.22,0.43,1.79,0.63,10.49,0.0,1.92,0.92,1.01,0.2,1.83,0.59,5.39,0.39,-1.39,5.68,1.24,-5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.62,68.0,111.06,26.91,0.0,16.16,13.61,65.0,1.79,0.0,0.0
2007-01-03T22:00:00,2.4,18.83,0.16,0.06,0.0,0.69,0.49,0.08,0.03,0.07,0.03,0.01,0.11,0.03,0.26,0.38,18.83,3.71139,0.93845,2.77294,0.00343,0.00169,0.00174,0.00098,0.00097,1.0e-05,0.21,0.32,1.57,0.55,12.13,0.0,1.65,1.13,1.22,0.22,1.8,0.62,5.63,0.33,-1.46,6.09,1.32,-4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.19,68.0,114.22,26.91,0.0,14.18,11.94,67.0,3.58,0.0,0.0
2007-01-03T23:00:00,1.8,21.77,0.18,0.06,0.0,0.34,0.42,0.07,0.03,0.07,0.02,0.01,0.09,0.02,0.16,0.34,21.77,3.9328,0.72624,3.20655,0.00328,0.00127,0.00201,0.00074,0.00073,1.0e-05,0.14,0.21,1.24,0.44,14.03,0.0,1.27,1.32,1.41,0.25,1.76,0.65,5.87,0.25,-1.48,6.66,1.38,-4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.72,68.0,117.8,26.91,0.0,11.48,9.7,71.0,3.36,0.0,0.0
2007-01-04T00:00:00,1.38,24.48,0.2,0.06,0.0,0.33,0.2,0.05,0.03,0.06,0.01,0.0,0.05,0.01,0.07,0.3,24.48,4.1326,0.52608,3.60653,0.00323,0.00097,0.00226,0.00057,0.00056,1.0e-05,0.08,0.15,0.85,0.3,15.78,0.0,0.86,1.45,1.57,0.27,1.68,0.67,5.91,0.13,-1.58,7.02,1.47,-2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.01,68.0,120.46,26.91,0.0,9.68,8.59,81.0,4.03,0.0,0.0
2007-01-04T01:00:00,0.86,26.61,0.22,0.06,0.0,0.0,0.1,0.04,0.03,0.06,0.01,0.0,0.02,0.01,0.03,0.29,26.61,4.24923,0.32907,3.92016,0.00307,0.00062,0.00245,0.00037,0.00035,2.0e-05,0.04,0.07,0.39,0.14,17.15,0.0,0.4,1.64,1.76,0.29,1.65,0.67,5.9,0.06,-1.43,7.41,1.51,-2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04,68.0,122.43,26.91,0.0,7.7,7.06,88.0,0.45,0.0,0.0
2007-01-04T02:00:00,0.93,29.97,0.24,0.06,0.0,0.14,0.06,0.04,0.03,0.06,0.0,0.0,0.01,0.01,0.01,0.28,29.97,4.77448,0.35933,4.41514,0.00342,0.00066,0.00276,0.0004,0.00038,2.0e-05,0.03,0.03,0.2,0.07,19.32,0.0,0.21,1.74,1.92,0.31,1.63,0.69,6.39,0.02,-1.37,8.51,1.57,-2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.58,68.0,128.76,26.91,0.0,2.84,2.4,90.0,0.0,0.0,0.0
2007-01-04T03:00:00,0.94,31.45,0.24,0.06,0.0,0.18,0.04,0.04,0.03,0.06,0.0,0.0,0.01,0.01,0.01,0.27,31.45,4.99207,0.35918,4.63289,0.00356,0.00066,0.0029,0.0004,0.00038,2.0e-05,0.02,0.02,0.13,0.05,20.27,0.0,0.14,1.88,2.07,0.33,1.63,0.72,6.58,-0.01,-1.24,8.53,1.72,-1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01,68.0,129.14,26.91,0.0,2.84,2.23,86.0,3.36,0.0,0.0
2007-01-04T04:00:00,0.74,31.41,0.23,0.06,0.0,0.0,0.04,0.04,0.03,0.06,0.0,0.0,0.0,0.01,0.01,0.26,31.41,4.90974,0.283,4.62674,0.00342,0.00052,0.0029,0.00032,0.0003,2.0e-05,0.02,0.01,0.16,0.06,20.24,0.0,0.16,2.05,2.23,0.35,1.63,0.75,6.54,-0.03,-1.06,7.99,1.72,-1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,68.0,126.9,26.91,0.0,5.54,4.66,82.0,5.82,0.0,0.0
2007-01-04T05:00:00,0.77,31.33,0.23,0.06,0.0,0.0,0.04,0.04,0.03,0.06,0.0,0.0,0.01,0.01,0.01,0.27,31.33,4.89919,0.28474,4.61445,0.00342,0.00053,0.00289,0.00032,0.00031,2.0e-05,0.03,0.01,0.33,0.12,20.19,0.0,0.3,2.2,2.39,0.37,1.64,0.75,6.33,-0.04,-0.86,7.75,1.64,-1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74,68.0,124.49,26.91,0.0,6.44,5.43,80.0,3.36,0.0,0.0
2007-01-04T06:00:00,1.19,30.91,0.22,0.06,0.0,0.33,0.12,0.03,0.03,0.06,0.0,0.0,0.01,0.01,0.01,0.28,30.91,4.97886,0.42584,4.55302,0.00368,0.00083,0.00285,0.00049,0.00047,2.0e-05,0.05,0.05,1.11,0.39,19.92,0.0,1.0,2.32,2.52,0.38,1.66,0.73,6.23,-0.03,-0.67,7.37,1.62,-2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,68.0,122.36,26.91,0.0,8.06,6.77,76.0,3.36,0.0,0.0
2007-01-04T07:00:00,1.81,29.35,0.19,0.06,0.0,0.72,0.28,0.03,0.03,0.06,0.01,0.01,0.03,0.03,0.02,0.31,29.35,4.98724,0.66449,4.32275,0.00396,0.00125,0.00271,0.00073,0.00071,2.0e-05,0.1,0.09,2.55,0.9,18.91,0.0,2.28,2.48,2.65,0.39,1.71,0.71,5.82,0.02,-0.35,6.77,1.57,-2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,68.0,118.35,26.91,0.0,10.76,8.66,65.0,0.0,0.0,0.0
2007-01-04T08:00:00,2.22,25.65,0.16,0.06,0.0,0.96,0.35,0.03,0.03,0.06,0.01,0.01,0.06,0.06,0.03,0.35,25.65,4.58848,0.81071,3.77778,0.0039,0.00154,0.00236,0.00089,0.00088,2.0e-05,0.22,0.15,2.85,1.0,16.53,0.0,2.63,2.93,2.93,0.4,1.74,0.66,3.17,0.06,0.6,5.78,1.48,-3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.29,68.0,111.72,26.91,0.0,15.62,13.05,64.0,0.0,2.22,44.06
2007-01-04T09:00:00,2.19,21.87,0.13,0.06,0.0,0.87,0.38,0.03,0.03,0.06,0.02,0.02,0.1,0.06,0.04,0.36,21.87,3.89509,0.6735,3.22158,0.00353,0.00151,0.00202,0.00088,0.00086,1.0e-05,0.33,0.27,2.61,0.92,14.09,0.0,2.59,3.06,3.01,0.4,1.75,0.59,1.29,0.08,0.97,4.74,1.34,-3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.44,68.0,103.57,26.91,0.0,21.38,17.56,56.0,0.0,10.14,49.45
2007-01-04T10:00:00,2.07,16.92,0.1,0.06,0.0,0.72,0.39,0.02,0.03,0.06,0.03,0.02,0.14,0.06,0.04,0.36,16.92,3.06476,0.57259,2.49217,0.00299,0.00143,0.00156,0.00083,0.00082,1.0e-05,0.38,0.31,2.19,0.77,10.9,0.0,2.29,3.07,2.97,0.39,1.75,0.49,-0.29,0.1,1.22,3.18,1.17,-3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.58,68.0,89.52,26.91,0.0,31.1,24.28,42.0,3.36,25.68,46.92
2007-01-04T11:00:00,1.68,13.83,0.09,0.06,0.0,0.35,0.38,0.02,0.03,0.06,0.02,0.02,0.16,0.06,0.05,0.36,13.83,2.48756,0.45051,2.03706,0.00244,0.00116,0.00128,0.00067,0.00067,1.0e-05,0.37,0.27,1.83,0.65,8.91,0.0,1.95,2.6,2.65,0.36,1.75,0.37,0.32,0.11,0.73,2.26,0.9,-3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.62,68.0,79.37,26.91,0.0,37.94,28.65,36.0,4.7,48.18,0.0
