Time,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Hot Water,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Television,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating,Emissions: CO2: RESNET: Total,Emissions: CO2: RESNET: Electricity,Emissions: CO2: RESNET: Natural Gas,Emissions: NOx: RESNET: Total,Emissions: NOx: RESNET: Electricity,Emissions: NOx: RESNET: Natural Gas,Emissions: SO2: RESNET: Total,Emissions: SO2: RESNET: Electricity,Emissions: SO2: RESNET: Natural Gas,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Component Load: Heating: Ceilings,Component Load: Heating: Walls,Component Load: Heating: Rim Joists,Component Load: Heating: Foundation Walls,Component Load: Heating: Doors,Component Load: Heating: Windows,Component Load: Heating: Slabs,Component Load: Heating: Internal Mass,Component Load: Heating: Infiltration,Component Load: Heating: Mechanical Ventilation,Component Load: Heating: Internal Gains,Component Load: Cooling: Ceilings,Component Load: Cooling: Walls,Component Load: Cooling: Rim Joists,Component Load: Cooling: Foundation Walls,Component Load: Cooling: Doors,Component Load: Cooling: Windows,Component Load: Cooling: Slabs,Component Load: Cooling: Internal Mass,Component Load: Cooling: Infiltration,Component Load: Cooling: Natural Ventilation,Component Load: Cooling: Mechanical Ventilation,Component Load: Cooling: Internal Gains,Temperature: Attic - Vented,Temperature: Living Space,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
2007-01-01T10:00:00,1.75,7.86,0.05,0.05,0.0,0.71,0.16,0.02,0.04,0.04,0.02,0.02,0.14,0.06,0.04,0.36,7.86,1.99812,1.07389,0.92424,0.00193,0.0012,0.00072,0.00069,0.00069,0.0,0.38,0.14,2.19,0.77,7.71,0.0,2.17,3.5,3.49,0.35,-0.81,0.22,-5.23,0.63,2.86,0.44,4.52,-2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.32,68.0,11.47,99.59,0.0,28.04,24.44,66.0,3.8,36.45,156.6
2007-01-01T11:00:00,1.71,5.0,0.03,0.05,0.0,0.7,0.16,0.02,0.04,0.04,0.02,0.02,0.16,0.06,0.05,0.36,5.0,1.63366,1.04584,0.58781,0.00165,0.00118,0.00046,0.00068,0.00068,0.0,0.37,0.12,1.83,0.64,4.9,0.0,1.85,3.08,3.23,0.33,-0.67,0.02,-5.97,0.65,2.4,0.3,3.81,-2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.22,68.0,9.43,99.59,0.0,34.52,27.99,50.0,3.8,44.06,172.45
2007-01-01T12:00:00,1.35,3.14,0.02,0.05,0.0,0.34,0.15,0.01,0.04,0.04,0.02,0.02,0.16,0.07,0.05,0.37,3.14,1.20502,0.83597,0.36905,0.00123,0.00094,0.00029,0.00054,0.00054,0.0,0.33,0.1,1.53,0.54,3.08,0.0,1.57,2.71,2.86,0.29,-0.53,-0.11,-5.93,0.65,2.04,0.31,3.14,-2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,68.0,10.58,99.59,0.0,37.04,28.81,42.0,10.29,59.28,171.18
2007-01-01T13:00:00,1.34,2.45,0.02,0.05,0.0,0.34,0.15,0.01,0.04,0.04,0.01,0.02,0.15,0.08,0.06,0.38,2.45,1.11184,0.82422,0.28762,0.00116,0.00093,0.00023,0.00053,0.00053,0.0,0.3,0.09,1.31,0.46,2.4,0.0,1.34,2.06,2.3,0.25,-0.41,-0.15,-4.38,0.64,1.24,0.37,2.88,-2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.94,68.0,14.12,99.59,0.0,39.92,29.7,34.0,16.11,59.91,121.73
2007-01-01T14:00:00,1.64,1.67,0.01,0.05,0.0,0.67,0.14,0.01,0.04,0.04,0.02,0.02,0.14,0.06,0.07,0.38,1.67,1.23921,1.0433,0.19591,0.0013,0.00115,0.00015,0.00066,0.00066,0.0,0.27,0.1,1.14,0.4,1.63,0.0,1.19,1.91,2.08,0.21,-0.3,-0.11,-5.0,0.62,1.54,0.48,2.6,-2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.42,68.0,17.04,99.59,0.0,37.94,28.72,37.0,18.34,41.21,166.11
2007-01-01T15:00:00,1.29,1.52,0.01,0.05,0.0,0.33,0.15,0.01,0.04,0.04,0.01,0.01,0.12,0.08,0.07,0.37,1.52,1.02642,0.8472,0.17921,0.00104,0.0009,0.00014,0.00052,0.00051,0.0,0.22,0.08,1.08,0.38,1.5,0.0,1.09,1.46,1.69,0.18,-0.2,-0.09,-3.91,0.6,0.96,0.42,2.79,-2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.02,68.0,15.51,99.59,0.0,39.02,29.2,35.0,17.22,48.82,98.9
2007-01-01T16:00:00,1.32,1.42,0.02,0.05,0.0,0.33,0.16,0.01,0.04,0.04,0.01,0.01,0.12,0.06,0.08,0.39,1.42,1.06169,0.89464,0.16705,0.00106,0.00093,0.00013,0.00053,0.00053,0.0,0.23,0.08,1.01,0.36,1.39,0.0,1.05,1.06,1.44,0.16,-0.1,-0.04,-2.85,0.58,0.56,0.4,2.69,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.98,68.0,13.23,99.59,0.0,35.96,27.1,36.0,13.87,19.65,116.97
2007-01-01T17:00:00,1.46,2.61,0.03,0.05,0.0,0.34,0.2,0.02,0.04,0.04,0.01,0.01,0.11,0.12,0.1,0.4,2.61,1.43212,1.12504,0.30708,0.00127,0.00103,0.00024,0.00059,0.00059,0.0,0.22,0.08,1.27,0.45,2.56,0.0,1.27,0.23,0.87,0.15,0.02,0.01,1.2,0.59,-0.97,0.4,2.98,-2.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.21,68.0,11.48,99.59,0.0,30.92,25.55,54.0,8.05,3.49,36.14
2007-01-01T18:00:00,1.7,3.83,0.04,0.05,0.0,0.34,0.26,0.03,0.04,0.05,0.02,0.01,0.11,0.2,0.12,0.44,3.83,2.01168,1.56087,0.45081,0.00155,0.00119,0.00035,0.00069,0.00068,0.0,0.22,0.1,1.67,0.59,3.76,0.0,1.61,0.07,0.67,0.14,0.17,0.09,3.01,0.61,-1.42,0.59,3.48,-3.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.86,68.0,15.51,99.59,0.0,28.04,23.98,62.0,13.87,0.0,0.0
2007-01-01T19:00:00,2.15,4.74,0.05,0.05,0.0,0.7,0.32,0.04,0.04,0.05,0.03,0.01,0.1,0.16,0.16,0.45,4.74,2.55724,1.99967,0.55757,0.00195,0.00151,0.00044,0.00087,0.00086,0.0,0.22,0.18,1.96,0.69,4.65,0.0,1.91,0.26,0.72,0.15,0.28,0.19,3.39,0.62,-1.29,0.7,3.78,-4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.43,68.0,16.21,99.59,0.0,23.0,20.07,68.0,12.75,0.0,0.0
2007-01-01T20:00:00,2.14,5.97,0.06,0.05,0.0,0.7,0.32,0.05,0.04,0.05,0.04,0.01,0.1,0.08,0.22,0.42,5.97,2.68481,1.98235,0.70246,0.00206,0.00151,0.00055,0.00086,0.00086,0.0,0.22,0.23,1.96,0.69,5.86,0.0,1.94,0.44,0.86,0.16,0.35,0.25,3.47,0.59,-1.16,0.7,4.3,-4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.42,68.0,15.85,99.59,0.0,21.92,18.81,65.0,11.63,0.0,0.0
2007-01-01T21:00:00,1.75,6.65,0.07,0.05,0.0,0.35,0.27,0.07,0.04,0.05,0.03,0.01,0.11,0.05,0.27,0.4,6.65,2.40941,1.62788,0.78153,0.00184,0.00123,0.00061,0.00071,0.0007,0.0,0.22,0.19,1.8,0.63,6.52,0.0,1.77,0.63,1.05,0.18,0.4,0.28,3.44,0.55,-1.1,0.62,4.42,-3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.95,68.0,13.79,99.59,0.0,21.02,17.91,64.0,4.7,0.0,0.0
2007-01-01T22:00:00,1.99,7.41,0.08,0.05,0.0,0.69,0.2,0.08,0.04,0.04,0.02,0.01,0.11,0.03,0.26,0.38,7.41,2.73783,1.86641,0.87142,0.00208,0.0014,0.00068,0.0008,0.0008,0.0,0.21,0.14,1.57,0.55,7.27,0.0,1.54,0.8,1.24,0.2,0.43,0.3,3.45,0.5,-1.1,0.63,4.51,-3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.15,68.0,13.97,99.59,0.0,21.02,17.91,64.0,5.82,0.0,0.0
2007-01-01T23:00:00,1.42,8.33,0.04,0.05,0.0,0.34,0.18,0.07,0.04,0.04,0.02,0.01,0.09,0.02,0.16,0.34,8.33,2.29148,1.31243,0.97906,0.00173,0.00096,0.00077,0.00056,0.00055,0.0,0.14,0.09,1.24,0.44,8.17,0.0,1.2,0.95,1.41,0.22,0.42,0.3,3.48,0.41,-1.14,0.68,4.51,-3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,68.0,14.95,99.59,0.0,21.02,17.11,55.0,9.17,0.0,0.0
2007-01-02T00:00:00,1.07,4.07,0.06,0.05,0.0,0.33,0.08,0.05,0.04,0.04,0.01,0.0,0.05,0.01,0.07,0.3,4.07,1.50739,1.02852,0.47887,0.00114,0.00076,0.00038,0.00044,0.00044,0.0,0.08,0.07,0.85,0.3,4.11,0.0,0.81,1.08,1.55,0.23,0.39,0.3,3.39,0.31,-1.17,0.93,4.53,-2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,66.04,22.59,99.59,0.0,23.0,18.35,50.0,19.69,0.0,0.0
2007-01-02T01:00:00,0.62,6.26,0.06,0.05,0.0,0.0,0.04,0.04,0.04,0.04,0.01,0.0,0.02,0.01,0.03,0.29,6.26,1.32718,0.59044,0.73674,0.00101,0.00044,0.00058,0.00025,0.00025,0.0,0.04,0.03,0.39,0.14,6.15,0.0,0.38,0.52,1.19,0.2,-0.12,0.28,3.15,0.75,-3.62,0.91,4.3,-2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.59,66.0,22.06,99.59,0.0,23.0,18.15,48.0,19.69,0.0,0.0
2007-01-02T02:00:00,0.56,6.59,0.07,0.05,0.0,0.0,0.02,0.04,0.04,0.04,0.0,0.0,0.01,0.01,0.01,0.28,6.59,1.31035,0.53532,0.77503,0.00101,0.0004,0.00061,0.00023,0.00023,0.0,0.03,0.01,0.2,0.07,6.47,0.0,0.19,0.86,1.4,0.22,-0.05,0.28,3.29,0.52,-2.9,0.79,4.11,-1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.97,66.0,18.57,99.59,0.0,21.92,17.05,46.0,16.11,0.0,0.0
2007-01-02T03:00:00,0.86,7.75,0.08,0.05,0.0,0.32,0.02,0.04,0.04,0.04,0.0,0.0,0.01,0.01,0.01,0.27,7.75,1.72442,0.81325,0.91117,0.00132,0.0006,0.00071,0.00035,0.00034,0.0,0.02,0.01,0.13,0.05,7.6,0.0,0.13,1.05,1.54,0.24,-0.0,0.28,3.23,0.35,-2.28,0.75,4.23,-1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.36,66.0,18.26,99.59,0.0,23.0,17.47,41.0,16.11,0.0,0.0
2007-01-02T04:00:00,0.53,8.45,0.08,0.05,0.0,0.0,0.02,0.04,0.04,0.04,0.0,0.0,0.0,0.01,0.01,0.26,8.45,1.48675,0.49329,0.99346,0.00115,0.00037,0.00078,0.00022,0.00021,1.0e-05,0.02,0.01,0.16,0.06,8.29,0.0,0.15,1.14,1.64,0.24,0.05,0.29,3.44,0.25,-1.92,0.81,4.11,-1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.77,66.0,18.17,99.59,0.0,19.94,15.55,48.0,14.99,0.0,0.0
2007-01-02T05:00:00,0.55,8.93,0.08,0.05,0.0,0.0,0.02,0.04,0.04,0.03,0.0,0.0,0.01,0.01,0.01,0.27,8.93,1.56391,0.51399,1.04992,0.00121,0.00039,0.00082,0.00023,0.00022,1.0e-05,0.03,0.01,0.33,0.11,8.76,0.0,0.3,1.27,1.74,0.25,0.1,0.29,3.26,0.18,-1.55,0.58,4.43,-1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.58,66.0,13.64,99.59,0.0,21.92,16.78,43.0,8.05,0.0,0.0
2007-01-02T06:00:00,0.94,9.09,0.14,0.05,0.0,0.33,0.05,0.03,0.04,0.03,0.0,0.0,0.01,0.01,0.01,0.28,9.09,1.96066,0.89163,1.06903,0.00153,0.0007,0.00084,0.0004,0.0004,1.0e-05,0.05,0.02,1.11,0.39,8.92,0.0,0.98,1.33,1.82,0.26,0.17,0.29,3.3,0.12,-1.32,0.59,4.25,-1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.79,66.0,13.6,99.59,0.0,21.02,16.2,45.0,6.93,0.0,0.0
2007-01-02T07:00:00,1.53,15.11,0.11,0.05,0.0,0.71,0.12,0.03,0.04,0.04,0.01,0.01,0.03,0.03,0.02,0.31,15.11,3.14505,1.36763,1.77742,0.00245,0.00105,0.00139,0.00061,0.0006,1.0e-05,0.1,0.04,2.55,0.9,14.43,0.0,2.24,1.43,1.92,0.27,0.26,0.29,3.1,0.1,-1.03,0.53,4.32,-2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.06,67.87,12.64,99.59,0.0,24.08,17.95,37.0,6.93,0.0,0.0
2007-01-02T08:00:00,1.67,12.02,0.1,0.05,0.0,0.73,0.15,0.03,0.04,0.04,0.01,0.01,0.06,0.06,0.03,0.35,12.02,2.81844,1.40433,1.41412,0.00227,0.00116,0.00111,0.00067,0.00066,1.0e-05,0.22,0.07,2.84,1.0,11.78,0.0,2.58,2.4,2.61,0.32,0.8,0.3,1.97,-0.41,2.02,0.46,4.0,-2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.23,67.99,11.72,99.59,0.0,26.96,19.93,34.0,3.36,3.8,19.97
2007-01-02T09:00:00,1.73,10.77,0.07,0.05,0.0,0.73,0.16,0.03,0.04,0.04,0.02,0.02,0.1,0.06,0.04,0.36,10.77,2.4846,1.2182,1.26639,0.00218,0.00119,0.00099,0.00069,0.00068,1.0e-05,0.33,0.12,2.61,0.92,10.56,0.0,2.49,2.37,2.63,0.31,0.85,0.26,0.17,-0.32,2.1,0.42,3.88,-2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.21,68.0,11.29,99.59,0.0,28.94,21.74,36.0,4.7,20.29,37.41
2007-01-02T10:00:00,1.74,7.48,0.04,0.05,0.0,0.71,0.16,0.02,0.04,0.04,0.02,0.02,0.14,0.06,0.04,0.36,7.48,1.94093,1.06181,0.87912,0.00189,0.0012,0.00069,0.00069,0.00068,0.0,0.38,0.14,2.19,0.77,7.33,0.0,2.17,2.88,2.93,0.3,0.9,0.18,-4.55,-0.22,3.19,0.27,3.7,-2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.11,68.0,9.1,99.59,0.0,35.96,26.23,30.0,4.7,38.67,118.24
2007-01-02T11:00:00,1.7,4.06,0.02,0.05,0.0,0.7,0.16,0.02,0.04,0.04,0.02,0.02,0.16,0.06,0.05,0.36,4.06,1.51775,1.03978,0.47797,0.00156,0.00118,0.00037,0.00068,0.00068,0.0,0.37,0.12,1.83,0.64,3.99,0.0,1.85,2.93,2.97,0.28,0.94,0.01,-7.56,-0.16,3.66,0.18,3.0,-2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.35,68.0,7.43,99.59,0.0,42.08,29.69,25.0,5.82,29.8,235.85
2007-01-02T12:00:00,1.35,2.72,0.01,0.05,0.0,0.34,0.15,0.01,0.04,0.04,0.02,0.02,0.16,0.07,0.05,0.37,2.72,1.15218,0.83187,0.32031,0.00119,0.00094,0.00025,0.00054,0.00053,0.0,0.33,0.1,1.54,0.54,2.67,0.0,1.57,2.09,2.32,0.25,0.99,-0.15,-4.94,-0.11,2.08,0.1,2.39,-2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.42,68.0,5.43,99.59,0.0,48.02,32.57,15.0,4.7,61.18,110.63
2007-01-02T13:00:00,1.67,1.5,0.01,0.05,0.0,0.68,0.15,0.01,0.04,0.04,0.01,0.02,0.15,0.08,0.06,0.38,1.5,1.20455,1.02758,0.17696,0.0013,0.00116,0.00014,0.00067,0.00067,0.0,0.3,0.09,1.31,0.46,1.48,0.0,1.34,1.79,1.98,0.21,1.03,-0.2,-4.64,-0.08,1.88,0.09,1.83,-2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,68.0,5.39,99.59,0.0,48.92,33.37,16.0,5.82,35.82,148.67
2007-01-02T14:00:00,1.3,1.02,0.0,0.05,0.0,0.34,0.14,0.01,0.04,0.04,0.02,0.02,0.14,0.06,0.07,0.38,1.02,0.93545,0.81556,0.11989,0.001,0.0009,9.0e-05,0.00052,0.00052,0.0,0.27,0.1,1.14,0.4,1.0,0.0,1.19,1.43,1.53,0.17,1.06,-0.21,-3.81,-0.05,1.45,0.09,1.74,-2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.21,68.0,5.39,99.59,0.0,48.92,34.0,19.0,5.82,71.64,45.33
2007-01-02T15:00:00,1.23,0.3,0.0,0.0,0.0,0.33,0.15,0.01,0.04,0.04,0.01,0.01,0.12,0.08,0.07,0.37,0.3,0.83918,0.8042,0.03497,0.00088,0.00086,3.0e-05,0.00049,0.00049,0.0,0.22,0.08,1.08,0.38,0.29,0.0,1.09,1.43,1.45,0.13,1.08,-0.15,-5.0,-0.03,1.96,0.09,1.74,-2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.61,68.0,5.38,99.59,0.0,50.0,36.02,25.0,6.93,45.65,116.66
