Time,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Hot Water,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Television,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating,Emissions: CO2: RESNET: Total,Emissions: CO2: RESNET: Electricity,Emissions: CO2: RESNET: Natural Gas,Emissions: NOx: RESNET: Total,Emissions: NOx: RESNET: Electricity,Emissions: NOx: RESNET: Natural Gas,Emissions: SO2: RESNET: Total,Emissions: SO2: RESNET: Electricity,Emissions: SO2: RESNET: Natural Gas,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Component Load: Heating: Ceilings,Component Load: Heating: Walls,Component Load: Heating: Rim Joists,Component Load: Heating: Foundation Walls,Component Load: Heating: Doors,Component Load: Heating: Windows,Component Load: Heating: Slabs,Component Load: Heating: Internal Mass,Component Load: Heating: Infiltration,Component Load: Heating: Mechanical Ventilation,Component Load: Heating: Internal Gains,Component Load: Cooling: Ceilings,Component Load: Cooling: Walls,Component Load: Cooling: Rim Joists,Component Load: Cooling: Foundation Walls,Component Load: Cooling: Doors,Component Load: Cooling: Windows,Component Load: Cooling: Slabs,Component Load: Cooling: Internal Mass,Component Load: Cooling: Infiltration,Component Load: Cooling: Natural Ventilation,Component Load: Cooling: Mechanical Ventilation,Component Load: Cooling: Internal Gains,Temperature: Attic - Vented,Temperature: Living Space,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
2007-05-28T22:00:00,0.94,0.0,0.0,0.0,0.0,0.07,0.19,0.06,0.04,0.06,0.01,0.01,0.09,0.02,0.13,0.27,0.0,0.71642,0.71642,0.0,0.00066,0.00066,0.0,0.00038,0.00038,0.0,0.14,0.08,1.17,0.41,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.82,0.07,0.84,-0.09,-1.69,-2.42,2.36,-0.2,0.0,-1.65,2.86,58.86,76.57,9.03,99.59,0.0,53.06,50.07,83.0,11.63,0.0,0.0
2007-05-28T23:00:00,0.91,0.0,0.0,0.0,0.0,0.33,0.08,0.04,0.04,0.05,0.01,0.0,0.05,0.01,0.06,0.24,0.0,0.68931,0.68931,0.0,0.00064,0.00064,0.0,0.00036,0.00036,0.0,0.08,0.06,0.8,0.28,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.43,0.03,0.77,-0.13,-1.73,-2.04,1.32,-0.14,0.0,-2.11,2.13,56.5,76.41,6.49,99.59,0.0,53.06,49.52,80.0,4.7,0.0,0.0
2007-05-29T00:00:00,0.77,0.0,0.0,0.0,0.0,0.32,0.04,0.03,0.04,0.05,0.0,0.0,0.02,0.01,0.02,0.23,0.0,0.57347,0.57347,0.0,0.00054,0.00054,0.0,0.00031,0.00031,0.0,0.04,0.03,0.37,0.13,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.25,0.01,0.88,-0.14,-1.69,-2.03,1.44,-0.12,0.0,-2.17,1.85,55.1,75.87,6.17,99.59,0.0,53.96,50.92,83.0,4.7,0.0,0.0
2007-05-29T01:00:00,0.4,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.05,0.0,0.0,0.01,0.01,0.01,0.22,0.0,0.29883,0.29883,0.0,0.00028,0.00028,0.0,0.00016,0.00016,0.0,0.03,0.01,0.19,0.07,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.15,-0.0,1.05,-0.14,-1.88,-2.14,2.03,-0.14,0.0,-2.06,1.72,52.48,75.35,6.6,99.59,0.0,51.98,50.1,89.0,4.7,0.0,0.0
2007-05-29T02:00:00,0.36,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.05,0.0,0.0,0.01,0.0,0.01,0.21,0.0,0.28234,0.28234,0.0,0.00026,0.00026,0.0,0.00015,0.00015,0.0,0.02,0.01,0.12,0.04,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.04,-0.02,1.19,-0.15,-1.91,-2.22,2.36,-0.14,0.0,-2.21,1.64,49.24,74.83,6.42,99.59,0.0,51.08,49.23,89.0,0.0,0.0,0.0
2007-05-29T03:00:00,0.35,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.25751,0.25751,0.0,0.00025,0.00025,0.0,0.00014,0.00014,0.0,0.02,0.01,0.15,0.05,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,-0.07,-0.03,1.32,-0.16,-1.95,-2.26,2.62,-0.15,0.0,-2.24,1.61,47.0,74.33,6.72,99.59,0.0,50.0,48.18,89.0,3.36,0.0,0.0
2007-05-29T04:00:00,0.42,0.0,0.0,0.05,0.0,0.0,0.02,0.03,0.04,0.05,0.0,0.0,0.01,0.01,0.01,0.21,0.0,0.30529,0.30529,0.0,0.00029,0.00029,0.0,0.00017,0.00017,0.0,0.03,0.01,0.31,0.11,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,-0.17,-0.05,1.45,-0.17,-1.98,-2.28,2.82,-0.16,0.0,-2.3,1.63,45.79,73.83,6.89,99.59,0.0,48.92,48.44,97.0,3.36,0.0,0.0
2007-05-29T05:00:00,0.79,0.0,0.0,0.05,0.0,0.33,0.04,0.02,0.04,0.05,0.0,0.0,0.01,0.01,0.01,0.22,0.0,0.567,0.567,0.0,0.00055,0.00055,0.0,0.00032,0.00032,0.0,0.05,0.02,1.05,0.37,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,-0.26,-0.06,1.57,-0.17,-2.0,-2.29,2.95,-0.17,0.0,-2.35,1.72,44.66,73.35,7.02,99.59,0.0,48.02,47.39,96.0,3.36,0.0,0.0
2007-05-29T06:00:00,1.25,0.0,0.0,0.0,0.0,0.7,0.1,0.02,0.04,0.05,0.01,0.01,0.03,0.03,0.02,0.25,0.0,0.7466,0.7466,0.0,0.00087,0.00087,0.0,0.0005,0.0005,0.0,0.1,0.04,2.4,0.85,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.83,-0.74,-0.07,1.67,-0.18,1.47,-2.3,1.62,-0.13,0.0,-2.4,1.99,48.9,73.33,6.33,99.59,0.0,51.08,48.71,86.0,5.82,13.95,94.47
2007-05-29T07:00:00,1.39,0.0,0.0,0.0,0.0,0.71,0.13,0.02,0.04,0.05,0.01,0.01,0.06,0.05,0.03,0.28,0.0,0.66386,0.66386,0.0,0.00098,0.00098,0.0,0.00056,0.00056,0.0,0.22,0.06,2.68,0.95,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.33,-1.11,-0.09,1.62,-0.17,4.18,-2.18,0.35,-0.08,0.0,-2.06,2.18,57.37,73.86,4.67,99.59,0.0,55.94,50.65,72.0,4.7,24.09,183.86
2007-05-29T08:00:00,1.22,0.0,0.0,0.0,0.0,0.47,0.13,0.02,0.04,0.05,0.02,0.02,0.1,0.06,0.03,0.29,0.0,0.47307,0.47307,0.0,0.00086,0.00086,0.0,0.00049,0.00049,0.0,0.33,0.11,2.47,0.87,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.54,-1.29,-0.1,1.46,-0.14,5.38,-1.94,-0.75,-0.05,-0.68,-1.59,1.97,68.72,74.27,3.87,99.59,53.13,60.08,51.78,60.0,5.82,33.28,229.82
2007-05-29T09:00:00,1.37,0.0,0.0,0.0,0.0,0.58,0.13,0.02,0.04,0.05,0.02,0.02,0.14,0.06,0.04,0.29,0.0,0.51695,0.51695,0.0,0.00096,0.00096,0.0,0.00055,0.00055,0.0,0.39,0.12,2.06,0.73,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.55,-1.25,-0.09,1.35,-0.09,6.13,-1.8,-1.31,-0.02,-0.18,-1.25,1.93,83.13,75.09,2.13,99.59,21.97,66.02,53.54,47.0,4.7,40.58,255.5
2007-05-29T10:00:00,1.18,0.0,0.0,0.0,0.0,0.38,0.12,0.01,0.04,0.05,0.02,0.02,0.16,0.05,0.04,0.29,0.0,0.41579,0.41579,0.0,0.00083,0.00083,0.0,0.00047,0.00047,0.0,0.38,0.11,1.73,0.61,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-1.12,-0.07,1.12,-0.02,5.78,-1.59,-2.0,-0.01,-0.72,-0.74,1.94,90.15,75.64,1.83,99.59,123.55,69.08,55.14,44.0,5.82,45.96,253.28
2007-05-29T11:00:00,1.46,0.0,0.0,0.0,0.0,0.64,0.12,0.01,0.04,0.05,0.02,0.02,0.16,0.06,0.05,0.29,0.0,0.52621,0.52621,0.0,0.00102,0.00102,0.0,0.00058,0.00058,0.0,0.34,0.09,1.45,0.51,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.06,-0.87,-0.05,0.96,0.07,5.26,-1.55,-2.2,-0.0,-0.88,-0.53,2.0,97.9,76.11,1.03,99.59,241.34,71.96,55.24,37.0,4.7,55.16,257.72
2007-05-29T12:00:00,1.15,0.0,0.0,0.0,0.0,0.33,0.12,0.01,0.04,0.05,0.01,0.02,0.15,0.07,0.05,0.3,0.0,0.40969,0.40969,0.0,0.0008,0.0008,0.0,0.00046,0.00046,0.0,0.3,0.08,1.23,0.43,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.56,-0.57,-0.03,0.82,0.15,4.14,-1.55,-2.09,-0.0,-1.23,-0.32,2.05,101.37,76.43,1.17,99.59,413.45,73.04,54.72,33.0,5.82,50.72,262.79
2007-05-29T13:00:00,1.12,0.0,0.0,0.0,0.0,0.33,0.11,0.01,0.04,0.05,0.01,0.02,0.14,0.06,0.06,0.3,0.0,0.38994,0.38994,0.0,0.00078,0.00078,0.0,0.00045,0.00045,0.0,0.27,0.09,1.08,0.38,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42,-0.45,-0.0,0.72,0.19,4.85,-1.59,-2.49,-0.0,-1.1,-0.27,2.04,104.33,76.98,1.23,99.59,641.19,75.02,55.81,32.0,6.93,76.4,251.7
2007-05-29T14:00:00,1.1,0.0,0.0,0.0,0.0,0.33,0.11,0.01,0.04,0.05,0.01,0.01,0.12,0.07,0.06,0.29,0.0,0.39283,0.39283,0.0,0.00077,0.00077,0.0,0.00044,0.00044,0.0,0.22,0.07,1.02,0.36,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,-0.36,0.01,0.55,0.21,4.88,-1.56,-2.88,-0.0,-0.81,-0.12,2.05,105.28,77.66,0.81,99.59,539.76,75.92,55.38,29.0,5.82,52.3,257.09
2007-05-29T15:00:00,0.79,0.0,0.0,0.0,0.02,0.0,0.11,0.01,0.04,0.05,0.01,0.01,0.12,0.05,0.07,0.31,0.0,0.29277,0.29277,0.0,0.00056,0.00056,0.0,0.00032,0.00032,0.0,0.23,0.07,0.96,0.34,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,-0.24,0.03,0.35,0.19,4.53,-1.53,-3.18,-0.0,-1.34,-0.09,2.08,100.4,78.01,1.75,99.59,740.83,75.92,54.64,27.0,8.05,91.61,97.0
2007-05-29T16:00:00,1.29,0.0,0.0,0.07,0.07,0.33,0.12,0.01,0.04,0.06,0.01,0.01,0.11,0.11,0.08,0.32,0.0,0.49141,0.49141,0.0,0.00094,0.00094,0.0,0.00054,0.00054,0.0,0.23,0.07,1.2,0.42,0.0,0.83,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,-0.2,0.04,0.24,0.13,5.58,-1.62,-3.45,-0.01,-2.23,-0.15,2.34,95.52,78.0,5.87,99.59,1235.0,75.92,56.8,33.0,13.87,113.8,94.47
2007-05-29T17:00:00,1.98,0.0,0.0,0.23,0.0,0.68,0.12,0.02,0.04,0.06,0.02,0.01,0.11,0.18,0.1,0.35,0.0,0.77492,0.77492,0.0,0.00134,0.00134,0.0,0.00077,0.00077,0.0,0.22,0.09,1.57,0.55,0.0,2.91,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.06,0.06,0.23,0.09,4.7,-1.79,-2.44,-0.0,-1.19,-0.18,2.83,93.52,78.0,1.35,99.59,658.5,75.92,56.08,31.0,6.93,48.5,163.57
2007-05-29T18:00:00,1.38,0.0,0.0,0.0,0.0,0.34,0.14,0.03,0.04,0.06,0.03,0.01,0.1,0.14,0.13,0.35,0.0,0.7107,0.7107,0.0,0.00097,0.00097,0.0,0.00055,0.00055,0.0,0.22,0.17,1.84,0.65,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.34,0.07,0.24,0.05,3.18,-1.9,-1.46,-0.02,-4.77,-0.18,3.15,86.35,77.87,4.72,99.59,919.25,71.96,57.38,44.0,11.63,22.19,132.82
2007-05-29T19:00:00,1.46,0.0,0.0,0.0,0.0,0.41,0.17,0.04,0.04,0.06,0.04,0.01,0.1,0.07,0.19,0.33,0.0,0.93557,0.93557,0.0,0.00103,0.00103,0.0,0.00059,0.00059,0.0,0.22,0.21,1.86,0.65,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.66,0.08,0.3,-0.0,0.99,-2.0,-0.28,-0.08,-4.62,-0.53,3.22,75.46,77.53,5.66,99.59,333.73,62.06,51.78,53.0,9.17,13.0,64.98
2007-05-29T20:00:00,1.72,0.0,0.0,0.0,0.0,0.62,0.22,0.06,0.04,0.06,0.03,0.01,0.11,0.04,0.23,0.31,0.0,1.28053,1.28053,0.0,0.00121,0.00121,0.0,0.00069,0.00069,0.0,0.22,0.17,1.69,0.6,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.96,0.09,0.41,-0.05,-1.71,-2.14,1.12,-0.1,-3.7,-1.41,3.41,66.65,76.96,5.58,99.59,204.83,57.02,50.58,67.0,4.7,0.0,0.0
2007-05-29T21:00:00,1.45,0.0,0.0,0.0,0.0,0.34,0.26,0.07,0.04,0.06,0.02,0.01,0.11,0.03,0.22,0.3,0.0,1.18626,1.18626,0.0,0.00102,0.00102,0.0,0.00058,0.00058,0.0,0.21,0.13,1.48,0.52,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.89,0.08,0.57,-0.1,-1.72,-2.28,1.58,-0.1,-3.2,-1.85,3.53,61.6,76.43,5.42,99.59,182.33,57.02,49.95,64.0,4.7,0.0,0.0
2007-05-29T22:00:00,1.2,0.0,0.0,0.0,0.0,0.33,0.19,0.06,0.04,0.06,0.01,0.01,0.09,0.02,0.13,0.27,0.0,0.91715,0.91715,0.0,0.00084,0.00084,0.0,0.00048,0.00048,0.0,0.14,0.08,1.17,0.41,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.78,0.07,0.78,-0.12,-1.74,-2.34,2.09,-0.1,-2.68,-1.8,2.86,57.69,75.96,5.4,99.59,147.48,55.94,49.01,64.0,3.36,0.0,0.0
2007-05-29T23:00:00,0.91,0.0,0.0,0.0,0.0,0.33,0.08,0.04,0.04,0.05,0.01,0.0,0.05,0.01,0.06,0.24,0.0,0.69428,0.69428,0.0,0.00064,0.00064,0.0,0.00036,0.00036,0.0,0.08,0.06,0.8,0.28,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.61,0.05,0.98,-0.14,-1.81,-2.32,2.47,-0.12,0.0,-1.85,2.13,53.68,76.26,5.73,99.59,0.0,53.96,48.64,71.0,0.0,0.0,0.0
2007-05-30T00:00:00,0.45,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.04,0.05,0.0,0.0,0.02,0.01,0.02,0.23,0.0,0.33781,0.33781,0.0,0.00031,0.00031,0.0,0.00018,0.00018,0.0,0.04,0.03,0.37,0.13,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.25,0.01,0.96,-0.15,-1.84,-2.07,1.78,-0.12,0.0,-2.0,1.85,51.45,75.98,6.12,99.59,0.0,53.96,48.63,71.0,4.7,0.0,0.0
2007-05-30T01:00:00,0.4,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.05,0.0,0.0,0.01,0.01,0.01,0.22,0.0,0.29883,0.29883,0.0,0.00028,0.00028,0.0,0.00016,0.00016,0.0,0.03,0.01,0.18,0.06,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.09,-0.01,1.08,-0.16,-1.98,-2.08,1.99,-0.15,0.0,-2.02,1.72,49.52,75.38,6.91,99.59,0.0,51.08,47.46,79.0,4.7,0.0,0.0
2007-05-30T02:00:00,0.36,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.05,0.0,0.0,0.01,0.0,0.01,0.21,0.0,0.28162,0.28162,0.0,0.00026,0.00026,0.0,0.00015,0.00015,0.0,0.02,0.01,0.12,0.04,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.01,-0.03,1.25,-0.16,-2.0,-2.22,2.45,-0.16,0.0,-2.27,1.64,47.82,74.77,7.05,99.59,0.0,50.0,46.63,80.0,4.7,0.0,0.0
2007-05-30T03:00:00,0.72,0.0,0.0,0.05,0.0,0.32,0.02,0.03,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.52751,0.52751,0.0,0.0005,0.0005,0.0,0.00029,0.00029,0.0,0.02,0.01,0.15,0.05,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.1,-0.04,1.4,-0.17,-2.02,-2.29,2.82,-0.17,0.0,-2.32,1.61,46.42,74.25,7.2,99.59,0.0,48.92,46.12,83.0,4.7,0.0,0.0
2007-05-30T04:00:00,0.42,0.0,0.0,0.05,0.0,0.0,0.02,0.03,0.04,0.05,0.0,0.0,0.01,0.01,0.01,0.21,0.0,0.30418,0.30418,0.0,0.00029,0.00029,0.0,0.00017,0.00017,0.0,0.03,0.01,0.31,0.11,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.21,-0.06,1.53,-0.17,-1.97,-2.3,2.97,-0.17,0.0,-2.36,1.64,45.34,73.77,7.14,99.59,0.0,48.02,45.77,86.0,3.36,0.0,0.0
2007-05-30T05:00:00,0.79,0.0,0.0,0.05,0.0,0.33,0.04,0.02,0.04,0.05,0.0,0.0,0.01,0.01,0.01,0.22,0.0,0.56304,0.56304,0.0,0.00055,0.00055,0.0,0.00032,0.00032,0.0,0.05,0.02,1.05,0.37,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.3,-0.07,1.65,-0.17,-1.97,-2.3,3.04,-0.17,0.0,-2.4,1.72,45.0,73.3,7.17,99.59,0.0,48.02,45.27,83.0,4.7,0.0,0.0
2007-05-30T06:00:00,0.9,0.0,0.0,0.0,0.0,0.35,0.1,0.02,0.04,0.05,0.01,0.01,0.03,0.03,0.02,0.25,0.0,0.53618,0.53618,0.0,0.00063,0.00063,0.0,0.00036,0.00036,0.0,0.1,0.04,2.4,0.85,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.72,-0.67,-0.08,1.74,-0.18,0.63,-2.3,2.03,-0.11,-0.26,-2.36,1.99,49.41,73.14,5.83,99.59,13.47,51.98,45.88,66.0,4.7,18.07,50.4
2007-05-30T07:00:00,1.39,0.0,0.0,0.0,0.0,0.71,0.13,0.02,0.04,0.05,0.01,0.01,0.06,0.05,0.03,0.28,0.0,0.65822,0.65822,0.0,0.00098,0.00098,0.0,0.00056,0.00056,0.0,0.22,0.06,2.68,0.94,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.28,-1.06,-0.09,1.73,-0.16,3.59,-2.22,0.73,-0.06,-0.11,-1.94,2.18,58.14,73.65,4.04,99.59,7.7,57.92,45.29,40.0,4.7,37.41,126.17
2007-05-30T08:00:00,1.46,0.0,0.0,0.0,0.0,0.71,0.13,0.02,0.04,0.05,0.02,0.02,0.1,0.06,0.03,0.29,0.0,0.54833,0.54833,0.0,0.00102,0.00102,0.0,0.00058,0.00058,0.0,0.33,0.11,2.46,0.87,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.63,-1.33,-0.1,1.56,-0.12,5.51,-1.97,-0.72,-0.03,-0.48,-1.37,1.97,69.85,74.3,3.02,99.59,48.11,62.96,45.61,27.0,5.82,55.47,183.54
2007-05-30T09:00:00,1.45,0.0,0.0,0.0,0.0,0.65,0.13,0.02,0.04,0.05,0.02,0.02,0.14,0.06,0.04,0.29,0.0,0.53301,0.53301,0.0,0.00102,0.00102,0.0,0.00058,0.00058,0.0,0.39,0.12,2.07,0.73,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.58,-1.3,-0.09,1.38,-0.07,5.8,-1.75,-1.41,-0.02,-0.25,-0.95,1.93,81.64,75.11,2.69,99.59,39.94,68.0,50.36,31.0,8.05,69.11,177.2
2007-05-30T10:00:00,1.19,0.0,0.0,0.0,0.0,0.38,0.12,0.01,0.04,0.05,0.02,0.02,0.16,0.05,0.04,0.29,0.0,0.41175,0.41175,0.0,0.00083,0.00083,0.0,0.00047,0.00047,0.0,0.38,0.11,1.72,0.61,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.52,-1.2,-0.08,1.16,-0.01,6.0,-1.56,-2.25,-0.01,-0.95,-0.55,1.94,87.88,75.57,2.74,99.59,241.51,71.06,52.88,32.0,9.17,90.34,168.96
2007-05-30T11:00:00,1.15,0.0,0.0,0.0,0.0,0.34,0.12,0.01,0.04,0.05,0.02,0.02,0.16,0.06,0.05,0.29,0.0,0.4061,0.4061,0.0,0.00081,0.00081,0.0,0.00046,0.00046,0.0,0.34,0.09,1.45,0.51,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.97,-0.87,-0.06,1.02,0.06,4.75,-1.55,-1.96,-0.0,-0.82,-0.35,2.0,94.46,76.07,0.79,99.59,313.25,73.04,53.97,31.0,4.7,76.71,161.99
2007-05-30T12:00:00,1.15,0.0,0.0,0.0,0.0,0.33,0.12,0.01,0.04,0.05,0.01,0.02,0.15,0.07,0.05,0.3,0.0,0.39836,0.39836,0.0,0.0008,0.0008,0.0,0.00046,0.00046,0.0,0.3,0.08,1.23,0.43,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.78,-0.7,-0.03,0.86,0.13,4.81,-1.54,-2.37,0.0,0.0,-0.22,2.05,101.18,76.93,1.63,99.59,0.0,77.0,50.95,16.0,8.05,71.96,245.04
2007-05-30T13:00:00,1.12,0.0,0.0,0.0,0.0,0.33,0.11,0.01,0.04,0.05,0.01,0.02,0.14,0.06,0.06,0.3,0.0,0.37909,0.37909,0.0,0.00078,0.00078,0.0,0.00045,0.00045,0.0,0.27,0.09,1.08,0.38,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,-0.62,-0.02,0.61,0.19,4.7,-1.44,-3.16,0.0,0.0,0.08,2.04,107.78,77.66,0.7,99.59,0.0,78.98,50.36,12.0,4.7,55.16,281.81
2007-05-30T14:00:00,1.1,0.0,0.0,0.0,0.08,0.33,0.11,0.01,0.04,0.05,0.01,0.01,0.12,0.07,0.06,0.29,0.0,0.41169,0.41169,0.0,0.00083,0.00083,0.0,0.00047,0.00047,0.0,0.22,0.07,1.02,0.36,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44,-0.56,-0.0,0.38,0.22,5.11,-1.43,-3.76,0.01,0.0,0.18,2.05,107.89,78.33,4.39,99.59,0.0,82.04,52.07,12.0,11.63,44.06,274.2
2007-05-30T15:00:00,1.47,0.0,0.0,0.28,0.0,0.33,0.11,0.01,0.04,0.05,0.01,0.01,0.12,0.05,0.07,0.31,0.0,0.49489,0.49489,0.0,0.00097,0.00097,0.0,0.00056,0.00056,0.0,0.23,0.07,0.95,0.34,0.0,3.29,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33,-0.52,0.01,0.17,0.19,5.91,-1.46,-4.28,0.01,0.0,0.38,2.08,105.46,78.01,4.26,99.59,0.0,82.04,55.76,20.0,11.63,63.08,226.34
2007-05-30T16:00:00,1.2,0.0,0.0,0.0,0.0,0.33,0.12,0.01,0.04,0.06,0.01,0.01,0.11,0.11,0.08,0.32,0.0,0.43466,0.43466,0.0,0.00084,0.00084,0.0,0.00048,0.00048,0.0,0.23,0.07,1.2,0.42,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,-0.0,0.05,0.3,0.16,4.71,-1.74,-2.45,-0.02,-4.07,0.32,2.34,96.21,77.97,5.21,99.59,1169.25,73.94,57.62,40.0,12.75,88.13,100.17
2007-05-30T17:00:00,1.35,0.0,0.0,0.0,0.02,0.34,0.12,0.02,0.04,0.06,0.02,0.01,0.11,0.18,0.1,0.35,0.0,0.53708,0.53708,0.0,0.00095,0.00095,0.0,0.00055,0.00055,0.0,0.22,0.09,1.57,0.55,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.34,0.07,0.29,0.1,2.89,-1.87,-1.4,-0.03,-5.01,-0.35,2.83,89.36,77.59,6.35,99.59,1273.27,73.04,57.55,42.0,13.87,60.55,54.21
