epwfilename,latitude,longitude
USA_IL_Bloomington.Normal-Central.Illinois.Rgnl.AP.724397_TMY3.epw,40.47,-88.92
USA_IL_Cahokia.AP.725314_TMY3.epw,38.57,-90.15
USA_IL_Carbondale-Southern.Illinois.AP.724336_TMY3.epw,37.77,-89.25
USA_IL_Chicago-Midway.AP.725340_TMY3.epw,41.78,-87.75
USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,41.98,-87.92
USA_IL_Decatur.AP.725316_TMY3.epw,39.83,-88.87
USA_IL_Du.Page.AP.725305_TMY3.epw,41.92,-88.25
USA_IL_Marion-Williamson.County.Rgnl.AP.724339_TMY3.epw,37.75,-89.02
USA_IL_Moline-Quad.City.Intl.AP.725440_TMY3.epw,41.47,-90.52
USA_IL_Mount.Vernon.AWOS.724335_TMY3.epw,38.32,-88.87
USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3.epw,40.67,-89.68
USA_IL_Quincy.Muni.AP.724396_TMY3.epw,39.93,-91.20
USA_IL_Rockford-Greater.Rockford.AP.725430_TMY3.epw,42.20,-89.10
USA_IL_Springfield-Capital.AP.724390_TMY3.epw,39.85,-89.68
USA_IL_Sterling-Rock.Falls-Whiteside.County.AP.725326_TMY3.epw,41.75,-89.67
USA_IL_University.of.Illinois-Willard.AP.725315_TMY3.epw,40.06,-88.37
USA_IL_Waukegan.Rgnl.AP.725347_TMY3.epw,42.42,-87.87
USA_IN_Delaware.County-Johnson.Field.725336_TMY3.epw,40.23,-85.40
USA_IN_Evansville.Rgnl.AP.724320_TMY3.epw,38.05,-87.53
USA_IN_Fort.Wayne.Intl.AP.725330_TMY3.epw,41.00,-85.20
USA_IN_Grissom.AFB.725335_TMY3.epw,40.65,-86.15
USA_IN_Huntingburg.Muni.AP.724365_TMY3.epw,38.25,-86.95
USA_IN_Indianapolis.Intl.AP.724380_TMY3.epw,39.72,-86.27
USA_IN_Lafayette-Purdue.University.AP.724386_TMY3.epw,40.42,-86.93
USA_IN_Monroe.County.AP.724375_TMY3.epw,39.13,-86.62
USA_IN_South.Bend-Michiana.Rgnl.AP.725350_TMY3.epw,41.70,-86.33
USA_IN_Terre.Haute-Hulman.Rgnl.AP.724373_TMY3.epw,39.45,-87.30
USA_KS_Chanute-Martin.Johnson.AP.724507_TMY3.epw,37.67,-95.48
USA_KS_Concordia-Blosser.Muni.AP.724580_TMY3.epw,39.55,-97.65
USA_KS_Dodge.City.Rgnl.AP.724510_TMY3.epw,37.77,-99.97
USA_KS_Emporia.Muni.AP.724556_TMY3.epw,38.33,-96.18
USA_KS_Fort.Riley-Marshall.AAF.724550_TMY3.epw,39.05,-96.77
USA_KS_Garden.City.Muni.AP.724515_TMY3.epw,37.93,-100.72
USA_KS_Goodland-Renner.Field.724650_TMY3.epw,39.37,-101.70
USA_KS_Great.Bend.AWOS.724517_TMY3.epw,38.35,-98.87
USA_KS_Hays.Muni.AWOS.724518_TMY3.epw,38.85,-99.27
USA_KS_Hill.City.Muni.AP.724655_TMY3.epw,39.38,-99.83
USA_KS_Hutchinson.Muni.AP.724506_TMY3.epw,38.07,-97.87
USA_KS_Liberal.Muni.AP.724516_TMY3.epw,37.03,-100.97
USA_KS_Manhattan.Rgnl.AP.724555_TMY3.epw,39.13,-96.67
USA_KS_Newton.AWOS.724509_TMY3.epw,38.05,-97.28
USA_KS_Olathe-Johnson.County.Executive.AP.724468_TMY3.epw,38.85,-94.73
USA_KS_Olathe-Johnson.County.Industrial.AP.724475_TMY3.epw,38.83,-94.88
USA_KS_Russell.Muni.AP.724585_TMY3.epw,38.88,-98.82
USA_KS_Salina.Muni.AP.724586_TMY3.epw,38.82,-97.67
USA_KS_Topeka-Forbes.AFB.724565_TMY3.epw,38.95,-95.67
USA_KS_Topeka-Phillip.Billard.Muni.AP.724560_TMY3.epw,39.07,-95.63
USA_KS_Wichita-Col.Jabara.Field.724504_TMY3.epw,37.75,-97.22
USA_KS_Wichita-McConnell.AFB.724505_TMY3.epw,37.62,-97.27
USA_KS_Wichita-Mid.Continent.AP.724500_TMY3.epw,37.65,-97.43
USA_KY_Bowling.Green-Warren.County.AP.746716_TMY3.epw,36.98,-86.43
USA_KY_Cincinnati-Northern.Kentucky.AP.724210_TMY3.epw,39.05,-84.67
USA_KY_Fort.Campbell.AAF.746710_TMY3.epw,36.67,-87.48
USA_KY_Fort.Knox-Godman.AAF.724240_TMY3.epw,37.90,-85.97
USA_KY_Henderson.City.County.AP.724238_TMY3.epw,37.82,-87.68
USA_KY_Jackson-Julian.Carroll.AP.724236_TMY3.epw,37.58,-83.32
USA_KY_Lexington-Bluegrass.AP.724220_TMY3.epw,38.03,-84.60
USA_KY_London-Corbin-Magee.Field.724243_TMY3.epw,37.08,-84.08
USA_KY_Louisville-Bowman.Field.724235_TMY3.epw,38.23,-85.67
USA_KY_Louisville-Standiford.Field.724230_TMY3.epw,38.18,-85.73
USA_KY_Paducah-Barkley.Rgnl.AP.724350_TMY3.epw,37.05,-88.77
USA_KY_Somerset-Pulaski.County.AWOS.724354_TMY3.epw,38.00,-84.60
USA_LA_Alexandria-England.AFB.747540_TMY3.epw,31.32,-92.55
USA_LA_Alexandria-Esler.Rgnl.AP.722487_TMY3.epw,31.40,-92.30
USA_LA_Barksdale.AFB.722485_TMY3.epw,32.50,-93.67
USA_LA_Baton.Rouge-Ryan.AP.722317_TMY3.epw,30.53,-91.15
USA_LA_Fort.Polk.722390_TMY3.epw,31.05,-93.18
USA_LA_Houma-Terrebonne.AP.722406_TMY3.epw,29.57,-90.67
USA_LA_Lafayette.RgnlAP.722405_TMY3.epw,30.20,-91.98
USA_LA_Lake.Charles.AP.722404_TMY3.epw,30.22,-93.17
USA_LA_Lake.Charles.Rgnl.AP.722400_TMY3.epw,30.12,-93.23
USA_LA_Monroe.Rgnl.AP.722486_TMY3.epw,32.52,-92.03
USA_LA_New.Iberia.722314_TMY3.epw,30.03,-91.88
USA_LA_New.Orleans-Alvin.Callender.Field.722316_TMY3.epw,29.82,-90.02
USA_LA_New.Orleans-Lakefront.AP.722315_TMY3.epw,30.05,-90.03
USA_LA_New.Orleans.Intl.AP.722310_TMY3.epw,30.00,-90.25
USA_LA_Patterson.Mem.AP.722329_TMY3.epw,29.72,-91.33
USA_LA_Shreveport.Downtown.722484_TMY3.epw,32.53,-93.75
USA_LA_Shreveport.Rgnl.AP.722480_TMY3.epw,32.45,-93.82
USA_MA_Barnstable-Boardman.Poland.AP.725067_TMY3.epw,41.67,-70.28
USA_MA_Beverly.Muni.AP.725088_TMY3.epw,42.58,-70.92
USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw,42.37,-71.02
USA_MA_Chicopee.Falls-Westover.AFB.744910_TMY3.epw,42.20,-72.53
USA_MA_Lawrence.Muni.AP.744904_TMY3.epw,42.72,-71.12
USA_MA_Marthas.Vineyard.AP.725066_TMY3.epw,41.40,-70.62
USA_MA_Nantucket.Mem.AP.725063_TMY3.epw,41.25,-70.07
USA_MA_New.Bedford.Rgnl.AP.725065_TMY3.epw,41.67,-70.95
USA_MA_North.Adams.AP.725075_TMY3.epw,42.70,-73.17
USA_MA_Norwood.Mem.AP.725098_TMY3.epw,42.18,-71.18
USA_MA_Otis.ANGB.725060_TMY3.epw,41.65,-70.52
USA_MA_Plymouth.Muni.AP.725064_TMY3.epw,41.92,-70.73
USA_MA_Provincetown.AWOS.725073_TMY3.epw,42.07,-70.22
USA_MA_Westfield-Barnes.Muni.AP.744915_TMY3.epw,42.15,-72.72
USA_MA_Worcester.Rgnl.AP.725095_TMY3.epw,42.27,-71.88
USA_MD_Andrews.AFB.745940_TMY3.epw,38.82,-76.87
USA_MD_Baltimore-Washington.Intl.AP.724060_TMY3.epw,39.17,-76.68
USA_MD_Hagerstown-Washington.County.Rgnl.AP.724066_TMY3.epw,39.70,-77.73
USA_MD_Patuxent.River.NAS.724040_TMY3.epw,38.30,-76.42
USA_MD_Salisbury-Wicomico.County.Rgnl.AP.724045_TMY3.epw,38.33,-75.52
USA_ME_Auburn-Lewiston.Muni.AP.726184_TMY3.epw,44.05,-70.28
USA_ME_Augusta.AP.726185_TMY3.epw,44.32,-69.80
USA_ME_Bangor.Intl.AP.726088_TMY3.epw,44.80,-68.82
USA_ME_Bar.Harbor.AWOS.726077_TMY3.epw,44.45,-68.37
USA_ME_Brunswick.NAS.743920_TMY3.epw,43.90,-69.93
USA_ME_Caribou.Muni.AP.727120_TMY3.epw,46.87,-68.03
USA_ME_Edmundston-Northern.Aroostook.Rgnl.AP.726083_TMY3.epw,47.28,-68.32
USA_ME_Houlton.Intl.AP.727033_TMY3.epw,46.12,-67.80
USA_ME_Millinocket.Muni.AP.726196_TMY3.epw,45.65,-68.68
USA_ME_Portland.Intl.Jetport.726060_TMY3.epw,43.65,-70.30
USA_ME_Presque.Isle.Muni.AP.727130_TMY3.epw,46.68,-68.05
USA_ME_Rockland-Knox.AWOS.726079_TMY3.epw,44.07,-69.10
USA_ME_Sanford.Muni.AWOS.726064_TMY3.epw,43.40,-70.72
USA_ME_Waterville.AWOS.726073_TMY3.epw,44.53,-69.68
USA_ME_Wiscasset.AP.727135_TMY3.epw,43.97,-69.72
USA_MI_Alpena.County.Rgnl.AP.726390_TMY3.epw,45.07,-83.58
USA_MI_Ann.Arbor.Muni.AP.725374_TMY3.epw,42.22,-83.75
USA_MI_Battle.Creek-Kellogg.AP.725396_TMY3.epw,42.30,-85.25
USA_MI_Benton.Harbor-Ross.Field-Twin.Cities.AP.726355_TMY3.epw,42.13,-86.43
USA_MI_Cadillac-Wexford.County.AP.726384_TMY3.epw,44.28,-85.42
USA_MI_Chippewa.County.Intl.AP.727344_TMY3.epw,46.25,-84.47
USA_MI_Detroit-City.AP.725375_TMY3.epw,42.40,-83.00
USA_MI_Detroit-Willow.Run.AP.725376_TMY3.epw,42.23,-83.53
USA_MI_Detroit.Metro.AP.725370_TMY3.epw,42.22,-83.35
USA_MI_Escanaba.AWOS.726480_TMY3.epw,45.75,-87.03
USA_MI_Flint-Bishop.Intl.AP.726370_TMY3.epw,42.97,-83.75
USA_MI_Grand.Rapids-Kent.County.Intl.AP.726350_TMY3.epw,42.88,-85.52
USA_MI_Hancock-Houghton.County.AP.727440_TMY3.epw,47.17,-88.50
USA_MI_Houghton-Lake.Roscommon.County.AP.726380_TMY3.epw,44.37,-84.68
USA_MI_Howell-Livingston.County.AP.725378_TMY3.epw,42.63,-83.98
USA_MI_Iron.Mountain-Ford.Field.727437_TMY3.epw,45.82,-88.12
USA_MI_Ironwood.AWOS.727445_TMY3.epw,46.53,-90.13
USA_MI_Jackson-Reynolds.Field.725395_TMY3.epw,42.27,-84.47
USA_MI_Kalamazoo-Battle.Creek.Intl.AP.726357_TMY3.epw,42.23,-85.55
USA_MI_Lansing-Capital.City.AP.725390_TMY3.epw,42.78,-84.58
USA_MI_Manistee.AWOS.726385_TMY3.epw,44.27,-86.25
USA_MI_Menominee.AWOS.726487_TMY3.epw,45.13,-87.63
USA_MI_Mount.Clemens-Selfridge.ANGB.725377_TMY3.epw,42.62,-82.83
USA_MI_Muskegon.County.AP.726360_TMY3.epw,43.17,-86.23
USA_MI_Oakland.County.Intl.AP.726375_TMY3.epw,42.67,-83.42
USA_MI_Oscoda-Wurtsmith.AFB.726395_TMY3.epw,44.45,-83.40
USA_MI_Pellston-Emmet.County.AP.727347_TMY3.epw,45.57,-84.78
USA_MI_Rhinelander-Oneida.County.AP.727415_TMY3.epw,45.63,-89.47
USA_MI_Saginaw-Tri.City.Intl.AP.726379_TMY3.epw,43.53,-84.08
USA_MI_Sault.Ste.Marie-Sanderson.Field.727340_TMY3.epw,46.47,-84.35
USA_MI_St.Clair.County.Intl.AP.725384_TMY3.epw,42.92,-82.53
USA_MI_Traverse.City-Cherry.Capital.AP.726387_TMY3.epw,44.73,-85.58
USA_MN_Aitkin.AWOS.727504_TMY3.epw,46.55,-93.68
USA_MN_Albert.Lea.AWOS.726589_TMY3.epw,43.68,-93.37
USA_MN_Alexandria.Muni.AP.726557_TMY3.epw,45.88,-95.40
USA_MN_Austin.Muni.AP.727566_TMY3.epw,43.67,-92.93
USA_MN_Baudette.Intl.AP.727476_TMY3.epw,48.72,-94.60
USA_MN_Bemidji.Muni.AP.727550_TMY3.epw,47.50,-94.93
USA_MN_Benson.Muni.AP.727507_TMY3.epw,45.32,-95.65
USA_MN_Brainerd-Crow.Wing.County.AP.726555_TMY3.epw,46.40,-94.13
USA_MN_Cambridge.Muni.AP.727503_TMY3.epw,45.57,-93.27
USA_MN_Cloquet.AWOS.726558_TMY3.epw,46.70,-92.50
USA_MN_Crane.Lake.AWOS.727473_TMY3.epw,46.27,-92.57
USA_MN_Crookston.Muni.Field.727452_TMY3.epw,47.85,-96.62
USA_MN_Detroit.Lakes.AWOS.727457_TMY3.epw,46.83,-95.88
USA_MN_Duluth.Intl.AP.727450_TMY3.epw,46.83,-92.22
USA_MN_Edin.Prairie-Flying.Cloud.AP.726579_TMY3.epw,44.82,-93.45
USA_MN_Ely.Muni.AP.727459_TMY3.epw,47.82,-91.83
USA_MN_Eveleth.Muni.AWOS.727474_TMY3.epw,47.40,-92.50
USA_MN_Fairmont.Muni.AWOS.726586_TMY3.epw,43.65,-94.42
USA_MN_Faribault.Muni.AWOS.726563_TMY3.epw,44.33,-93.32
USA_MN_Fergus.Falls.AWOS.726560_TMY3.epw,46.28,-96.15
USA_MN_Fosston.AWOS.727505_TMY3.epw,47.58,-95.77
USA_MN_Glenwood.AWOS.726547_TMY3.epw,45.65,-95.32
USA_MN_Grand.Rapids.AWOS.727458_TMY3.epw,47.22,-93.52
USA_MN_Hallock.727478_TMY3.epw,48.78,-96.95
USA_MN_Hibbing-Chisholm.Hibbing.AP.727455_TMY3.epw,47.38,-92.85
USA_MN_Hutchinson.AWOS.726569_TMY3.epw,44.87,-94.38
USA_MN_International.Falls.Intl.AP.727470_TMY3.epw,48.57,-93.40
USA_MN_Litchfield.Muni.AP.726583_TMY3.epw,45.10,-94.50
USA_MN_Little.Falls.AWOS.726578_TMY3.epw,45.95,-94.35
USA_MN_Mankato.AWOS.726585_TMY3.epw,44.22,-93.92
USA_MN_Marshall.Muni-Ryan.Field.AWOS.726559_TMY3.epw,44.45,-95.82
USA_MN_Minneapolis-Crystal.AP.726575_TMY3.epw,45.07,-93.35
USA_MN_Minneapolis-St.Paul.Intl.AP.726580_TMY3.epw,44.88,-93.23
USA_MN_Mora.Muni.AWOS.727475_TMY3.epw,45.88,-93.27
USA_MN_Morris.Muni.AWOS.726565_TMY3.epw,45.57,-95.97
USA_MN_New.Ulm.Muni.AWOS.726567_TMY3.epw,44.32,-94.50
USA_MN_Orr.Rgnl.AP.726544_TMY3.epw,48.02,-92.87
USA_MN_Owatonna.AWOS.726568_TMY3.epw,44.12,-93.25
USA_MN_Park.Rapids.Muni.AP.727453_TMY3.epw,46.90,-95.07
USA_MN_Pipestone.AWOS.726566_TMY3.epw,43.98,-96.32
USA_MN_Red.Wing.Muni.AP.726564_TMY3.epw,44.58,-92.48
USA_MN_Redwood.Falls.Muni.AP.726556_TMY3.epw,44.55,-95.08
USA_MN_Rochester.Intl.AP.726440_TMY3.epw,43.90,-92.50
USA_MN_Roseau.Muni.AWOS.727477_TMY3.epw,48.85,-95.70
USA_MN_Silver.Bay.Muni.AP.727556_TMY3.epw,47.20,-91.40
USA_MN_South.St.Paul.Muni.AP.726603_TMY3.epw,44.85,-93.15
USA_MN_St.Cloud.Muni.AP.726550_TMY3.epw,45.55,-94.05
USA_MN_St.Paul-Downtown.AP.726584_TMY3.epw,44.93,-93.05
USA_MN_Thief.River.AWOS.727555_TMY3.epw,48.07,-96.18
USA_MN_Two.Harbors.Muni.AP.727444_TMY3.epw,47.05,-91.75
USA_MN_Wheaton.AWOS.727533_TMY3.epw,45.70,-96.50
USA_MN_Willmar.Muni.AP.726576_TMY3.epw,45.12,-95.08
USA_MN_Winona.Muni.AWOS.726588_TMY3.epw,44.08,-91.70
USA_MN_Worthington.AWOS.726587_TMY3.epw,43.65,-95.58
USA_MO_Cape.Girardeau.Muni.AP.723489_TMY3.epw,37.23,-89.57
USA_MO_Columbia.Rgnl.AP.724450_TMY3.epw,38.82,-92.22
USA_MO_Farmington.Rgnl.AP.724454_TMY3.epw,37.77,-90.40
USA_MO_Fort.Leonard.Wood-Forney.AAF.724457_TMY3.epw,37.75,-92.15
USA_MO_Jefferson.City.Mem.AP.724458_TMY3.epw,38.58,-92.15
USA_MO_Joplin.Muni.AP.723495_TMY3.epw,37.15,-94.50
USA_MO_Kaiser-Lee.Fine.Mem.AWOS.724459_TMY3.epw,38.10,-92.55
USA_MO_Kansas.City.Downtown.AP.724463_TMY3.epw,39.12,-94.60
USA_MO_Kansas.City.Intl.AP.724460_TMY3.epw,39.30,-94.72
USA_MO_Kirksville.Muni.AP.724455_TMY3.epw,40.10,-92.55
USA_MO_Poplar.Bluff.AWOS.723300_TMY3.epw,36.77,-90.47
USA_MO_Rolla.National.AP.724456_TMY3.epw,38.13,-91.77
USA_MO_Springfield.Rgnl.AP.724400_TMY3.epw,37.23,-93.38
USA_MO_St.Joseph-Rosecrans.Mem.AP.724490_TMY3.epw,39.77,-94.90
USA_MO_St.Louis-Lambert.Intl.AP.724340_TMY3.epw,38.75,-90.37
USA_MO_St.Louis-Spirit.of.St.Louis.AP.724345_TMY3.epw,38.65,-90.65
USA_MO_Whiteman.AFB.724467_TMY3.epw,38.72,-93.55
USA_MS_Biloxi-Keesler.AFB.747686_TMY3.epw,30.42,-88.92
USA_MS_Columbus.AFB.723306_TMY3.epw,33.65,-88.45
USA_MS_Golden.Triangle.Rgnl.AWOS.723307_TMY3.epw,33.45,-88.58
USA_MS_Greenville.Muni.AP.722356_TMY3.epw,33.48,-90.98
USA_MS_Greenwood-Leflore.AP.722359_TMY3.epw,33.50,-90.08
USA_MS_Gulfport-Biloxi.Intl.AP.747685_TMY3.epw,30.40,-89.07
USA_MS_Hattiesburg-Laurel.AP.722348_TMY3.epw,31.47,-89.33
USA_MS_Jackson.Intl.AP.722350_TMY3.epw,32.32,-90.08
USA_MS_McComb-Pike.Co.AP.722358_TMY3.epw,31.23,-90.47
USA_MS_Meridian-Key.Field.722340_TMY3.epw,32.33,-88.75
USA_MS_Meridian.NAS.722345_TMY3.epw,32.55,-88.57
USA_MS_Natchez-Hardy.Anders.Field.722357_TMY3.epw,31.62,-91.30
USA_MS_Tupelo.Muni-C.D.Lemons.AP.723320_TMY3.epw,34.27,-88.77
USA_MT_Billings-Logan.Intl.AP.726770_TMY3.epw,45.80,-108.55
USA_MT_Bozeman-Gallatin.Field.726797_TMY3.epw,45.80,-111.15
USA_MT_Butte-Bert.Mooney.AP.726785_TMY3.epw,45.95,-112.50
USA_MT_Cut.Bank.Muni.AP.727796_TMY3.epw,48.60,-112.37
USA_MT_Glasgow.Intl.AP.727680_TMY3.epw,48.22,-106.62
USA_MT_Glendive.AWOS.726676_TMY3.epw,47.13,-104.80
USA_MT_Great.Falls.Intl.AP.727750_TMY3.epw,47.47,-111.38
USA_MT_Havre.City-County.AP.727770_TMY3.epw,48.55,-109.77
USA_MT_Helena.Rgnl.AP.727720_TMY3.epw,46.60,-111.97
USA_MT_Kalispell-Glacier.Park.Intl.AP.727790_TMY3.epw,48.32,-114.25
USA_MT_Lewistown.Muni.AP.726776_TMY3.epw,47.05,-109.45
USA_MT_Livingston-Mission.Field.726798_TMY3.epw,45.70,-110.45
USA_MT_Miles.City.Muni.AP.742300_TMY3.epw,46.43,-105.88
USA_MT_Missoula.Intl.AP.727730_TMY3.epw,46.92,-114.10
USA_MT_Sidney-Richland.Muni.AP.727687_TMY3.epw,47.70,-104.20
USA_MT_Wolf.Point.Intl.AP.727686_TMY3.epw,48.31,-105.10
USA_NC_Asheville.Rgnl.AP.723150_TMY3.epw,35.43,-82.53
USA_NC_Cape.Hatteras.723040_TMY3.epw,35.27,-75.55
USA_NC_Charlotte-Douglas.Intl.AP.723140_TMY3.epw,35.22,-80.95
USA_NC_Cherry.Point.MCAS.723090_TMY3.epw,34.90,-76.88
USA_NC_Elizabeth.City.CGAS.746943_TMY3.epw,36.30,-76.25
USA_NC_Fayetteville-Pope.AFB.723030_TMY3.epw,35.17,-79.02
USA_NC_Fayetteville.Muni.AP.723035_TMY3.epw,34.98,-78.88
USA_NC_Fort.Bragg-Simmons.AAF.746930_TMY3.epw,35.13,-78.93
USA_NC_Goldsboro-Seymour.Johnson.AFB.723066_TMY3.epw,35.35,-77.97
USA_NC_Greensboro-Piedmont.Triad.Intl.AP.723170_TMY3.epw,36.10,-79.95
USA_NC_Hickory.Rgnl.AP.723145_TMY3.epw,35.73,-81.38
USA_NC_Jacksonville.AWOS.723069_TMY3.epw,34.83,-77.62
USA_NC_Kinston.Stallings.AFB.723067_TMY3.epw,35.32,-77.63
USA_NC_Manteo-Dare.County.Rgnl.AP.723046_TMY3.epw,35.92,-75.70
USA_NC_New.Bern-Craven.County.Rgnl.AP.723095_TMY3.epw,35.07,-77.05
USA_NC_Pitt.Greenville.AP.723065_TMY3.epw,35.63,-77.40
USA_NC_Raleigh-Durham.Intl.AP.723060_TMY3.epw,35.87,-78.78
USA_NC_Rocky.Mount-Wilson.AP.723068_TMY3.epw,35.85,-77.90
USA_NC_Southern.Pines-Moore.County.AP.723143_TMY3.epw,35.23,-79.40
USA_NC_Wilmington.Intl.AP.723013_TMY3.epw,34.27,-77.90
USA_NC_Winston.Salem-Smith.Reynolds.AP.723193_TMY3.epw,36.13,-80.22
USA_ND_Bismarck.Muni.AP.727640_TMY3.epw,46.77,-100.77
USA_ND_Devils.Lake.AWOS.727573_TMY3.epw,48.12,-98.92
USA_ND_Dickinson.Muni.AP.727645_TMY3.epw,46.80,-102.80
USA_ND_Fargo-Hector.Intl.AP.727530_TMY3.epw,46.93,-96.82
USA_ND_Grand.Forks.AFB.727575_TMY3.epw,47.97,-97.40
USA_ND_Grand.Forks.Intl.AP.727576_TMY3.epw,47.95,-97.18
USA_ND_Jamestown.Muni.AP.727535_TMY3.epw,46.92,-98.68
USA_ND_Minot.AFB.727675_TMY3.epw,48.42,-101.35
USA_ND_Minot.Intl.AP.727676_TMY3.epw,48.27,-101.28
USA_ND_Williston-Sloulin.Field.Intl.AP.727670_TMY3.epw,48.20,-103.65
USA_NE_Ainsworth.Muni.AP.725556_TMY3.epw,42.58,-100.00
USA_NE_Alliance.Muni.AP.725635_TMY3.epw,42.05,-102.80
USA_NE_Beatrice.Muni.AP.725515_TMY3.epw,40.30,-96.75
USA_NE_Bellevue-Offutt.AFB.725540_TMY3.epw,41.12,-95.92
USA_NE_Broken.Bow.Muni.AP.725555_TMY3.epw,41.43,-99.65
USA_NE_Chadron.Muni.AP.725636_TMY3.epw,42.83,-103.08
USA_NE_Columbus.Muni.AP.725565_TMY3.epw,41.45,-97.33
USA_NE_Falls.City-Brenner.Field.725533_TMY3.epw,40.08,-95.60
USA_NE_Fremont.Muni.AP.725564_TMY3.epw,41.45,-96.52
USA_NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520_TMY3.epw,40.97,-98.32
USA_NE_Hastings.Muni.AP.725525_TMY3.epw,40.60,-98.43
USA_NE_Holdrege-Brewster.Field.725628_TMY3.epw,40.45,-99.33
USA_NE_Imperial.Muni.AP.725626_TMY3.epw,40.52,-101.62
USA_NE_Kearney.Muni.AWOS.725526_TMY3.epw,40.73,-99.00
USA_NE_Lincoln.Muni.AP.725510_TMY3.epw,40.83,-96.77
USA_NE_McCook.Muni.AP.725625_TMY3.epw,40.20,-100.58
USA_NE_Norfolk-Karl.Stefan.Mem.AP.725560_TMY3.epw,41.98,-97.43
USA_NE_North.Platte.Rgnl.AP.725620_TMY3.epw,41.12,-100.67
USA_NE_Omaha-Eppley.Airfield.725500_TMY3.epw,41.32,-95.90
USA_NE_Omaha.WSFO.725530_TMY3.epw,41.37,-96.02
USA_NE_ONeill-Baker.Field.725566_TMY3.epw,42.47,-98.68
USA_NE_Ord-Sharp.Field.725524_TMY3.epw,41.62,-98.95
USA_NE_Scottsbluff-W.B.Heilig.Field.725660_TMY3.epw,41.87,-103.60
USA_NE_Sidney.Muni.AP.725610_TMY3.epw,41.10,-102.98
USA_NE_Tekamah.AWOS.725527_TMY3.epw,41.77,-96.17
USA_NE_Valentine-Miller.Field.725670_TMY3.epw,42.87,-100.55
USA_NH_Berlin.Muni.AP.726160_TMY3.epw,44.58,-71.18
USA_NH_Concord.Muni.AP.726050_TMY3.epw,43.20,-71.50
USA_NH_Keene-Dillant.Hopkins.AP.726165_TMY3.epw,42.90,-72.27
USA_NH_Laconia.Muni.AWOS.726155_TMY3.epw,43.57,-71.42
USA_NH_Lebanon.Muni.AP.726116_TMY3.epw,43.63,-72.30
USA_NH_Manchester.Muni.AP.743945_TMY3.epw,42.93,-71.43
USA_NH_Mount.Washington.726130_TMY3.epw,44.27,-71.30
USA_NH_Pease.Intl.Tradeport.726055_TMY3.epw,43.08,-70.82
USA_NJ_Atlantic.City.Intl.AP.724070_TMY3.epw,39.45,-74.57
USA_NJ_Belmar-Monmouth.County.AP.724084_TMY3.epw,40.18,-74.07
USA_NJ_Caldwell-Essex.County.AP.724094_TMY3.epw,40.88,-74.28
USA_NJ_Cape.May.County.AP.745966_TMY3.epw,39.00,-74.92
USA_NJ_McGuire.AFB.724096_TMY3.epw,40.02,-74.60
USA_NJ_Millville.Muni.AP.724075_TMY3.epw,39.37,-75.08
USA_NJ_Newark.Intl.AP.725020_TMY3.epw,40.72,-74.18
USA_NJ_Teterboro.AP.725025_TMY3.epw,40.85,-74.07
USA_NJ_Trenton-Mercer.County.AP.724095_TMY3.epw,40.28,-74.82
USA_NM_Albuquerque.Intl.AP.723650_TMY3.epw,35.04,-106.62
USA_NM_Carlsbad.Cavern.City.Air.Terminal.722687_TMY3.epw,32.33,-104.27
USA_NM_Clayton.Muni.AP.723600_TMY3.epw,36.45,-103.15
USA_NM_Clovis-Cannon.AFB.722686_TMY3.epw,34.38,-103.32
USA_NM_Clovis.Muni.AWOS.722689_TMY3.epw,34.43,-103.08
USA_NM_Deming.Muni.AP.722725_TMY3.epw,32.25,-107.72
USA_NM_Farmington-Four.Corners.Rgnl.AP.723658_TMY3.epw,36.75,-108.23
USA_NM_Gallup-Sen.Clarke.Field.723627_TMY3.epw,35.52,-108.78
USA_NM_Holloman.AFB.747320_TMY3.epw,32.85,-106.10
USA_NM_Las.Cruces.Intl.AP.722695_TMY3.epw,32.28,-106.92
USA_NM_Las.Vegas-Muni.AP.723677_TMY3.epw,35.65,-105.15
USA_NM_Roswell.Industrial.Air.Park.722680_TMY3.epw,33.30,-104.53
USA_NM_Ruidoso-Sierra.Blanca.Rgnl.AP.722683_TMY3.epw,33.47,-105.53
USA_NM_Santa.Fe.County.Muni.AP.723656_TMY3.epw,35.62,-106.08
USA_NM_Taos.Muni.AP.723663_TMY3.epw,36.45,-105.67
USA_NM_Truth.or.Consequences.Muni.AP.722710_TMY3.epw,33.23,-107.27
USA_NM_Tucumcari.AP.723676_TMY3.epw,35.18,-103.60
USA_NV_Elko.Muni.AP.725825_TMY3.epw,40.83,-115.80
USA_NV_Ely-Yelland.Field.724860_TMY3.epw,39.30,-114.85
USA_NV_Fallon.NAS.724885_TMY3.epw,39.42,-118.72
USA_NV_Las.Vegas-McCarran.Intl.AP.723860_TMY3.epw,36.08,-115.15
USA_NV_Las.Vegas-Muni.AP.723677_TMY3.epw,35.65,-105.15
USA_NV_Lovelock-Derby.Field.725805_TMY3.epw,40.07,-118.55
USA_NV_Mercury-Desert.Rock.AP.723870_TMY3.epw,36.63,-116.02
USA_NV_Nellis.AFB.723865_TMY3.epw,36.25,-115.03
