Hour,Electricity Use [kWh],Natural Gas Use [kBtu],Fuel Oil Use [kBtu],Propane Use [kBtu],Living Temperature [F],Vented Attic Temperature [F],Vented Crawlspace Temperature [F]
2454,1.91,4.19,0.0,0.0,68.0,38.9,48.63
2455,3.22,1.14,0.0,0.0,68.0,44.68,49.7
2456,0.94,0.0,0.0,0.0,68.96,50.97,51.38
2457,1.22,0.0,0.0,0.0,69.6,54.1,53.09
2458,0.87,0.0,0.0,0.0,70.16,59.28,54.96
2459,5.52,0.0,0.0,0.0,69.9,62.3,56.04
2460,3.96,0.0,0.0,0.0,70.63,64.23,57.1
2461,1.23,0.0,0.0,0.0,71.49,65.31,58.01
2462,1.2,0.0,0.0,0.0,71.78,61.2,57.79
2463,0.88,0.0,0.0,0.0,71.34,55.55,56.71
2464,0.88,0.0,0.0,0.0,71.3,57.85,57.09
2465,0.99,0.0,0.0,0.0,71.76,60.21,57.84
2466,1.9,0.0,0.0,0.0,72.38,57.42,57.49
2467,1.28,0.0,0.0,0.0,71.48,50.65,55.55
2468,2.2,0.0,0.0,0.0,70.62,45.77,53.49
2469,1.9,0.0,0.0,0.0,70.72,48.83,53.89
2470,2.09,0.0,0.0,0.0,70.43,46.97,53.18
2471,1.56,0.0,0.0,0.0,69.84,46.06,52.45
2472,0.83,0.0,0.0,0.0,69.19,44.99,51.96
2473,0.61,0.0,0.0,0.0,68.7,44.97,51.67
2474,1.28,0.0,0.0,0.0,68.08,44.93,51.41
2475,0.52,2.34,0.0,0.0,68.0,42.99,50.75
2476,0.51,3.6,0.0,0.0,68.0,42.77,50.44
2477,0.51,5.43,0.0,0.0,68.0,41.0,49.84
2478,5.08,7.71,0.0,0.0,68.0,37.13,48.79
2479,1.33,7.4,0.0,0.0,68.0,33.22,47.78
2480,1.04,8.13,0.0,0.0,68.0,32.16,47.22
2481,1.01,9.56,0.0,0.0,68.0,32.09,46.86
2482,1.71,10.65,0.0,0.0,68.0,32.06,46.53
2483,1.0,10.17,0.0,0.0,68.0,32.09,46.27
2484,1.61,9.19,0.0,0.0,68.0,35.59,46.75
2485,3.04,6.95,0.0,0.0,68.0,38.0,47.23
2486,1.69,7.87,0.0,0.0,68.0,38.07,47.21
2487,0.97,6.72,0.0,0.0,68.0,37.3,47.09
2488,1.3,6.79,0.0,0.0,68.0,39.18,47.4
2489,1.08,7.54,0.0,0.0,68.0,37.28,47.0
2490,1.95,8.26,0.0,0.0,68.0,36.19,46.61
2491,2.81,9.4,0.0,0.0,68.0,35.17,46.26
2492,1.79,9.66,0.0,0.0,68.0,35.08,46.06
2493,2.71,10.02,0.0,0.0,68.0,34.0,45.65
2494,7.03,11.45,0.0,0.0,68.0,31.05,44.85
2495,1.53,12.59,0.0,0.0,68.0,30.16,44.4
2496,1.22,13.64,0.0,0.0,68.0,30.23,44.16
2497,0.7,16.12,0.0,0.0,68.0,27.07,43.31
2498,0.63,17.14,0.0,0.0,68.0,26.97,42.95
2499,0.62,19.74,0.0,0.0,68.0,24.99,42.28
2500,1.39,20.66,0.0,0.0,68.0,24.79,41.88
2501,3.92,21.59,0.0,0.0,68.0,22.06,41.06
2502,0.7,20.35,0.0,0.0,68.0,23.99,41.06
2503,2.36,20.06,0.0,0.0,68.0,24.07,40.85
2504,1.42,18.88,0.0,0.0,68.0,25.99,40.98
2505,1.05,16.59,0.0,0.0,68.0,28.04,41.35
2506,2.25,15.17,0.0,0.0,68.0,30.09,41.8
2507,1.02,13.89,0.0,0.0,68.0,32.08,42.34
2508,1.02,11.65,0.0,0.0,68.0,34.13,42.91
2509,1.38,10.4,0.0,0.0,68.0,35.26,43.33
2510,0.99,10.72,0.0,0.0,68.0,34.03,43.3
2511,0.99,10.02,0.0,0.0,68.0,35.24,43.57
2512,1.29,7.75,0.0,0.0,68.0,35.26,43.82
2513,2.5,11.01,0.0,0.0,68.0,34.11,43.55
2514,2.08,11.73,0.0,0.0,68.0,33.14,43.27
2515,1.4,11.61,0.0,0.0,68.0,30.15,42.58
2516,1.47,13.47,0.0,0.0,68.0,30.02,42.37
2517,1.91,13.57,0.0,0.0,68.0,28.95,41.97
2518,1.99,14.28,0.0,0.0,68.0,26.23,41.22
2519,1.32,15.35,0.0,0.0,68.0,26.09,40.92
2520,1.25,16.53,0.0,0.0,68.0,26.89,40.83
2521,0.71,17.92,0.0,0.0,68.0,26.01,40.44
2522,0.64,18.72,0.0,0.0,68.0,26.86,40.36
2523,0.62,19.88,0.0,0.0,68.0,24.11,39.67
2524,0.61,20.34,0.0,0.0,68.0,24.06,39.4
2525,0.6,21.24,0.0,0.0,68.0,23.01,38.98
2526,0.7,20.55,0.0,0.0,68.0,22.93,38.8
2527,0.91,15.09,0.0,0.0,68.0,26.83,39.57
2528,1.38,11.13,0.0,0.0,68.0,31.01,40.56
2529,2.77,10.88,0.0,0.0,68.0,33.36,41.18
2530,0.98,10.64,0.0,0.0,68.0,33.99,41.57
2531,0.99,9.61,0.0,0.0,68.0,35.36,42.01
2532,1.34,11.69,0.0,0.0,68.0,31.33,41.31
2533,1.33,10.44,0.0,0.0,68.0,33.43,41.75
2534,0.99,12.38,0.0,0.0,68.0,29.56,41.0
2535,1.01,13.79,0.0,0.0,68.0,28.3,40.68
2536,1.78,14.19,0.0,0.0,68.0,28.53,40.63
2537,1.11,13.29,0.0,0.0,68.0,30.1,40.84
2538,1.68,15.18,0.0,0.0,68.0,30.01,40.75
2539,3.82,14.41,0.0,0.0,68.0,28.18,40.3
2540,1.54,14.99,0.0,0.0,68.0,28.91,40.28
2541,1.61,15.14,0.0,0.0,68.0,28.04,39.98
2542,1.99,15.74,0.0,0.0,68.0,26.96,39.6
2543,1.33,17.36,0.0,0.0,68.0,25.02,39.04
2544,0.94,19.48,0.0,0.0,68.0,22.09,38.26
2545,0.73,21.27,0.0,0.0,68.0,20.14,37.61
2546,0.66,22.11,0.0,0.0,68.0,19.94,37.28
2547,0.63,22.37,0.0,0.0,68.0,20.85,37.18
2548,0.63,23.5,0.0,0.0,68.0,19.86,36.75
2549,0.77,24.54,0.0,0.0,68.0,19.0,36.32
2550,0.88,24.1,0.0,0.0,68.0,18.99,36.11
2551,0.94,19.34,0.0,0.0,68.0,21.86,36.62
2552,1.38,15.09,0.0,0.0,68.0,26.92,37.67
2553,1.05,12.31,0.0,0.0,68.0,31.04,38.76
2554,1.33,9.61,0.0,0.0,68.0,36.32,40.13
2555,1.32,8.28,0.0,0.0,68.0,40.31,41.15
2556,0.98,5.97,0.0,0.0,68.0,44.44,42.63
2557,1.27,4.23,0.0,0.0,68.0,48.94,44.45
2558,0.93,2.38,0.0,0.0,68.0,52.35,46.42
2559,0.88,0.0,0.0,0.0,68.04,54.44,47.63
2560,1.21,0.0,0.0,0.0,68.91,54.91,48.87
2561,0.99,0.0,0.0,0.0,69.99,57.48,49.9
2562,1.19,0.0,0.0,0.0,70.28,53.32,50.16
2563,1.64,0.0,0.0,0.0,69.23,46.9,49.04
2564,1.39,0.0,0.0,0.0,68.39,43.39,47.64
2565,1.52,0.27,0.0,0.0,68.0,41.18,46.74
2566,1.58,1.28,0.0,0.0,68.0,41.04,46.34
2567,1.25,2.36,0.0,0.0,68.0,42.03,46.31
2568,2.2,4.05,0.0,0.0,68.0,42.0,46.1
2569,0.64,5.36,0.0,0.0,68.0,40.94,45.61
2570,0.57,5.9,0.0,0.0,68.0,41.95,45.7
2571,0.86,7.14,0.0,0.0,68.0,40.92,45.38
2572,0.54,8.38,0.0,0.0,68.0,39.85,44.98
2573,0.53,9.43,0.0,0.0,68.0,38.96,44.66
2574,0.63,8.61,0.0,0.0,68.0,40.84,44.99
2575,0.79,2.33,0.0,0.0,68.0,52.65,47.77
2576,0.94,0.0,0.0,0.0,68.44,57.72,50.36
2577,1.22,0.0,0.0,0.0,69.07,60.99,51.69
2578,4.18,0.0,0.0,0.0,69.31,63.19,52.94
2579,3.48,0.0,0.0,0.0,69.67,65.55,54.16
2580,1.18,0.0,0.0,0.0,70.48,67.22,55.22
2581,0.92,0.0,0.0,0.0,71.28,68.07,56.2
2582,0.87,0.0,0.0,0.0,71.99,68.61,57.0
2583,0.88,0.0,0.0,0.0,72.87,68.41,57.72
2584,0.88,0.0,0.0,0.0,73.32,69.06,58.37
2585,0.99,0.0,0.0,0.0,73.35,65.75,58.04
2586,1.27,0.0,0.0,0.0,73.76,62.86,57.95
2587,1.55,0.0,0.0,0.0,73.83,61.15,57.62
2588,4.32,0.0,0.0,0.0,73.45,54.97,56.08
2589,1.47,0.0,0.0,0.0,72.93,53.37,55.15
2590,1.52,0.0,0.0,0.0,72.57,51.2,54.27
2591,1.23,0.0,0.0,0.0,71.9,48.13,53.04
2592,1.15,0.0,0.0,0.0,71.28,48.01,52.49
2593,0.61,0.0,0.0,0.0,70.63,46.08,51.61
2594,0.54,0.0,0.0,0.0,69.96,44.97,50.88
2595,0.82,0.0,0.0,0.0,69.4,44.92,50.48
2596,0.49,0.0,0.0,0.0,68.8,44.03,49.97
2597,0.48,0.0,0.0,0.0,68.26,44.86,49.89
2598,0.58,0.0,0.0,0.0,68.21,46.81,50.2
2599,1.09,0.0,0.0,0.0,69.29,50.94,51.44
2600,0.94,0.0,0.0,0.0,70.9,58.8,54.33
2601,3.92,0.0,0.0,0.0,71.63,65.06,56.08
2602,1.49,0.0,0.0,0.0,72.14,68.72,57.13
2603,0.89,0.0,0.0,0.0,72.72,70.34,58.12
2604,2.29,0.0,0.0,0.0,73.32,70.85,59.34
2605,1.17,0.0,0.0,0.0,74.19,71.6,60.15
2606,0.87,0.0,0.0,0.0,75.14,74.74,61.38
2607,0.88,0.0,0.0,0.0,76.01,73.4,61.82
2608,1.21,0.0,0.0,0.0,77.03,73.66,62.54
2609,0.99,0.0,0.0,0.0,77.62,72.29,62.68
2610,1.52,0.0,0.0,0.0,77.69,68.67,62.12
2611,1.28,0.0,0.0,0.0,77.03,63.57,61.31
2612,2.08,0.0,0.0,0.0,77.06,61.8,60.72
2613,1.47,0.0,0.0,0.0,76.82,57.49,59.53
2614,1.52,0.0,0.0,0.0,76.39,53.89,57.94
2615,1.52,0.0,0.0,0.0,75.87,52.24,57.11
2616,0.83,0.0,0.0,0.0,75.13,49.27,55.86
2617,0.56,0.0,0.0,0.0,74.71,50.98,55.8
2618,0.54,0.0,0.0,0.0,73.89,47.13,54.45
2619,0.82,0.0,0.0,0.0,73.13,45.16,53.34
2620,0.49,0.0,0.0,0.0,72.65,46.85,53.41
2621,0.48,0.0,0.0,0.0,72.23,47.78,53.37
2622,1.65,0.0,0.0,0.0,71.76,46.77,52.85
2623,3.48,0.0,0.0,0.0,71.8,51.64,53.78
2624,0.95,0.0,0.0,0.0,72.54,56.73,55.49
2625,0.9,0.0,0.0,0.0,73.48,62.05,57.42
2626,0.87,0.0,0.0,0.0,74.34,65.95,58.61
2627,5.55,0.0,0.0,0.0,74.5,83.59,59.77
2628,3.89,0.0,0.0,0.0,75.08,69.07,60.45
2629,1.23,0.0,0.0,0.0,75.9,71.71,61.58
2630,1.2,0.0,0.0,0.0,76.67,72.77,62.26
2631,0.88,0.0,0.0,0.0,76.74,70.51,62.37
2632,0.88,0.0,0.0,0.0,76.74,68.9,62.37
2633,0.99,0.0,0.0,0.0,76.66,65.44,61.89
2634,1.9,0.0,0.0,0.0,76.59,63.39,61.38
2635,1.28,0.0,0.0,0.0,76.56,59.68,60.45
2636,1.8,0.0,0.0,0.0,76.25,57.49,59.45
2637,1.85,0.0,0.0,0.0,75.8,54.61,58.32
2638,2.4,0.0,0.0,0.0,75.79,57.81,58.83
2639,1.51,0.0,0.0,0.0,75.2,54.0,57.67
2640,0.78,0.0,0.0,0.0,74.52,51.33,56.48
2641,0.61,0.0,0.0,0.0,73.82,49.1,55.55
2642,1.28,0.0,0.0,0.0,73.13,48.07,54.89
2643,0.5,0.0,0.0,0.0,72.48,46.13,54.11
2644,0.49,0.0,0.0,0.0,71.6,42.38,52.89
2645,0.48,0.0,0.0,0.0,71.02,42.94,52.66
2646,4.92,0.0,0.0,0.0,70.05,41.06,51.95
2647,1.19,0.0,0.0,0.0,71.24,46.72,52.93
2648,0.94,0.0,0.0,0.0,72.47,50.19,53.92
2649,0.9,0.0,0.0,0.0,73.02,54.4,55.55
2650,1.59,0.0,0.0,0.0,73.19,56.84,56.71
2651,0.89,0.0,0.0,0.0,73.52,59.09,57.71
2652,1.5,0.0,0.0,0.0,74.05,60.07,58.24
2653,2.94,0.0,0.0,0.0,74.6,60.72,58.92
2654,1.59,0.0,0.0,0.0,75.01,62.16,59.63
2655,0.88,0.0,0.0,0.0,74.81,59.2,59.35
2656,1.21,0.0,0.0,0.0,74.38,56.19,58.63
2657,0.99,0.0,0.0,0.0,74.54,56.34,58.56
2658,1.55,0.0,0.0,0.0,74.2,53.48,57.6
2659,2.67,0.0,0.0,0.0,73.12,45.52,55.04
2660,1.73,0.0,0.0,0.0,72.74,44.51,54.32
2661,2.66,0.0,0.0,0.0,72.47,43.32,53.69
2662,6.9,0.0,0.0,0.0,71.91,42.23,53.03
2663,1.62,0.0,0.0,0.0,71.2,41.12,52.4
2664,1.14,0.0,0.0,0.0,70.45,40.07,51.81
2665,0.61,0.0,0.0,0.0,69.69,39.2,51.28
2666,0.54,0.0,0.0,0.0,68.85,37.52,50.62
2667,0.5,0.0,0.0,0.0,68.0,36.05,49.98
2668,1.29,4.05,0.0,0.0,68.0,35.14,48.9
2669,3.67,6.07,0.0,0.0,68.0,34.08,48.45
2670,0.62,6.97,0.0,0.0,68.0,32.16,48.07
2671,2.41,7.84,0.0,0.0,68.0,32.08,47.71
2672,1.27,8.07,0.0,0.0,68.0,32.2,47.42
2673,1.0,8.96,0.0,0.0,68.0,32.42,47.18
2674,2.21,9.62,0.0,0.0,68.0,33.35,47.16
2675,0.99,8.85,0.0,0.0,68.0,36.03,47.53
2676,1.0,9.43,0.0,0.0,68.0,35.27,47.3
2677,1.37,9.15,0.0,0.0,68.0,35.4,47.22
2678,0.98,8.81,0.0,0.0,68.0,36.0,47.26
2679,0.98,8.5,0.0,0.0,68.0,36.48,47.28
2680,1.09,8.86,0.0,0.0,68.0,37.47,47.39
2681,2.71,9.59,0.0,0.0,68.0,37.31,47.31
2682,2.13,8.98,0.0,0.0,68.0,38.2,47.38
2683,1.39,10.28,0.0,0.0,68.0,37.39,47.16
2684,1.45,10.81,0.0,0.0,68.0,35.97,46.73
2685,1.58,10.98,0.0,0.0,68.0,35.06,46.37
2686,1.97,11.25,0.0,0.0,68.0,34.0,45.97
2687,1.3,12.07,0.0,0.0,68.0,32.34,45.4
2688,1.23,13.1,0.0,0.0,68.0,32.11,45.16
2689,0.69,13.8,0.0,0.0,68.0,32.05,44.96
2690,0.62,14.57,0.0,0.0,68.0,31.9,44.75
2691,0.59,15.05,0.0,0.0,68.0,31.9,44.56
2692,0.9,15.86,0.0,0.0,68.0,30.91,44.18
2693,0.57,16.25,0.0,0.0,68.0,30.87,43.97
2694,0.67,16.76,0.0,0.0,68.0,30.18,43.65
2695,0.92,16.54,0.0,0.0,68.0,30.0,43.45
2696,1.09,16.09,0.0,0.0,68.0,30.02,43.3
2697,2.8,15.71,0.0,0.0,68.0,30.07,43.18
2698,1.31,15.4,0.0,0.0,68.0,30.37,43.11
2699,1.02,14.52,0.0,0.0,68.0,34.59,43.23
2700,1.03,13.49,0.0,0.0,68.0,37.37,43.45
2701,1.34,12.88,0.0,0.0,68.0,39.14,43.5
2702,0.99,11.64,0.0,0.0,68.0,41.33,43.57
2703,1.32,10.43,0.0,0.0,68.0,43.83,43.96
2704,1.41,10.14,0.0,0.0,68.0,44.29,44.25
2705,1.1,10.72,0.0,0.0,68.0,42.27,44.05
2706,1.92,10.94,0.0,0.0,68.0,39.91,43.82
2707,3.38,10.21,0.0,0.0,68.0,38.38,43.78
2708,1.77,10.44,0.0,0.0,68.0,36.97,43.69
2709,1.58,10.29,0.0,0.0,68.0,35.98,43.75
2710,1.72,10.36,0.0,0.0,68.0,34.81,43.68
2711,1.54,11.48,0.0,0.0,68.0,33.2,43.41
2712,0.9,12.55,0.0,0.0,68.0,33.05,43.29
2713,0.69,14.29,0.0,0.0,68.0,31.04,42.77
2714,0.62,15.46,0.0,0.0,68.0,30.06,42.4
2715,0.6,16.09,0.0,0.0,68.0,29.95,42.21
2716,0.59,16.57,0.0,0.0,68.0,29.87,42.02
2717,0.57,16.87,0.0,0.0,68.0,29.7,41.85
2718,0.99,17.13,0.0,0.0,68.0,29.77,41.69
2719,0.89,10.98,0.0,0.0,68.0,33.4,42.29
2720,1.06,7.4,0.0,0.0,68.0,35.83,43.11
2721,1.28,5.88,0.0,0.0,68.0,40.27,44.03
2722,1.31,5.71,0.0,0.0,68.0,40.67,44.64
2723,1.3,4.23,0.0,0.0,68.0,43.76,45.66
2724,0.97,2.77,0.0,0.0,68.0,45.4,46.74
2725,1.26,1.71,0.0,0.0,68.0,47.18,48.01
2726,0.93,1.02,0.0,0.0,68.0,47.81,48.82
2727,0.94,1.37,0.0,0.0,68.0,46.47,48.85
2728,1.27,1.81,0.0,0.0,68.0,46.41,48.91
2729,1.06,3.02,0.0,0.0,68.0,44.34,48.33
2730,1.26,3.28,0.0,0.0,68.0,43.23,47.8
2731,1.35,3.88,0.0,0.0,68.0,41.14,47.15
2732,1.74,4.76,0.0,0.0,68.0,40.01,46.72
2733,1.55,5.84,0.0,0.0,68.0,39.22,46.36
2734,1.61,6.15,0.0,0.0,68.0,39.01,46.13
2735,1.27,7.01,0.0,0.0,68.0,39.0,45.97
2736,2.22,8.62,0.0,0.0,68.0,37.96,45.62
2737,0.66,9.38,0.0,0.0,68.0,37.92,45.47
2738,0.6,10.8,0.0,0.0,68.0,36.04,44.95
2739,0.57,11.79,0.0,0.0,68.0,35.11,44.59
2740,0.88,12.81,0.0,0.0,68.0,34.03,44.19
2741,0.55,12.59,0.0,0.0,68.0,35.82,44.37
2742,0.66,13.63,0.0,0.0,68.0,33.81,43.84
2743,0.89,11.6,0.0,0.0,68.0,33.18,43.65
2744,1.06,11.75,0.0,0.0,68.0,33.94,43.68
2745,1.02,12.26,0.0,0.0,68.0,33.57,43.48
2746,4.61,10.1,0.0,0.0,68.0,38.11,44.41
2747,3.21,6.94,0.0,0.0,68.0,42.26,45.42
2748,1.3,4.37,0.0,0.0,68.0,46.57,46.59
2749,0.94,3.02,0.0,0.0,68.0,48.09,47.75
2750,0.94,2.46,0.0,0.0,68.0,48.03,48.48
2751,0.94,1.13,0.0,0.0,68.0,49.18,49.25
2752,1.26,1.74,0.0,0.0,68.0,50.39,49.89
2753,1.05,2.25,0.0,0.0,68.0,45.86,48.91
2754,1.25,1.59,0.0,0.0,68.0,45.57,48.88
2755,1.68,2.56,0.0,0.0,68.0,41.6,47.81
2756,4.0,3.28,0.0,0.0,68.0,40.11,47.06
2757,1.8,4.24,0.0,0.0,68.0,39.23,46.8
2758,1.61,6.0,0.0,0.0,68.0,35.39,45.74
2759,1.28,7.67,0.0,0.0,68.0,34.1,45.2
2760,1.21,9.32,0.0,0.0,68.0,33.19,44.76
2761,0.67,10.77,0.0,0.0,68.0,33.04,44.48
2762,0.61,12.16,0.0,0.0,68.0,31.98,44.04
2763,0.89,12.63,0.0,0.0,68.0,32.86,43.97
2764,0.57,13.7,0.0,0.0,68.0,31.84,43.57
2765,0.56,14.96,0.0,0.0,68.0,29.81,42.98
2766,0.66,14.31,0.0,0.0,68.0,32.51,43.28
2767,1.19,7.88,0.0,0.0,68.0,37.52,44.39
2768,1.02,4.1,0.0,0.0,68.0,44.52,46.03
2769,3.95,3.49,0.0,0.0,68.0,43.58,46.43
2770,1.53,4.03,0.0,0.0,68.0,46.73,47.34
2771,0.95,2.3,0.0,0.0,68.0,48.62,48.69
2772,2.26,0.33,0.0,0.0,68.0,53.29,50.69
2773,1.19,0.0,0.0,0.0,68.34,54.99,51.25
2774,0.87,0.0,0.0,0.0,68.76,55.01,52.04
2775,0.88,0.0,0.0,0.0,69.56,71.37,52.93
2776,1.21,0.0,0.0,0.0,69.98,56.27,53.41
2777,0.99,0.0,0.0,0.0,69.81,54.76,53.39
2778,1.52,0.0,0.0,0.0,69.6,53.66,53.09
2779,1.28,0.0,0.0,0.0,69.54,51.41,52.36
2780,2.13,0.0,0.0,0.0,68.85,45.64,50.82
2781,1.52,0.0,0.0,0.0,68.4,43.32,49.83
2782,1.57,0.06,0.0,0.0,68.0,41.2,48.94
2783,1.58,1.45,0.0,0.0,68.0,42.9,49.03
2784,0.84,2.75,0.0,0.0,68.0,42.9,48.82
2785,0.64,5.0,0.0,0.0,68.0,39.12,47.68
2786,0.88,5.6,0.0,0.0,68.0,39.84,47.6
2787,0.54,5.69,0.0,0.0,68.0,43.82,48.27
2788,0.53,6.68,0.0,0.0,68.0,42.83,48.0
2789,0.52,6.98,0.0,0.0,68.0,44.74,48.27
2790,1.68,6.29,0.0,0.0,68.0,47.67,48.97
2791,3.45,4.14,0.0,0.0,68.0,51.44,50.32
2792,0.96,2.87,0.0,0.0,68.0,53.54,51.21
2793,0.91,1.29,0.0,0.0,68.0,56.02,52.24
2794,0.87,0.0,0.0,0.0,68.47,61.25,53.86
2795,5.57,0.0,0.0,0.0,68.79,78.95,55.24
2796,3.78,0.0,0.0,0.0,69.7,67.05,56.1
2797,1.23,0.0,0.0,0.0,70.61,86.29,57.24
2798,1.2,0.0,0.0,0.0,71.49,69.12,58.37
2799,0.88,0.0,0.0,0.0,72.47,73.33,59.74
2800,0.88,0.0,0.0,0.0,72.74,67.7,59.52
2801,0.99,0.0,0.0,0.0,72.76,65.36,59.28
2802,1.89,0.0,0.0,0.0,72.86,61.97,58.78
2803,1.28,0.0,0.0,0.0,72.32,54.84,57.19
2804,1.8,0.0,0.0,0.0,72.02,53.41,56.24
2805,1.85,0.0,0.0,0.0,71.72,51.24,55.35
2806,2.45,0.0,0.0,0.0,71.44,49.07,54.34
2807,1.56,0.0,0.0,0.0,70.87,47.08,53.37
2808,0.83,0.0,0.0,0.0,70.33,46.29,52.7
2809,0.61,0.0,0.0,0.0,69.7,45.06,52.06
2810,1.27,0.0,0.0,0.0,69.12,44.96,51.72
2811,0.5,0.0,0.0,0.0,68.47,43.06,50.99
2812,0.49,0.0,0.0,0.0,68.02,43.97,50.9
2813,0.5,3.21,0.0,0.0,68.0,39.26,49.6
2814,4.93,4.35,0.0,0.0,68.0,40.84,49.64
2815,1.11,2.31,0.0,0.0,68.0,45.81,50.51
2816,0.99,0.25,0.0,0.0,68.0,48.92,51.31
2817,0.9,0.13,0.0,0.0,68.0,51.14,52.14
2818,1.59,0.0,0.0,0.0,68.48,53.67,53.28
2819,0.89,0.0,0.0,0.0,68.77,56.35,54.63
2820,1.5,0.0,0.0,0.0,69.35,59.67,55.49
2821,2.93,0.0,0.0,0.0,70.05,61.39,56.61
2822,1.59,0.0,0.0,0.0,69.89,60.31,56.85
2823,0.88,0.0,0.0,0.0,70.36,61.14,57.45
2824,1.2,0.0,0.0,0.0,70.89,60.29,57.67
2825,1.0,0.0,0.0,0.0,70.42,55.51,56.69
2826,1.55,0.0,0.0,0.0,69.63,50.35,54.84
2827,2.66,0.0,0.0,0.0,69.43,48.19,53.93
2828,1.73,0.0,0.0,0.0,68.95,48.04,53.51
2829,2.66,0.0,0.0,0.0,68.85,45.1,52.34
2830,6.85,0.0,0.0,0.0,68.6,46.88,52.42
2831,1.54,0.0,0.0,0.0,68.29,46.91,52.23
2832,1.15,0.77,0.0,0.0,68.0,46.89,51.99
2833,0.62,1.92,0.0,0.0,68.0,46.89,51.8
2834,0.55,3.23,0.0,0.0,68.0,46.89,51.64
2835,0.53,4.45,0.0,0.0,68.0,43.08,50.61
2836,1.29,5.53,0.0,0.0,68.0,42.98,50.36
2837,3.52,6.6,0.0,0.0,68.0,43.0,50.18
2838,0.93,6.93,0.0,0.0,68.0,42.09,49.79
2839,2.24,5.42,0.0,0.0,68.0,44.0,50.06
2840,1.01,3.64,0.0,0.0,68.0,46.9,50.7
2841,0.97,3.8,0.0,0.0,68.0,46.99,50.84
2842,2.16,3.58,0.0,0.0,68.0,48.1,51.19
2843,0.96,3.39,0.0,0.0,68.0,47.13,51.1
2844,0.97,3.49,0.0,0.0,68.0,48.96,51.56
2845,1.28,2.34,0.0,0.0,68.0,50.07,52.15
2846,1.2,1.87,0.0,0.0,68.0,51.15,52.69
2847,0.95,3.12,0.0,0.0,68.0,47.19,51.58
2848,0.95,2.74,0.0,0.0,68.0,48.12,51.77
2849,2.43,3.34,0.0,0.0,68.0,48.09,51.8
2850,2.03,3.95,0.0,0.0,68.0,46.1,51.16
2851,1.35,3.81,0.0,0.0,68.0,45.01,50.74
2852,1.6,4.41,0.0,0.0,68.0,44.08,50.36
2853,1.67,4.07,0.0,0.0,68.0,44.06,50.17
2854,1.93,4.38,0.0,0.0,68.0,44.03,50.02
2855,1.26,5.26,0.0,0.0,68.0,44.02,49.87
2856,0.9,6.06,0.0,0.0,68.0,44.88,49.93
2857,0.93,7.56,0.0,0.0,68.0,44.01,49.65
2858,0.58,7.71,0.0,0.0,68.0,44.01,49.52
2859,0.55,8.07,0.0,0.0,68.0,44.01,49.41
2860,0.54,8.84,0.0,0.0,68.0,44.0,49.31
2861,0.53,9.03,0.0,0.0,68.0,44.0,49.21
2862,0.63,9.72,0.0,0.0,68.0,42.95,48.89
2863,0.88,8.61,0.0,0.0,68.0,44.0,49.01
2864,1.36,8.39,0.0,0.0,68.0,42.98,48.78
2865,2.73,8.18,0.0,0.0,68.0,44.03,48.94
2866,0.97,7.68,0.0,0.0,68.0,44.61,49.08
2867,0.98,7.02,0.0,0.0,68.0,46.03,49.43
2868,0.99,6.23,0.0,0.0,68.0,46.17,49.53
2869,1.3,6.5,0.0,0.0,68.0,45.16,49.33
2870,1.27,6.37,0.0,0.0,68.0,44.8,49.27
2871,0.98,7.86,0.0,0.0,68.0,39.77,48.08
2872,1.44,7.39,0.0,0.0,68.0,41.3,48.28
2873,1.35,7.41,0.0,0.0,68.0,41.3,48.23
2874,1.63,7.19,0.0,0.0,68.0,42.12,48.32
2875,3.57,6.76,0.0,0.0,68.0,42.79,48.42
2876,1.55,7.22,0.0,0.0,68.0,41.06,47.97
2877,1.56,7.52,0.0,0.0,68.0,40.05,47.62
2878,1.86,7.91,0.0,0.0,68.0,38.95,47.26
2879,1.37,8.94,0.0,0.0,68.0,37.7,46.85
2880,0.89,10.25,0.0,0.0,68.0,36.62,46.46
2881,0.67,10.98,0.0,0.0,68.0,35.47,46.02
2882,0.61,12.22,0.0,0.0,68.0,34.24,45.58
2883,0.58,13.18,0.0,0.0,68.0,32.9,45.1
2884,0.57,14.06,0.0,0.0,68.0,31.74,44.64
2885,0.56,14.04,0.0,0.0,68.0,33.4,44.73
2886,0.96,12.3,0.0,0.0,68.0,33.68,44.71
2887,0.86,7.23,0.0,0.0,68.0,38.49,45.96
2888,1.01,4.19,0.0,0.0,68.0,43.54,46.98
2889,1.27,2.6,0.0,0.0,68.0,47.67,48.12
2890,1.21,1.71,0.0,0.0,68.0,53.54,49.77
2891,1.21,0.87,0.0,0.0,68.0,56.5,52.06
2892,0.88,0.0,0.0,0.0,68.19,60.67,53.23
2893,1.18,0.0,0.0,0.0,68.67,63.5,54.49
2894,0.85,0.0,0.0,0.0,69.44,67.9,56.19
2895,0.86,0.0,0.0,0.0,69.79,66.31,56.85
2896,1.19,0.0,0.0,0.0,70.51,68.15,57.95
2897,0.96,0.0,0.0,0.0,71.19,68.46,58.55
2898,1.16,0.0,0.0,0.0,71.05,66.91,58.71
2899,1.23,0.0,0.0,0.0,70.77,63.87,58.47
2900,1.59,0.0,0.0,0.0,70.38,58.6,57.46
2901,1.38,0.0,0.0,0.0,70.3,55.06,56.24
