Hour,Electricity Use [kWh],Natural Gas Use [kBtu],Fuel Oil Use [kBtu],Propane Use [kBtu],Living Temperature [F],Vented Attic Temperature [F],Vented Crawlspace Temperature [F]
7729,0.63,6.17,0.0,0.0,68.0,41.95,48.11
7730,0.56,6.63,0.0,0.0,68.0,43.87,48.4
7731,0.54,7.35,0.0,0.0,68.0,43.91,48.37
7732,0.53,9.57,0.0,0.0,68.0,39.09,47.24
7733,0.84,9.42,0.0,0.0,68.0,41.9,47.63
7734,0.63,10.12,0.0,0.0,68.0,40.92,47.39
7735,0.89,10.7,0.0,0.0,68.0,38.96,46.83
7736,1.05,9.51,0.0,0.0,68.0,40.66,47.08
7737,2.71,4.35,0.0,0.0,68.0,43.93,47.95
7738,0.95,2.27,0.0,0.0,68.0,46.45,48.69
7739,1.27,0.43,0.0,0.0,68.0,49.87,49.8
7740,0.92,0.0,0.0,0.0,68.63,52.08,51.24
7741,1.23,0.0,0.0,0.0,69.4,55.46,52.65
7742,0.89,0.0,0.0,0.0,70.1,56.18,53.66
7743,1.24,0.0,0.0,0.0,71.0,56.59,54.46
7744,1.37,0.0,0.0,0.0,71.42,54.56,54.53
7745,1.21,0.0,0.0,0.0,70.58,49.0,53.16
7746,1.9,0.0,0.0,0.0,69.84,46.5,51.86
7747,4.01,0.0,0.0,0.0,69.34,43.36,50.42
7748,1.64,0.0,0.0,0.0,68.84,40.27,49.64
7749,1.48,0.0,0.0,0.0,68.38,39.97,49.26
7750,1.43,0.23,0.0,0.0,68.0,40.87,49.14
7751,1.37,3.16,0.0,0.0,68.0,37.94,48.26
7752,0.84,4.39,0.0,0.0,68.0,38.92,48.18
7753,0.63,4.97,0.0,0.0,68.0,40.82,48.38
7754,0.56,5.45,0.0,0.0,68.0,41.84,48.44
7755,0.53,6.22,0.0,0.0,68.0,42.67,48.5
7756,0.52,7.74,0.0,0.0,68.0,40.91,48.02
7757,0.52,8.88,0.0,0.0,68.0,39.85,47.66
7758,0.94,9.72,0.0,0.0,68.0,38.97,47.33
7759,0.89,11.16,0.0,0.0,68.0,35.21,46.38
7760,1.04,6.78,0.0,0.0,68.0,36.03,46.53
7761,1.29,1.1,0.0,0.0,68.0,46.42,48.69
7762,1.24,0.0,0.0,0.0,68.37,51.91,50.63
7763,1.24,0.0,0.0,0.0,69.01,55.87,52.79
7764,0.92,0.0,0.0,0.0,69.92,58.54,53.96
7765,1.22,0.0,0.0,0.0,70.52,58.57,54.68
7766,0.89,0.0,0.0,0.0,71.19,59.54,55.55
7767,0.91,0.0,0.0,0.0,72.07,58.64,55.99
7768,1.04,0.0,0.0,0.0,72.43,57.42,56.01
7769,1.39,0.0,0.0,0.0,71.81,58.34,55.16
7770,1.5,0.0,0.0,0.0,71.19,51.28,54.02
7771,1.69,0.0,0.0,0.0,70.79,46.64,52.55
7772,1.62,0.0,0.0,0.0,69.57,36.65,49.53
7773,1.8,0.0,0.0,0.0,69.45,41.79,50.36
7774,1.31,0.0,0.0,0.0,69.01,40.94,49.98
7775,1.14,0.0,0.0,0.0,68.34,40.89,49.59
7776,2.15,3.58,0.0,0.0,68.01,34.25,47.96
7777,0.63,5.63,0.0,0.0,68.0,33.21,47.39
7778,0.56,6.64,0.0,0.0,68.0,33.87,47.18
7779,0.53,6.16,0.0,0.0,68.0,38.36,47.77
7780,0.52,7.75,0.0,0.0,68.0,37.73,47.44
7781,0.84,9.77,0.0,0.0,68.0,35.9,46.84
7782,0.63,10.64,0.0,0.0,68.0,35.88,46.61
7783,0.89,10.67,0.0,0.0,68.0,36.91,46.6
7784,1.03,5.69,0.0,0.0,68.0,40.8,47.44
7785,0.97,1.62,0.0,0.0,68.0,47.67,49.12
7786,4.35,0.0,0.0,0.0,68.17,53.68,51.16
7787,3.05,0.0,0.0,0.0,68.77,57.15,53.16
7788,1.17,0.0,0.0,0.0,69.61,57.71,53.87
7789,0.89,0.0,0.0,0.0,70.41,59.85,54.98
7790,0.89,0.0,0.0,0.0,70.97,59.06,55.51
7791,0.91,0.0,0.0,0.0,71.64,57.99,55.86
7792,1.27,0.0,0.0,0.0,72.04,63.17,56.03
7793,1.16,0.0,0.0,0.0,71.59,59.97,55.61
7794,1.55,0.0,0.0,0.0,70.64,49.15,53.13
7795,2.02,0.0,0.0,0.0,69.79,40.14,50.28
7796,4.09,0.0,0.0,0.0,69.75,41.13,50.63
7797,1.8,0.0,0.0,0.0,68.99,38.14,49.69
7798,1.32,0.28,0.0,0.0,68.0,33.38,48.25
7799,1.15,1.92,0.0,0.0,68.0,36.83,48.52
7800,1.17,4.44,0.0,0.0,68.0,35.02,47.91
7801,0.63,5.66,0.0,0.0,68.0,35.81,47.7
7802,0.55,5.4,0.0,0.0,68.0,41.83,48.57
7803,0.53,6.85,0.0,0.0,68.0,40.87,48.32
7804,0.84,7.9,0.0,0.0,68.0,40.87,48.15
7805,0.52,9.06,0.0,0.0,68.0,40.89,48.03
7806,0.62,8.9,0.0,0.0,68.0,42.81,48.29
7807,0.88,9.12,0.0,0.0,68.0,42.85,48.25
7808,1.35,4.43,0.0,0.0,68.0,46.75,49.22
7809,3.73,0.61,0.0,0.0,68.0,55.53,51.62
7810,1.47,0.0,0.0,0.0,68.71,63.58,54.8
7811,0.91,0.0,0.0,0.0,69.91,67.86,56.24
7812,2.25,0.0,0.0,0.0,70.68,70.05,57.57
7813,0.89,0.0,0.0,0.0,71.65,70.15,58.58
7814,1.2,0.0,0.0,0.0,72.44,67.6,58.95
7815,0.91,0.0,0.0,0.0,72.38,67.15,59.18
7816,1.28,0.0,0.0,0.0,72.51,65.44,59.28
7817,1.16,0.0,0.0,0.0,72.37,64.12,59.16
7818,1.62,0.0,0.0,0.0,72.25,60.21,58.38
7819,1.88,0.0,0.0,0.0,71.27,49.52,55.53
7820,2.1,0.0,0.0,0.0,71.11,50.1,54.67
7821,1.65,0.0,0.0,0.0,70.48,44.39,52.57
7822,1.31,0.0,0.0,0.0,69.66,40.31,51.57
7823,1.48,0.0,0.0,0.0,69.19,41.06,51.32
7824,0.82,0.0,0.0,0.0,68.76,42.76,51.32
7825,0.6,0.32,0.0,0.0,68.0,39.94,50.43
7826,0.54,3.04,0.0,0.0,68.0,38.99,49.93
7827,0.52,5.03,0.0,0.0,68.0,36.13,49.05
7828,0.84,7.32,0.0,0.0,68.0,33.27,48.13
7829,0.52,9.26,0.0,0.0,68.0,31.02,47.31
7830,1.69,9.74,0.0,0.0,68.0,31.96,47.08
7831,3.39,11.4,0.0,0.0,68.0,30.94,46.55
7832,1.1,10.99,0.0,0.0,68.0,32.8,46.57
7833,1.0,5.73,0.0,0.0,68.0,42.46,48.31
7834,0.97,4.49,0.0,0.0,68.0,47.73,49.7
7835,5.64,4.16,0.0,0.0,68.0,47.24,49.94
7836,3.68,1.08,0.0,0.0,68.0,48.38,50.51
7837,1.3,0.0,0.0,0.0,68.1,50.27,51.04
7838,1.21,0.0,0.0,0.0,68.44,51.04,51.9
7839,0.91,0.0,0.0,0.0,68.99,52.5,52.89
7840,1.0,0.0,0.0,0.0,69.16,49.21,52.27
7841,1.21,0.0,0.0,0.0,68.0,43.69,50.4
7842,2.27,2.77,0.0,0.0,68.0,39.52,49.6
7843,1.7,2.83,0.0,0.0,68.0,38.15,49.07
7844,2.11,5.52,0.0,0.0,68.0,33.3,47.75
7845,1.9,8.0,0.0,0.0,68.0,29.18,46.6
7846,2.24,9.59,0.0,0.0,68.0,28.1,45.98
7847,1.2,10.66,0.0,0.0,68.0,28.06,45.52
7848,1.2,11.83,0.0,0.0,68.0,28.89,45.28
7849,0.67,13.39,0.0,0.0,68.0,28.9,44.95
7850,1.35,15.17,0.0,0.0,68.0,28.02,44.46
7851,0.59,16.93,0.0,0.0,68.0,26.08,43.79
7852,0.59,19.02,0.0,0.0,68.0,23.08,42.9
7853,0.58,19.98,0.0,0.0,68.0,22.01,42.28
7854,4.99,21.16,0.0,0.0,68.0,21.98,41.92
7855,1.14,20.79,0.0,0.0,68.0,21.1,41.42
7856,1.12,20.85,0.0,0.0,68.0,21.19,41.11
7857,1.08,20.42,0.0,0.0,68.0,21.93,41.0
7858,1.77,18.54,0.0,0.0,68.0,23.1,41.1
7859,1.06,18.24,0.0,0.0,68.0,24.37,41.18
7860,1.68,18.27,0.0,0.0,68.0,24.84,41.1
7861,3.09,17.42,0.0,0.0,68.0,25.39,41.19
7862,1.76,17.85,0.0,0.0,68.0,25.45,41.13
7863,1.06,18.35,0.0,0.0,68.0,25.29,41.01
7864,1.11,18.22,0.0,0.0,68.0,27.42,40.91
7865,1.63,17.97,0.0,0.0,68.0,25.17,40.78
7866,2.01,18.24,0.0,0.0,68.0,24.18,40.47
7867,3.12,18.55,0.0,0.0,68.0,23.1,40.1
7868,2.06,18.69,0.0,0.0,68.0,23.0,39.89
7869,2.73,19.42,0.0,0.0,68.0,21.27,39.39
7870,6.65,19.85,0.0,0.0,68.0,21.89,39.27
7871,1.5,20.97,0.0,0.0,68.0,21.03,38.92
7872,1.26,21.65,0.0,0.0,68.0,21.0,38.72
7873,0.73,22.58,0.0,0.0,68.0,20.98,38.52
7874,0.66,23.19,0.0,0.0,68.0,20.98,38.34
7875,0.63,23.57,0.0,0.0,68.0,20.98,38.16
7876,1.39,24.36,0.0,0.0,68.0,19.95,37.81
7877,3.58,25.45,0.0,0.0,68.0,19.91,37.61
7878,1.01,24.67,0.0,0.0,68.0,19.91,37.45
7879,2.35,25.09,0.0,0.0,68.0,19.04,37.13
7880,1.14,24.57,0.0,0.0,68.0,19.02,36.94
7881,1.1,23.93,0.0,0.0,68.0,19.11,36.85
7882,2.3,24.2,0.0,0.0,68.0,19.94,36.89
7883,1.06,18.54,0.0,0.0,68.0,22.0,37.48
7884,1.05,14.06,0.0,0.0,68.0,25.44,38.37
7885,1.4,12.04,0.0,0.0,68.0,27.05,38.89
7886,1.02,13.64,0.0,0.0,68.0,29.79,39.53
7887,1.34,11.96,0.0,0.0,68.0,29.49,39.76
7888,1.06,10.07,0.0,0.0,68.0,34.87,39.97
7889,2.67,15.45,0.0,0.0,68.0,20.86,38.27
7890,2.41,17.22,0.0,0.0,68.0,18.69,37.69
7891,1.79,16.96,0.0,0.0,68.0,19.22,37.6
7892,1.72,18.68,0.0,0.0,68.0,17.18,36.96
7893,1.58,16.52,0.0,0.0,68.0,23.32,37.85
7894,1.77,20.24,0.0,0.0,68.0,19.05,36.9
7895,1.59,22.51,0.0,0.0,68.0,15.25,35.92
7896,0.96,24.71,0.0,0.0,68.0,13.12,35.25
7897,0.75,26.33,0.0,0.0,68.0,12.11,34.73
7898,1.01,30.25,0.0,0.0,68.0,6.42,33.36
7899,0.67,31.27,0.0,0.0,68.0,6.15,32.86
7900,0.66,31.44,0.0,0.0,68.0,6.94,32.59
7901,0.66,33.82,0.0,0.0,68.0,4.04,31.66
7902,0.77,34.58,0.0,0.0,68.0,3.08,31.11
7903,1.03,35.11,0.0,0.0,68.0,2.99,30.68
7904,1.52,34.57,0.0,0.0,68.0,3.8,30.44
7905,2.84,24.45,0.0,0.0,68.0,11.64,31.86
7906,1.06,20.51,0.0,0.0,68.0,16.92,33.11
7907,1.06,18.16,0.0,0.0,68.0,19.25,33.91
7908,1.04,13.46,0.0,0.0,68.0,25.49,35.44
7909,1.34,10.53,0.0,0.0,68.0,36.72,36.59
7910,1.0,10.34,0.0,0.0,68.0,30.96,37.23
7911,1.34,8.99,0.0,0.0,68.0,30.61,37.65
7912,1.47,9.05,0.0,0.0,68.0,28.04,37.43
7913,1.29,13.66,0.0,0.0,68.0,23.34,36.56
7914,2.33,15.12,0.0,0.0,68.0,20.45,36.03
7915,3.76,16.68,0.0,0.0,68.0,18.29,35.52
7916,1.95,18.36,0.0,0.0,68.0,15.49,34.77
7917,1.58,17.45,0.0,0.0,68.0,20.79,35.5
7918,1.6,18.57,0.0,0.0,68.0,20.91,35.43
7919,1.39,19.02,0.0,0.0,68.0,21.73,35.45
7920,0.94,21.82,0.0,0.0,68.0,18.02,34.68
7921,0.72,21.83,0.0,0.0,68.0,20.83,35.0
7922,0.65,21.82,0.0,0.0,68.0,22.76,35.28
7923,0.62,21.81,0.0,0.0,68.0,24.74,35.58
7924,0.61,22.77,0.0,0.0,68.0,23.96,35.43
7925,0.6,23.09,0.0,0.0,68.0,23.97,35.39
7926,1.02,23.29,0.0,0.0,68.0,23.99,35.37
7927,0.95,21.14,0.0,0.0,68.0,27.83,36.05
7928,1.11,20.36,0.0,0.0,68.0,28.74,36.33
7929,1.36,13.62,0.0,0.0,68.0,30.83,37.2
7930,1.35,9.97,0.0,0.0,68.0,34.19,38.39
7931,1.34,8.88,0.0,0.0,68.0,35.88,39.1
7932,0.99,4.64,0.0,0.0,68.0,41.72,40.73
7933,1.28,2.26,0.0,0.0,68.0,43.71,42.31
7934,0.94,1.22,0.0,0.0,68.0,44.01,43.4
7935,0.96,0.0,0.0,0.0,68.45,55.02,44.7
7936,1.33,0.0,0.0,0.0,68.68,53.14,45.28
7937,1.23,2.91,0.0,0.0,68.01,40.56,43.37
7938,1.59,6.28,0.0,0.0,68.0,32.15,40.97
7939,1.73,6.8,0.0,0.0,68.0,29.73,40.59
7940,1.98,8.58,0.0,0.0,68.0,27.27,39.88
7941,1.54,10.51,0.0,0.0,68.0,25.15,39.12
7942,1.38,11.16,0.0,0.0,68.0,26.89,39.19
7943,1.22,13.66,0.0,0.0,68.0,24.14,38.43
7944,2.24,15.99,0.0,0.0,68.0,23.03,37.93
7945,0.7,17.39,0.0,0.0,68.0,22.95,37.65
7946,0.63,17.82,0.0,0.0,68.0,24.78,37.74
7947,0.6,18.29,0.0,0.0,68.0,25.82,37.75
7948,0.91,19.34,0.0,0.0,68.0,24.76,37.42
7949,0.58,18.9,0.0,0.0,68.0,28.66,37.95
7950,0.68,18.89,0.0,0.0,68.0,29.8,38.15
7951,0.93,18.46,0.0,0.0,68.0,30.74,38.29
7952,1.1,17.43,0.0,0.0,68.0,33.76,38.89
7953,1.02,10.03,0.0,0.0,68.0,38.79,40.39
7954,4.53,5.92,0.0,0.0,68.0,45.79,42.72
7955,3.12,2.19,0.0,0.0,68.0,51.89,45.76
7956,1.21,0.0,0.0,0.0,68.34,60.8,47.11
7957,0.89,0.0,0.0,0.0,69.04,59.78,48.51
7958,0.89,0.0,0.0,0.0,69.73,60.21,49.71
7959,0.91,0.0,0.0,0.0,70.62,60.32,50.8
7960,1.27,0.0,0.0,0.0,70.85,55.27,50.63
7961,1.21,0.0,0.0,0.0,69.36,46.31,48.82
7962,1.55,0.0,0.0,0.0,68.63,42.67,47.2
7963,2.02,0.0,0.0,0.0,68.28,39.44,45.88
7964,4.13,0.0,0.0,0.0,68.13,39.96,45.6
7965,1.79,1.02,0.0,0.0,68.0,42.83,46.01
7966,1.33,2.71,0.0,0.0,68.0,40.94,45.33
7967,1.16,3.82,0.0,0.0,68.0,40.89,45.15
7968,1.17,5.65,0.0,0.0,68.0,38.98,44.58
7969,0.64,7.28,0.0,0.0,68.0,37.9,44.18
7970,0.57,7.68,0.0,0.0,68.0,40.82,44.66
7971,0.86,8.63,0.0,0.0,68.0,40.86,44.63
7972,0.53,9.59,0.0,0.0,68.0,40.88,44.53
7973,0.52,9.91,0.0,0.0,68.0,41.93,44.7
7974,0.63,9.95,0.0,0.0,68.0,42.82,44.89
7975,1.2,9.9,0.0,0.0,68.0,42.85,44.9
7976,1.05,9.86,0.0,0.0,68.0,42.86,44.91
7977,3.93,3.95,0.0,0.0,68.0,47.83,46.38
7978,1.46,0.0,0.0,0.0,68.12,52.95,49.26
7979,0.91,0.0,0.0,0.0,68.78,56.53,50.28
7980,2.27,0.0,0.0,0.0,69.24,54.61,50.65
7981,1.21,0.0,0.0,0.0,69.94,56.38,51.71
7982,0.89,0.0,0.0,0.0,70.45,54.55,52.0
7983,0.91,0.0,0.0,0.0,71.1,54.61,52.44
7984,1.28,0.0,0.0,0.0,71.22,50.87,51.99
7985,1.21,0.0,0.0,0.0,69.42,41.12,48.61
7986,1.88,0.0,0.0,0.0,68.61,36.82,46.89
7987,1.69,0.0,0.0,0.0,68.39,37.17,46.75
7988,2.36,1.42,0.0,0.0,68.0,33.5,45.5
7989,1.5,3.5,0.0,0.0,68.0,33.24,45.01
7990,1.35,6.11,0.0,0.0,68.0,30.18,44.02
7991,1.53,8.1,0.0,0.0,68.0,28.99,43.37
7992,0.87,10.11,0.0,0.0,68.0,27.07,42.64
7993,0.67,12.32,0.0,0.0,68.0,26.09,42.06
7994,0.6,13.92,0.0,0.0,68.0,25.97,41.66
7995,0.89,14.44,0.0,0.0,68.0,27.65,41.65
7996,0.58,17.0,0.0,0.0,68.0,24.94,40.81
7997,0.58,18.9,0.0,0.0,68.0,23.0,40.07
7998,1.75,20.07,0.0,0.0,68.0,21.08,39.37
7999,3.59,21.1,0.0,0.0,68.0,20.97,38.97
8000,1.11,19.73,0.0,0.0,68.0,23.74,39.15
8001,1.03,11.09,0.0,0.0,68.0,32.47,40.9
8002,0.99,7.75,0.0,0.0,68.0,36.89,42.2
8003,5.66,6.67,0.0,0.0,68.0,40.06,43.24
8004,3.84,2.88,0.0,0.0,68.0,42.99,44.34
8005,1.31,1.05,0.0,0.0,68.0,46.01,45.77
8006,1.27,0.11,0.0,0.0,68.0,46.98,46.58
8007,0.97,1.56,0.0,0.0,68.0,54.37,47.28
8008,1.01,0.27,0.0,0.0,68.0,47.6,47.65
8009,1.23,2.87,0.0,0.0,68.0,44.65,46.67
8010,2.29,5.91,0.0,0.0,68.0,35.39,43.54
8011,1.72,5.87,0.0,0.0,68.0,34.5,43.82
8012,2.17,6.53,0.0,0.0,68.0,34.06,43.65
8013,1.85,8.11,0.0,0.0,68.0,33.05,43.16
8014,2.24,8.56,0.0,0.0,68.0,34.21,43.21
8015,1.52,9.3,0.0,0.0,68.0,35.43,43.3
8016,0.87,10.04,0.0,0.0,68.0,36.65,43.43
8017,0.73,10.57,0.0,0.0,68.0,38.02,43.63
8018,1.39,11.07,0.0,0.0,68.0,39.21,43.84
8019,0.62,11.08,0.0,0.0,68.0,40.38,44.08
8020,0.61,11.06,0.0,0.0,68.0,41.55,44.36
8021,0.6,12.91,0.0,0.0,68.0,37.06,43.33
8022,5.07,13.49,0.0,0.0,68.0,38.64,43.59
8023,1.27,11.47,0.0,0.0,68.0,41.67,44.23
8024,1.14,8.19,0.0,0.0,68.0,44.49,45.07
8025,1.01,3.61,0.0,0.0,68.0,51.49,47.38
8026,1.67,0.0,0.0,0.0,68.08,58.58,49.99
8027,0.97,0.0,0.0,0.0,69.0,64.66,51.88
8028,1.58,0.0,0.0,0.0,70.03,68.46,53.48
8029,3.01,0.0,0.0,0.0,71.0,70.59,54.91
8030,1.67,0.0,0.0,0.0,71.63,67.91,55.47
8031,0.98,0.0,0.0,0.0,72.51,66.84,56.08
8032,1.37,0.0,0.0,0.0,72.96,63.15,56.0
8033,1.27,0.0,0.0,0.0,72.15,57.14,54.86
8034,2.06,0.0,0.0,0.0,71.08,49.23,52.71
8035,3.18,0.0,0.0,0.0,70.65,44.25,50.51
8036,2.1,0.0,0.0,0.0,70.4,43.24,49.72
8037,2.74,0.0,0.0,0.0,69.81,40.14,48.55
8038,6.72,0.0,0.0,0.0,69.06,38.26,47.69
8039,1.57,0.0,0.0,0.0,68.48,38.89,47.47
8040,1.23,1.5,0.0,0.0,68.0,36.02,46.5
8041,0.7,4.3,0.0,0.0,68.0,34.91,45.95
8042,0.63,6.24,0.0,0.0,68.0,33.01,45.26
8043,0.61,8.62,0.0,0.0,68.0,30.14,44.31
8044,1.37,8.23,0.0,0.0,68.0,35.32,44.97
8045,3.66,11.0,0.0,0.0,68.0,32.9,44.28
8046,1.03,13.08,0.0,0.0,68.0,28.58,43.03
8047,2.37,11.42,0.0,0.0,68.0,35.3,44.05
8048,1.14,8.13,0.0,0.0,68.0,37.49,44.6
8049,1.06,3.6,0.0,0.0,68.0,44.43,46.21
8050,2.17,0.29,0.0,0.0,68.0,50.69,48.26
8051,0.97,0.0,0.0,0.0,68.68,56.92,51.09
8052,0.98,0.0,0.0,0.0,69.6,60.73,52.33
8053,1.34,0.0,0.0,0.0,70.42,64.6,53.75
8054,0.96,0.0,0.0,0.0,71.01,61.81,54.32
8055,1.3,0.0,0.0,0.0,71.84,62.73,55.15
8056,1.04,0.0,0.0,0.0,72.37,59.93,55.21
8057,2.65,0.0,0.0,0.0,71.29,53.41,53.82
8058,2.42,0.0,0.0,0.0,70.87,52.32,53.16
8059,1.85,0.0,0.0,0.0,70.4,44.87,50.74
8060,1.76,0.0,0.0,0.0,69.69,40.52,48.81
8061,1.92,0.0,0.0,0.0,69.04,38.24,48.24
8062,1.77,0.0,0.0,0.0,68.28,35.51,47.21
8063,1.26,2.24,0.0,0.0,68.0,33.3,46.34
8064,0.93,3.16,0.0,0.0,68.0,36.68,46.66
8065,1.01,4.11,0.0,0.0,68.0,38.44,46.84
8066,0.63,6.69,0.0,0.0,68.0,35.0,45.84
8067,0.6,7.28,0.0,0.0,68.0,36.75,45.9
8068,0.6,9.16,0.0,0.0,68.0,34.93,45.34
8069,0.58,9.71,0.0,0.0,68.0,36.71,45.41
8070,0.7,10.28,0.0,0.0,68.0,36.41,45.26
8071,0.98,11.17,0.0,0.0,68.0,32.86,44.69
8072,1.47,9.82,0.0,0.0,68.0,35.16,44.73
8073,2.81,4.88,0.0,0.0,68.0,44.31,46.57
8074,0.96,1.63,0.0,0.0,68.0,50.56,48.53
8075,0.97,0.0,0.0,0.0,68.05,55.7,51.02
8076,0.98,0.0,0.0,0.0,68.8,58.27,51.97
8077,1.29,0.0,0.0,0.0,69.31,57.98,52.53
8078,1.27,0.0,0.0,0.0,69.89,59.14,53.36
8079,0.98,0.0,0.0,0.0,70.45,59.72,54.09
8080,1.66,0.0,0.0,0.0,69.97,54.22,53.26
8081,1.45,0.0,0.0,0.0,69.1,49.51,51.59
8082,2.05,0.0,0.0,0.0,68.61,44.71,49.73
8083,4.1,0.0,0.0,0.0,68.43,43.91,49.35
8084,1.87,0.34,0.0,0.0,68.0,39.87,48.2
8085,1.62,2.87,0.0,0.0,68.0,36.75,47.2
8086,1.77,3.8,0.0,0.0,68.0,36.26,46.83
8087,1.3,5.68,0.0,0.0,68.0,34.17,46.11
8088,0.94,5.83,0.0,0.0,68.0,36.77,46.36
8089,0.71,7.56,0.0,0.0,68.0,35.89,45.98
8090,0.64,8.45,0.0,0.0,68.0,36.82,45.93
8091,0.62,9.78,0.0,0.0,68.0,35.88,45.56
8092,0.6,10.06,0.0,0.0,68.0,37.69,45.71
8093,0.59,11.04,0.0,0.0,68.0,36.77,45.42
8094,1.03,12.52,0.0,0.0,68.0,33.95,44.65
8095,0.98,11.58,0.0,0.0,68.0,36.62,44.98
8096,1.25,11.36,0.0,0.0,68.0,35.76,44.73
8097,1.3,4.16,0.0,0.0,68.0,46.22,46.95
8098,1.31,1.53,0.0,0.0,68.0,53.34,49.44
8099,1.31,0.0,0.0,0.0,68.29,56.99,51.25
8100,0.98,0.0,0.0,0.0,69.0,60.64,52.6
8101,1.28,0.0,0.0,0.0,69.82,61.29,53.51
8102,0.96,0.0,0.0,0.0,70.2,60.89,54.01
8103,1.03,0.0,0.0,0.0,69.61,49.75,52.46
8104,1.42,0.0,0.0,0.0,68.65,43.7,50.09
8105,1.33,0.63,0.0,0.0,68.0,38.69,48.21
8106,1.72,4.0,0.0,0.0,68.0,31.64,46.46
8107,1.88,4.69,0.0,0.0,68.0,30.42,45.72
8108,2.11,6.79,0.0,0.0,68.0,27.57,44.64
8109,1.65,7.84,0.0,0.0,68.0,27.22,44.12
8110,1.49,8.86,0.0,0.0,68.0,27.09,43.71
8111,1.31,10.64,0.0,0.0,68.0,26.22,43.17
8112,2.32,12.34,0.0,0.0,68.0,26.92,42.94
8113,0.75,13.63,0.0,0.0,68.0,26.87,42.63
8114,0.68,15.12,0.0,0.0,68.0,26.04,42.17
8115,0.66,16.54,0.0,0.0,68.0,25.05,41.67
8116,0.97,17.47,0.0,0.0,68.0,24.95,41.36
8117,0.63,17.99,0.0,0.0,68.0,24.54,41.09
8118,0.75,18.49,0.0,0.0,68.0,24.78,40.83
8119,1.02,17.96,0.0,0.0,68.0,24.14,40.78
8120,1.2,17.83,0.0,0.0,68.0,24.04,40.61
8121,1.14,17.94,0.0,0.0,68.0,26.53,40.62
8122,4.74,18.58,0.0,0.0,68.0,27.92,40.72
8123,3.41,18.22,0.0,0.0,68.0,28.07,40.68
8124,1.45,15.74,0.0,0.0,68.0,31.86,41.38
8125,1.09,14.28,0.0,0.0,68.0,33.98,41.92
8126,1.06,9.72,0.0,0.0,68.0,37.98,43.01
8127,1.09,10.68,0.0,0.0,68.0,35.44,42.69
8128,1.47,12.13,0.0,0.0,68.0,32.5,42.1
8129,1.4,13.41,0.0,0.0,68.0,30.47,41.63
8130,1.78,13.66,0.0,0.0,68.0,28.48,41.11
8131,2.27,13.76,0.0,0.0,68.0,27.28,40.71
8132,4.38,12.66,0.0,0.0,68.0,28.04,40.71
8133,1.97,14.19,0.0,0.0,68.0,26.9,40.36
8134,1.52,14.78,0.0,0.0,68.0,25.82,40.18
8135,1.34,15.55,0.0,0.0,68.0,25.44,40.03
8136,1.34,17.49,0.0,0.0,68.0,23.91,39.5
8137,0.78,18.54,0.0,0.0,68.0,24.47,39.28
8138,0.7,18.57,0.0,0.0,68.0,23.0,39.29
8139,0.98,18.85,0.0,0.0,68.0,26.44,39.32
8140,0.65,19.12,0.0,0.0,68.0,26.52,39.21
8141,0.64,19.04,0.0,0.0,68.0,27.52,39.3
8142,0.75,19.11,0.0,0.0,68.0,27.8,39.24
8143,1.34,18.73,0.0,0.0,68.0,27.85,39.16
8144,1.2,18.06,0.0,0.0,68.0,28.73,39.27
8145,4.15,18.66,0.0,0.0,68.0,28.82,39.27
8146,1.7,18.14,0.0,0.0,68.0,28.98,39.28
8147,1.12,17.43,0.0,0.0,68.0,29.07,39.33
8148,2.51,17.0,0.0,0.0,68.0,30.11,39.56
8149,1.4,15.7,0.0,0.0,68.0,31.16,39.82
8150,1.1,15.59,0.0,0.0,68.0,30.6,39.74
8151,1.16,15.83,0.0,0.0,68.0,30.32,39.74
8152,1.47,15.72,0.0,0.0,68.0,30.52,39.73
8153,1.41,15.59,0.0,0.0,68.0,30.29,39.67
8154,2.11,14.64,0.0,0.0,68.0,30.86,39.77
8155,1.93,14.76,0.0,0.0,68.0,28.99,39.36
8156,2.58,15.4,0.0,0.0,68.0,28.01,39.07
8157,1.7,16.32,0.0,0.0,68.0,26.11,38.58
8158,1.53,16.89,0.0,0.0,68.0,25.9,38.39
8159,1.69,18.44,0.0,0.0,68.0,24.03,37.87
8160,1.02,19.66,0.0,0.0,68.0,22.92,37.46
8161,1.11,20.18,0.0,0.0,68.0,23.78,37.44
8162,0.72,21.58,0.0,0.0,68.0,21.79,36.9
8163,0.67,19.76,0.0,0.0,68.0,27.44,37.74
8164,0.66,19.85,0.0,0.0,68.0,27.23,37.78
8165,0.64,20.3,0.0,0.0,68.0,27.72,37.73
8166,1.95,18.01,0.0,0.0,68.0,33.48,38.78
8167,3.49,17.4,0.0,0.0,68.0,35.52,39.37
8168,1.18,15.57,0.0,0.0,68.0,36.68,39.79
8169,1.12,13.97,0.0,0.0,68.0,37.67,40.28
8170,1.07,12.43,0.0,0.0,68.0,39.8,41.05
8171,5.82,12.65,0.0,0.0,68.0,42.01,41.89
8172,4.02,6.4,0.0,0.0,68.0,49.85,44.51
8173,1.41,8.32,0.0,0.0,68.0,39.6,43.08
8174,1.37,6.67,0.0,0.0,68.0,37.89,42.1
8175,1.07,6.35,0.0,0.0,68.0,35.82,41.97
8176,1.13,6.66,0.0,0.0,68.0,35.85,41.96
