Hour,Electricity Use [kWh],Natural Gas Use [kBtu],Fuel Oil Use [kBtu],Propane Use [kBtu],Living Temperature [F],Unvented Attic Temperature [F],Vented Crawlspace Temperature [F]
2262,0.69,11.44,0.0,0.0,68.0,32.99,40.63
2263,0.99,9.43,0.0,0.0,68.0,33.73,40.6
2264,0.88,7.63,0.0,0.0,68.0,36.44,40.63
2265,3.95,6.69,0.0,0.0,68.0,40.89,41.66
2266,1.45,2.82,0.0,0.0,68.0,48.29,43.18
2267,0.79,0.83,0.0,0.0,68.0,59.46,44.87
2268,2.37,0.0,0.0,0.0,68.09,70.15,46.33
2269,0.93,0.0,0.0,0.0,68.75,78.36,47.87
2270,0.73,0.0,0.0,0.0,69.18,85.03,48.62
2271,0.94,0.0,0.0,0.0,69.96,88.27,49.49
2272,0.87,0.0,0.0,0.0,70.73,89.61,50.21
2273,0.84,0.0,0.0,0.0,71.45,87.13,50.78
2274,1.41,0.0,0.0,0.0,71.47,79.69,50.3
2275,1.15,0.0,0.0,0.0,70.16,69.27,47.86
2276,1.9,0.0,0.0,0.0,69.45,60.6,46.93
2277,1.23,0.0,0.0,0.0,68.91,53.46,45.43
2278,1.24,0.0,0.0,0.0,68.44,47.74,44.68
2279,1.35,0.63,0.0,0.0,68.0,43.12,44.07
2280,0.75,2.77,0.0,0.0,68.0,39.54,43.66
2281,0.9,3.35,0.0,0.0,68.0,37.72,44.09
2282,0.54,4.57,0.0,0.0,68.0,36.77,43.72
2283,0.52,5.27,0.0,0.0,68.0,35.86,43.49
2284,0.51,6.63,0.0,0.0,68.0,34.55,42.92
2285,0.51,7.95,0.0,0.0,68.0,33.18,42.5
2286,2.06,8.71,0.0,0.0,68.0,32.09,42.07
2287,3.04,6.16,0.0,0.0,68.0,33.63,42.59
2288,1.09,1.75,0.0,0.0,68.0,39.08,43.75
2289,0.79,0.0,0.0,0.0,68.28,48.12,45.37
2290,0.71,0.0,0.0,0.0,68.97,60.71,47.82
2291,5.4,0.0,0.0,0.0,69.1,73.57,49.65
2292,3.89,0.0,0.0,0.0,69.93,82.76,50.95
2293,1.09,0.0,0.0,0.0,70.85,87.19,52.52
2294,1.06,0.0,0.0,0.0,71.72,89.07,54.08
2295,0.74,0.0,0.0,0.0,72.77,88.94,55.13
2296,0.74,0.0,0.0,0.0,73.74,87.31,55.98
2297,0.84,0.0,0.0,0.0,74.61,84.99,56.58
2298,1.74,0.0,0.0,0.0,74.96,81.01,56.6
2299,1.1,0.0,0.0,0.0,74.06,73.97,55.17
2300,1.92,0.0,0.0,0.0,73.3,66.68,54.39
2301,1.55,0.0,0.0,0.0,73.17,61.54,53.82
2302,1.71,0.0,0.0,0.0,72.88,57.61,52.69
2303,1.33,0.0,0.0,0.0,72.32,54.14,51.76
2304,0.73,0.0,0.0,0.0,71.76,51.33,51.06
2305,0.56,0.0,0.0,0.0,71.2,48.81,50.11
2306,1.25,0.0,0.0,0.0,70.56,46.26,49.19
2307,0.49,0.0,0.0,0.0,70.28,44.16,49.52
2308,0.47,0.0,0.0,0.0,69.74,42.64,48.86
2309,0.46,0.0,0.0,0.0,68.9,40.79,47.24
2310,5.01,0.0,0.0,0.0,68.02,38.61,46.81
2311,1.25,0.0,0.0,0.0,69.02,40.0,47.93
2312,0.79,0.0,0.0,0.0,70.85,46.33,50.62
2313,0.74,0.0,0.0,0.0,71.77,54.92,52.52
2314,1.44,0.0,0.0,0.0,72.36,64.27,53.76
2315,0.73,0.0,0.0,0.0,73.03,72.71,55.36
2316,1.36,0.0,0.0,0.0,73.85,79.18,56.5
2317,2.81,0.0,0.0,0.0,74.75,84.41,57.76
2318,1.45,0.0,0.0,0.0,75.3,87.42,58.72
2319,0.74,0.0,0.0,0.0,76.32,88.76,59.48
2320,1.07,0.0,0.0,0.0,77.12,87.47,59.64
2321,0.84,0.0,0.0,0.0,77.67,84.03,59.86
2322,1.75,0.0,0.0,0.0,76.87,78.97,59.26
2323,2.46,0.0,0.0,0.0,76.6,72.71,57.98
2324,1.45,0.0,0.0,0.0,76.31,67.35,56.9
2325,2.32,0.0,0.0,0.0,75.94,63.08,55.96
2326,6.33,0.0,0.0,0.0,75.5,59.48,54.75
2327,1.54,0.0,0.0,0.0,74.96,55.85,53.45
2328,1.05,0.0,0.0,0.0,74.56,53.07,53.17
2329,0.51,0.0,0.0,0.0,74.38,52.06,54.18
2330,0.51,0.0,0.0,0.0,73.62,50.75,52.35
2331,0.49,0.0,0.0,0.0,73.09,49.22,51.88
2332,1.25,0.0,0.0,0.0,72.26,48.09,51.1
2333,3.94,0.0,0.0,0.0,71.56,47.21,50.78
2334,0.53,0.0,0.0,0.0,71.17,46.26,50.32
2335,2.13,0.0,0.0,0.0,71.36,46.73,50.33
2336,1.16,0.0,0.0,0.0,71.04,47.67,50.61
2337,0.74,0.0,0.0,0.0,71.63,50.82,51.46
2338,1.75,0.0,0.0,0.0,72.8,57.25,53.49
2339,0.89,0.0,0.0,0.0,73.65,65.87,55.12
2340,0.75,0.0,0.0,0.0,74.28,73.56,55.88
2341,1.12,0.0,0.0,0.0,74.91,79.34,56.84
2342,0.73,0.0,0.0,0.0,75.46,82.65,57.66
2343,0.74,0.0,0.0,0.0,76.26,84.15,57.92
2344,0.74,0.0,0.0,0.0,77.0,84.9,58.24
2345,2.41,0.0,0.0,0.0,77.51,82.56,58.45
2346,2.07,0.0,0.0,0.0,77.34,77.64,58.23
2347,1.15,0.0,0.0,0.0,76.05,70.28,55.96
2348,1.16,0.0,0.0,0.0,75.29,62.11,53.28
2349,1.23,0.0,0.0,0.0,74.61,55.04,51.15
2350,1.58,0.0,0.0,0.0,73.95,49.3,50.29
2351,1.01,0.0,0.0,0.0,73.31,44.88,49.61
2352,1.06,0.0,0.0,0.0,72.59,41.67,49.02
2353,0.56,0.0,0.0,0.0,71.8,39.17,48.32
2354,0.51,0.0,0.0,0.0,70.79,36.32,46.92
2355,0.49,0.0,0.0,0.0,70.2,34.41,47.12
2356,0.47,0.0,0.0,0.0,69.47,33.22,46.57
2357,0.77,0.0,0.0,0.0,68.87,32.78,46.69
2358,0.53,0.0,0.0,0.0,68.18,32.72,46.25
2359,0.7,0.0,0.0,0.0,69.0,35.4,47.63
2360,0.84,0.0,0.0,0.0,70.37,41.12,49.41
2361,2.5,0.0,0.0,0.0,71.32,48.81,51.48
2362,1.03,0.0,0.0,0.0,71.95,57.21,53.05
2363,0.73,0.0,0.0,0.0,72.38,64.77,54.31
2364,0.75,0.0,0.0,0.0,72.98,70.73,55.4
2365,1.07,0.0,0.0,0.0,73.43,74.54,55.77
2366,0.73,0.0,0.0,0.0,73.51,75.11,56.2
2367,1.07,0.0,0.0,0.0,74.19,76.16,56.56
2368,1.16,0.0,0.0,0.0,74.68,76.16,55.96
2369,0.84,0.0,0.0,0.0,75.06,72.49,55.41
2370,1.78,0.0,0.0,0.0,73.97,66.3,54.04
2371,3.23,0.0,0.0,0.0,73.05,59.76,52.45
2372,1.4,0.0,0.0,0.0,72.65,54.49,51.36
2373,1.23,0.0,0.0,0.0,71.94,49.95,49.46
2374,1.54,0.0,0.0,0.0,71.64,46.2,49.51
2375,1.04,0.0,0.0,0.0,71.15,44.0,49.5
2376,0.73,0.0,0.0,0.0,70.36,42.46,48.74
2377,0.56,0.0,0.0,0.0,69.67,40.95,48.39
2378,0.51,0.0,0.0,0.0,69.0,39.77,48.09
2379,0.49,0.0,0.0,0.0,68.13,38.87,47.6
2380,0.48,1.57,0.0,0.0,68.0,38.11,47.28
2381,0.48,3.18,0.0,0.0,68.0,37.51,47.0
2382,0.87,4.25,0.0,0.0,68.0,36.8,46.53
2383,0.71,1.37,0.0,0.0,68.0,38.32,47.21
2384,0.98,0.0,0.0,0.0,68.58,42.34,47.6
2385,0.97,0.0,0.0,0.0,68.79,47.37,48.33
2386,1.12,0.0,0.0,0.0,69.37,54.27,49.31
2387,1.12,0.0,0.0,0.0,69.73,60.67,50.12
2388,0.75,0.0,0.0,0.0,70.29,66.75,51.44
2389,1.06,0.0,0.0,0.0,70.61,70.76,52.02
2390,0.73,0.0,0.0,0.0,71.08,73.95,52.71
2391,0.74,0.0,0.0,0.0,71.82,75.4,52.98
2392,1.07,0.0,0.0,0.0,71.59,72.27,53.06
2393,0.89,0.0,0.0,0.0,71.98,67.56,52.73
2394,1.09,0.0,0.0,0.0,72.32,63.54,52.01
2395,1.46,0.0,0.0,0.0,71.17,57.73,49.97
2396,1.16,0.0,0.0,0.0,70.19,51.39,48.66
2397,1.23,0.0,0.0,0.0,69.65,45.56,47.68
2398,1.24,0.0,0.0,0.0,68.87,40.7,46.36
2399,1.01,0.51,0.0,0.0,68.0,36.41,45.05
2400,2.12,3.31,0.0,0.0,68.0,33.26,45.05
2401,0.6,5.81,0.0,0.0,68.0,30.51,43.93
2402,0.87,7.12,0.0,0.0,68.0,27.96,43.39
2403,0.55,9.74,0.0,0.0,68.0,25.35,42.05
2404,0.54,11.44,0.0,0.0,68.0,22.83,41.28
2405,0.54,13.16,0.0,0.0,68.0,20.64,40.56
2406,0.61,13.47,0.0,0.0,68.0,19.35,40.53
2407,0.75,7.06,0.0,0.0,68.0,22.7,42.45
2408,0.85,2.92,0.0,0.0,68.0,30.45,44.19
2409,1.11,1.16,0.0,0.0,68.0,41.17,45.53
2410,4.12,0.64,0.0,0.0,68.0,53.14,46.98
2411,3.49,0.15,0.0,0.0,68.0,63.91,49.3
2412,0.75,0.0,0.0,0.0,68.47,72.79,50.63
2413,0.73,0.0,0.0,0.0,68.93,82.63,51.78
2414,1.05,0.0,0.0,0.0,69.62,89.83,53.43
2415,0.74,0.0,0.0,0.0,70.31,90.27,54.06
2416,0.74,0.0,0.0,0.0,71.36,87.97,54.97
2417,0.84,0.0,0.0,0.0,72.16,83.85,55.06
2418,1.04,0.0,0.0,0.0,72.39,77.99,54.57
2419,1.48,0.0,0.0,0.0,71.17,69.48,52.6
2420,4.06,0.0,0.0,0.0,70.81,62.67,52.07
2421,1.3,0.0,0.0,0.0,70.3,57.34,50.7
2422,1.24,0.0,0.0,0.0,70.09,53.45,50.63
2423,1.01,0.0,0.0,0.0,69.05,49.09,47.72
2424,1.06,0.0,0.0,0.0,68.26,44.51,47.15
2425,0.57,1.88,0.0,0.0,68.0,40.57,46.31
2426,0.56,2.36,0.0,0.0,68.0,38.35,46.92
2427,0.78,3.55,0.0,0.0,68.0,37.33,46.74
2428,0.5,5.09,0.0,0.0,68.0,36.21,45.87
2429,0.49,6.01,0.0,0.0,68.0,34.91,45.55
2430,0.57,7.05,0.0,0.0,68.0,33.67,45.11
2431,1.03,2.21,0.0,0.0,68.0,36.36,46.51
2432,0.84,0.0,0.0,0.0,68.51,43.89,47.96
2433,3.82,0.0,0.0,0.0,68.98,55.36,49.59
2434,1.35,0.0,0.0,0.0,69.49,70.9,51.85
2435,0.73,0.0,0.0,0.0,70.03,85.86,53.71
2436,2.24,0.0,0.0,0.0,70.75,95.33,55.42
2437,0.97,0.0,0.0,0.0,71.52,99.75,56.83
2438,0.73,0.0,0.0,0.0,72.18,101.58,57.94
2439,0.77,0.0,0.0,0.0,73.31,101.4,58.82
2440,1.03,0.0,0.0,0.0,73.82,96.62,59.1
2441,0.84,0.0,0.0,0.0,73.88,89.21,59.24
2442,1.36,0.0,0.0,0.0,74.4,82.57,58.86
2443,1.1,0.0,0.0,0.0,73.89,75.86,57.52
2444,1.85,0.0,0.0,0.0,73.29,69.5,56.7
2445,1.18,0.0,0.0,0.0,73.02,64.27,55.36
2446,1.24,0.0,0.0,0.0,72.67,59.55,54.07
2447,1.35,0.0,0.0,0.0,72.04,55.0,52.56
2448,0.73,0.0,0.0,0.0,71.55,51.31,51.96
2449,0.88,0.0,0.0,0.0,70.89,48.18,50.88
2450,0.51,0.0,0.0,0.0,70.47,45.84,50.83
2451,0.49,0.0,0.0,0.0,69.78,43.7,49.69
2452,0.47,0.0,0.0,0.0,69.14,41.45,49.09
2453,0.46,0.0,0.0,0.0,68.64,39.79,48.95
2454,1.78,0.0,0.0,0.0,68.35,39.08,48.68
2455,3.17,0.0,0.0,0.0,69.21,42.06,49.76
2456,0.79,0.0,0.0,0.0,70.69,48.93,51.43
2457,0.74,0.0,0.0,0.0,71.43,57.97,53.13
2458,1.03,0.0,0.0,0.0,72.01,67.53,55.04
2459,5.34,0.0,0.0,0.0,71.67,71.83,56.11
2460,3.81,0.0,0.0,0.0,72.36,74.67,57.17
2461,1.09,0.0,0.0,0.0,73.22,80.04,58.09
2462,1.06,0.0,0.0,0.0,73.5,83.82,57.86
2463,0.74,0.0,0.0,0.0,73.11,81.5,56.78
2464,0.74,0.0,0.0,0.0,72.93,76.04,57.14
2465,0.84,0.0,0.0,0.0,73.3,72.0,57.92
2466,1.74,0.0,0.0,0.0,74.0,70.31,57.57
2467,1.1,0.0,0.0,0.0,73.2,66.27,55.56
2468,1.97,0.0,0.0,0.0,72.31,60.14,53.55
2469,1.57,0.0,0.0,0.0,72.32,56.04,53.95
2470,1.79,0.0,0.0,0.0,72.09,53.64,53.25
2471,1.33,0.0,0.0,0.0,71.58,51.71,52.52
2472,0.73,0.0,0.0,0.0,71.04,49.98,52.02
2473,0.56,0.0,0.0,0.0,70.6,48.57,51.74
2474,1.25,0.0,0.0,0.0,70.07,47.58,51.47
2475,0.49,0.0,0.0,0.0,69.47,46.55,50.81
2476,0.47,0.0,0.0,0.0,68.94,45.56,50.5
2477,0.46,0.0,0.0,0.0,68.31,44.53,49.9
2478,4.98,2.1,0.0,0.0,68.0,43.01,48.85
2479,1.17,1.01,0.0,0.0,68.0,42.17,47.84
2480,0.85,2.39,0.0,0.0,68.0,41.5,47.29
2481,0.82,4.4,0.0,0.0,68.0,40.47,46.92
2482,1.52,5.5,0.0,0.0,68.0,39.4,46.59
2483,0.82,5.31,0.0,0.0,68.0,39.54,46.34
2484,1.43,4.36,0.0,0.0,68.0,41.09,46.82
2485,2.87,2.47,0.0,0.0,68.0,45.01,47.29
2486,1.52,3.69,0.0,0.0,68.0,47.01,47.27
2487,0.81,2.77,0.0,0.0,68.0,48.54,47.15
2488,1.14,3.25,0.0,0.0,68.0,49.11,47.46
2489,0.92,3.94,0.0,0.0,68.0,47.92,47.05
2490,1.77,4.77,0.0,0.0,68.0,45.55,46.67
2491,2.61,5.68,0.0,0.0,68.0,42.55,46.31
2492,1.54,6.26,0.0,0.0,68.0,40.17,46.11
2493,2.4,6.7,0.0,0.0,68.0,38.39,45.7
2494,6.68,8.08,0.0,0.0,68.0,36.55,44.9
2495,1.29,9.1,0.0,0.0,68.0,34.73,44.45
2496,1.11,9.96,0.0,0.0,68.0,33.29,44.21
2497,0.64,11.83,0.0,0.0,68.0,31.85,43.35
2498,0.59,12.66,0.0,0.0,68.0,30.54,43.0
2499,0.58,14.36,0.0,0.0,68.0,29.32,42.32
2500,1.35,15.18,0.0,0.0,68.0,28.24,41.91
2501,3.88,16.4,0.0,0.0,68.0,26.87,41.1
2502,0.62,15.46,0.0,0.0,68.0,25.75,41.1
2503,2.22,15.24,0.0,0.0,68.0,25.58,40.89
2504,1.25,14.17,0.0,0.0,68.0,26.44,41.02
2505,0.87,11.97,0.0,0.0,68.0,29.51,41.38
2506,2.07,10.7,0.0,0.0,68.0,33.77,41.83
2507,0.84,9.0,0.0,0.0,68.0,38.72,42.37
2508,0.85,7.26,0.0,0.0,68.0,43.48,42.95
2509,1.21,6.32,0.0,0.0,68.0,47.18,43.37
2510,0.82,6.36,0.0,0.0,68.0,49.34,43.33
2511,0.83,6.29,0.0,0.0,68.0,48.38,43.61
2512,1.13,4.25,0.0,0.0,68.0,48.62,43.86
2513,2.34,7.13,0.0,0.0,68.0,46.9,43.59
2514,1.9,7.55,0.0,0.0,68.0,43.01,43.3
2515,1.2,7.86,0.0,0.0,68.0,39.33,42.61
2516,1.22,9.29,0.0,0.0,68.0,36.62,42.4
2517,1.6,9.85,0.0,0.0,68.0,34.44,42.01
2518,1.65,10.71,0.0,0.0,68.0,32.23,41.25
2519,1.08,11.58,0.0,0.0,68.0,30.13,40.96
2520,1.14,12.47,0.0,0.0,68.0,28.64,40.86
2521,0.65,13.54,0.0,0.0,68.0,27.54,40.48
2522,0.6,14.12,0.0,0.0,68.0,26.87,40.39
2523,0.58,15.1,0.0,0.0,68.0,26.13,39.7
2524,0.57,15.52,0.0,0.0,68.0,25.25,39.43
2525,0.56,16.27,0.0,0.0,68.0,24.08,39.01
2526,0.62,15.56,0.0,0.0,68.0,23.22,38.83
2527,0.77,10.33,0.0,0.0,68.0,25.87,39.6
2528,1.2,6.81,0.0,0.0,68.0,32.56,40.6
2529,2.59,7.08,0.0,0.0,68.0,38.82,41.21
2530,0.8,6.43,0.0,0.0,68.0,43.83,41.6
2531,0.82,6.23,0.0,0.0,68.0,46.42,42.04
2532,1.17,7.91,0.0,0.0,68.0,45.53,41.35
2533,1.17,7.28,0.0,0.0,68.0,44.67,41.78
2534,0.83,8.86,0.0,0.0,68.0,43.59,41.04
2535,0.85,9.97,0.0,0.0,68.0,40.97,40.71
2536,1.62,10.4,0.0,0.0,68.0,38.48,40.67
2537,0.95,9.86,0.0,0.0,68.0,37.23,40.88
2538,1.5,10.94,0.0,0.0,68.0,35.91,40.78
2539,3.62,10.78,0.0,0.0,68.0,34.09,40.33
2540,1.29,11.21,0.0,0.0,68.0,32.55,40.31
2541,1.3,11.6,0.0,0.0,68.0,31.2,40.01
2542,1.65,12.16,0.0,0.0,68.0,29.87,39.63
2543,1.09,13.41,0.0,0.0,68.0,28.3,39.07
2544,0.83,14.97,0.0,0.0,68.0,26.31,38.29
2545,0.66,16.32,0.0,0.0,68.0,23.9,37.64
2546,0.61,16.96,0.0,0.0,68.0,21.75,37.31
2547,0.59,17.16,0.0,0.0,68.0,20.57,37.21
2548,0.58,17.96,0.0,0.0,68.0,20.01,36.78
2549,0.72,18.75,0.0,0.0,68.0,19.45,36.34
2550,0.81,18.22,0.0,0.0,68.0,19.19,36.14
2551,0.79,13.65,0.0,0.0,68.0,21.61,36.64
2552,1.2,9.99,0.0,0.0,68.0,26.82,37.7
2553,0.87,7.78,0.0,0.0,68.0,34.23,38.79
2554,1.15,5.56,0.0,0.0,68.0,44.22,40.16
2555,1.15,4.87,0.0,0.0,68.0,57.28,41.18
2556,0.82,3.24,0.0,0.0,68.0,69.84,42.66
2557,1.12,2.14,0.0,0.0,68.0,80.3,44.47
2558,0.78,0.67,0.0,0.0,68.0,87.86,46.47
2559,0.74,0.0,0.0,0.0,68.59,91.85,47.67
2560,1.07,0.0,0.0,0.0,69.55,91.08,48.9
2561,0.84,0.0,0.0,0.0,70.57,88.05,49.94
2562,1.04,0.0,0.0,0.0,70.92,82.21,50.19
2563,1.46,0.0,0.0,0.0,70.0,72.67,49.07
2564,1.16,0.0,0.0,0.0,69.03,63.58,47.68
2565,1.23,0.0,0.0,0.0,68.61,56.92,46.78
2566,1.24,0.0,0.0,0.0,68.37,52.12,46.37
2567,1.01,0.0,0.0,0.0,68.03,48.75,46.34
2568,2.1,1.87,0.0,0.0,68.0,46.35,46.13
2569,0.58,2.9,0.0,0.0,68.0,44.44,45.64
2570,0.53,3.35,0.0,0.0,68.0,43.07,45.74
2571,0.83,4.15,0.0,0.0,68.0,41.87,45.41
2572,0.5,5.19,0.0,0.0,68.0,40.74,45.01
2573,0.5,6.17,0.0,0.0,68.0,39.64,44.69
2574,0.56,5.5,0.0,0.0,68.0,39.39,45.02
2575,0.65,0.03,0.0,0.0,68.0,43.43,47.8
2576,0.79,0.0,0.0,0.0,69.33,51.45,50.4
2577,1.06,0.0,0.0,0.0,70.11,61.4,51.73
2578,4.01,0.0,0.0,0.0,70.34,70.82,52.98
2579,3.32,0.0,0.0,0.0,70.66,79.98,54.2
2580,1.0,0.0,0.0,0.0,71.44,88.98,55.26
2581,0.8,0.0,0.0,0.0,72.21,94.53,56.25
2582,0.73,0.0,0.0,0.0,72.87,96.55,57.04
2583,0.74,0.0,0.0,0.0,73.79,97.54,57.77
2584,0.74,0.0,0.0,0.0,74.17,94.97,58.42
2585,0.84,0.0,0.0,0.0,74.1,89.0,58.09
2586,1.04,0.0,0.0,0.0,74.66,82.35,58.0
2587,1.43,0.0,0.0,0.0,74.75,76.06,57.67
2588,4.09,0.0,0.0,0.0,74.31,70.1,56.12
2589,1.2,0.0,0.0,0.0,73.75,64.74,55.18
2590,1.19,0.0,0.0,0.0,73.44,60.41,54.31
2591,1.01,0.0,0.0,0.0,72.92,56.75,53.08
2592,1.06,0.0,0.0,0.0,72.43,53.85,52.53
2593,0.56,0.0,0.0,0.0,71.91,51.61,51.65
2594,0.51,0.0,0.0,0.0,71.36,49.54,50.92
2595,0.8,0.0,0.0,0.0,70.89,47.76,50.52
2596,0.47,0.0,0.0,0.0,70.38,46.28,50.02
2597,0.46,0.0,0.0,0.0,69.92,45.28,49.93
2598,0.53,0.0,0.0,0.0,69.94,45.32,50.25
2599,0.65,0.0,0.0,0.0,71.12,48.3,51.49
2600,1.12,0.0,0.0,0.0,72.81,55.55,54.36
2601,3.7,0.0,0.0,0.0,73.58,66.44,56.14
2602,1.35,0.0,0.0,0.0,74.12,80.24,57.19
2603,0.73,0.0,0.0,0.0,74.64,91.99,58.19
2604,2.13,0.0,0.0,0.0,75.12,94.63,59.41
2605,1.04,0.0,0.0,0.0,75.91,97.63,60.23
2606,0.73,0.0,0.0,0.0,76.89,103.74,61.46
2607,0.74,0.0,0.0,0.0,77.78,106.62,61.9
2608,1.12,0.0,0.0,0.0,78.0,105.11,62.62
2609,0.93,0.0,0.0,0.0,78.0,101.03,62.76
2610,1.49,0.0,0.0,0.0,78.0,95.6,62.2
2611,1.1,0.0,0.0,0.0,77.87,87.28,61.38
2612,1.85,0.0,0.0,0.0,77.62,79.19,60.79
2613,1.18,0.0,0.0,0.0,77.34,72.87,59.58
2614,1.19,0.0,0.0,0.0,77.16,67.63,58.0
2615,1.3,0.0,0.0,0.0,76.85,63.2,57.17
2616,0.73,0.0,0.0,0.0,76.37,59.38,55.92
2617,0.51,0.0,0.0,0.0,76.05,56.55,55.85
2618,0.51,0.0,0.0,0.0,75.4,54.07,54.5
2619,0.8,0.0,0.0,0.0,74.78,51.56,53.4
2620,0.47,0.0,0.0,0.0,74.38,49.79,53.46
2621,0.46,0.0,0.0,0.0,74.02,48.59,53.42
2622,1.59,0.0,0.0,0.0,73.62,47.56,52.9
2623,3.33,0.0,0.0,0.0,73.66,48.83,53.83
2624,0.8,0.0,0.0,0.0,74.37,53.49,55.54
2625,0.74,0.0,0.0,0.0,75.42,61.85,57.52
2626,0.71,0.0,0.0,0.0,76.4,75.89,58.69
2627,5.4,0.0,0.0,0.0,76.55,91.9,59.85
2628,3.74,0.0,0.0,0.0,77.02,98.09,60.54
2629,1.09,0.0,0.0,0.0,77.66,96.98,61.66
2630,1.06,0.0,0.0,0.0,77.98,97.7,62.35
2631,0.74,0.0,0.0,0.0,77.56,94.69,62.46
2632,0.74,0.0,0.0,0.0,77.58,88.36,62.45
2633,0.84,0.0,0.0,0.0,77.43,82.37,61.98
2634,1.74,0.0,0.0,0.0,77.41,77.56,61.46
2635,1.1,0.0,0.0,0.0,77.47,73.04,60.51
2636,1.57,0.0,0.0,0.0,77.12,68.75,59.52
2637,1.55,0.0,0.0,0.0,76.9,64.77,58.39
2638,2.07,0.0,0.0,0.0,77.01,62.25,58.89
2639,1.28,0.0,0.0,0.0,76.49,60.23,57.74
2640,0.68,0.0,0.0,0.0,75.91,57.7,56.54
2641,0.56,0.0,0.0,0.0,75.34,55.06,55.61
2642,1.25,0.0,0.0,0.0,74.76,52.71,54.95
2643,0.49,0.0,0.0,0.0,74.21,50.74,54.16
2644,0.47,0.0,0.0,0.0,73.47,48.23,52.95
2645,0.46,0.0,0.0,0.0,72.96,45.79,52.73
2646,4.86,0.0,0.0,0.0,72.07,43.88,52.01
2647,1.07,0.0,0.0,0.0,73.38,46.36,52.99
2648,0.79,0.0,0.0,0.0,74.8,53.07,53.98
2649,0.74,0.0,0.0,0.0,75.44,61.94,55.6
2650,1.43,0.0,0.0,0.0,75.65,71.56,56.76
2651,0.73,0.0,0.0,0.0,75.97,80.77,57.79
2652,1.35,0.0,0.0,0.0,76.45,87.77,58.32
2653,2.79,0.0,0.0,0.0,76.97,91.61,59.0
2654,1.45,0.0,0.0,0.0,77.36,93.89,59.72
2655,0.74,0.0,0.0,0.0,76.83,89.75,59.44
2656,1.07,0.0,0.0,0.0,76.57,81.41,58.67
2657,0.84,0.0,0.0,0.0,76.76,75.0,58.63
2658,1.39,0.0,0.0,0.0,76.41,70.12,57.68
2659,2.49,0.0,0.0,0.0,75.46,64.0,55.13
2660,1.5,0.0,0.0,0.0,75.08,58.62,54.4
2661,2.36,0.0,0.0,0.0,74.83,54.59,53.77
2662,6.55,0.0,0.0,0.0,74.33,51.45,53.11
2663,1.4,0.0,0.0,0.0,73.72,48.87,52.48
2664,1.05,0.0,0.0,0.0,73.08,46.67,51.89
2665,0.56,0.0,0.0,0.0,72.43,44.73,51.36
2666,0.51,0.0,0.0,0.0,71.71,42.98,50.7
2667,0.49,0.0,0.0,0.0,70.96,41.32,50.07
2668,1.25,0.0,0.0,0.0,70.09,39.3,48.99
2669,3.61,0.0,0.0,0.0,69.24,37.18,48.54
2670,0.53,0.0,0.0,0.0,68.68,35.59,48.16
2671,2.21,0.0,0.0,0.0,68.1,34.93,47.8
2672,1.09,1.21,0.0,0.0,68.0,35.3,47.51
2673,0.81,2.7,0.0,0.0,68.0,36.59,47.27
2674,2.01,3.82,0.0,0.0,68.0,38.15,47.24
2675,0.81,3.64,0.0,0.0,68.0,39.92,47.61
2676,0.83,4.42,0.0,0.0,68.0,41.38,47.38
2677,1.2,4.46,0.0,0.0,68.0,42.95,47.3
2678,0.81,4.43,0.0,0.0,68.0,44.71,47.34
2679,0.82,4.42,0.0,0.0,68.0,46.3,47.36
2680,0.83,4.96,0.0,0.0,68.0,46.39,47.46
2681,2.54,5.78,0.0,0.0,68.0,45.1,47.38
2682,2.07,5.59,0.0,0.0,68.0,43.45,47.44
2683,1.19,6.51,0.0,0.0,68.0,41.95,47.22
2684,1.2,7.28,0.0,0.0,68.0,40.32,46.79
2685,1.27,7.72,0.0,0.0,68.0,38.84,46.43
2686,1.63,8.2,0.0,0.0,68.0,37.53,46.03
2687,1.07,9.0,0.0,0.0,68.0,36.04,45.46
2688,1.13,9.83,0.0,0.0,68.0,34.6,45.21
2689,0.63,10.41,0.0,0.0,68.0,33.24,45.0
2690,0.58,11.07,0.0,0.0,68.0,32.38,44.79
2691,0.56,11.49,0.0,0.0,68.0,31.97,44.6
2692,0.55,12.15,0.0,0.0,68.0,31.56,44.22
2693,0.85,12.52,0.0,0.0,68.0,31.12,44.01
2694,0.61,12.96,0.0,0.0,68.0,30.74,43.69
2695,0.78,12.56,0.0,0.0,68.0,31.12,43.49
2696,0.91,12.22,0.0,0.0,68.0,31.92,43.33
2697,2.61,11.97,0.0,0.0,68.0,32.83,43.22
2698,1.15,11.81,0.0,0.0,68.0,34.33,43.15
2699,0.85,11.09,0.0,0.0,68.0,36.85,43.27
2700,0.86,10.24,0.0,0.0,68.0,40.33,43.49
2701,1.18,9.72,0.0,0.0,68.0,44.04,43.54
2702,0.83,8.58,0.0,0.0,68.0,48.49,43.61
2703,1.17,7.69,0.0,0.0,68.0,52.31,43.99
2704,1.26,7.71,0.0,0.0,68.0,53.37,44.28
2705,0.95,8.42,0.0,0.0,68.0,51.34,44.08
2706,1.61,8.72,0.0,0.0,68.0,47.48,43.85
2707,3.46,8.02,0.0,0.0,68.0,44.42,43.82
2708,1.21,8.32,0.0,0.0,68.0,41.75,43.73
2709,1.28,8.38,0.0,0.0,68.0,39.16,43.79
