Hour,Electricity Use [kWh],Natural Gas Use [kBtu],Fuel Oil Use [kBtu],Propane Use [kBtu],Living Temperature [F],Unvented Attic Temperature [F],Vented Crawlspace Temperature [F]
461,0.58,10.85,0.0,0.0,68.0,21.86,37.62
462,5.02,12.95,0.0,0.0,68.0,21.31,37.27
463,1.67,12.57,0.0,0.0,68.0,20.94,37.13
464,1.0,11.41,0.0,0.0,68.0,21.22,36.97
465,0.92,8.31,0.0,0.0,68.0,23.63,37.02
466,1.58,4.29,0.0,0.0,68.0,30.0,37.99
467,0.86,2.41,0.0,0.0,68.0,38.13,39.3
468,1.47,0.53,0.0,0.0,68.0,46.24,40.06
469,3.05,0.0,0.0,0.0,68.45,52.96,41.21
470,1.49,0.0,0.0,0.0,68.87,57.48,43.21
471,0.87,0.0,0.0,0.0,69.64,60.08,44.59
472,1.22,0.0,0.0,0.0,70.17,59.88,45.27
473,1.05,0.0,0.0,0.0,69.79,57.1,44.84
474,2.07,0.0,0.0,0.0,68.69,52.21,43.61
475,2.88,0.86,0.0,0.0,68.0,46.49,41.61
476,1.79,2.45,0.0,0.0,68.0,41.2,41.02
477,2.54,3.81,0.0,0.0,68.0,37.07,40.06
478,6.65,5.25,0.0,0.0,68.0,33.8,39.64
479,1.92,6.74,0.0,0.0,68.0,31.16,38.93
480,1.18,8.21,0.0,0.0,68.0,28.9,38.43
481,0.69,10.47,0.0,0.0,68.0,26.7,37.53
482,0.64,12.02,0.0,0.0,68.0,24.69,36.94
483,0.63,13.36,0.0,0.0,68.0,23.04,36.41
484,1.41,14.53,0.0,0.0,68.0,21.79,36.03
485,4.3,16.36,0.0,0.0,68.0,20.76,35.48
486,0.8,16.24,0.0,0.0,68.0,19.76,35.13
487,2.36,16.19,0.0,0.0,68.0,19.19,35.18
488,1.33,12.62,0.0,0.0,68.0,20.53,36.31
489,0.91,6.97,0.0,0.0,68.0,25.26,38.23
490,2.11,2.62,0.0,0.0,68.0,33.97,40.57
491,0.79,0.0,0.0,0.0,68.15,45.06,43.88
492,0.81,0.0,0.0,0.0,68.85,56.09,45.29
493,1.18,0.0,0.0,0.0,69.65,65.65,46.82
494,0.8,0.0,0.0,0.0,70.11,72.54,48.19
495,0.82,0.0,0.0,0.0,70.93,75.31,49.15
496,0.83,0.0,0.0,0.0,71.53,74.72,49.73
497,2.88,0.0,0.0,0.0,70.59,69.74,48.83
498,2.19,0.0,0.0,0.0,69.64,62.17,47.56
499,1.46,0.0,0.0,0.0,68.9,54.47,44.65
500,1.43,0.0,0.0,0.0,68.6,49.05,44.2
501,1.37,0.0,0.0,0.0,68.05,44.86,43.02
502,1.61,1.85,0.0,0.0,68.0,41.51,42.33
503,1.42,3.21,0.0,0.0,68.0,39.07,41.75
504,0.84,4.43,0.0,0.0,68.0,37.19,41.4
505,0.97,5.39,0.0,0.0,68.0,35.78,41.12
506,0.6,6.63,0.0,0.0,68.0,34.51,40.7
507,0.59,7.68,0.0,0.0,68.0,33.31,40.45
508,0.58,9.22,0.0,0.0,68.0,32.01,39.78
509,0.57,9.86,0.0,0.0,68.0,30.99,39.7
510,0.65,10.67,0.0,0.0,68.0,30.0,39.29
511,0.85,10.98,0.0,0.0,68.0,29.09,39.05
512,1.3,8.44,0.0,0.0,68.0,29.53,39.58
513,2.68,3.61,0.0,0.0,68.0,32.85,41.01
514,0.82,0.0,0.0,0.0,68.23,39.32,43.34
515,0.79,0.0,0.0,0.0,69.05,48.93,46.26
516,1.13,0.0,0.0,0.0,69.94,58.62,47.76
517,1.14,0.0,0.0,0.0,70.73,66.6,49.27
518,0.8,0.0,0.0,0.0,71.36,71.76,50.28
519,1.15,0.0,0.0,0.0,72.3,75.35,51.18
520,1.26,0.0,0.0,0.0,73.06,75.67,51.59
521,1.0,0.0,0.0,0.0,72.81,71.45,50.74
522,2.01,0.0,0.0,0.0,71.39,64.11,48.68
523,3.68,0.0,0.0,0.0,70.49,56.6,46.67
524,1.72,0.0,0.0,0.0,70.14,50.5,45.46
525,1.37,0.0,0.0,0.0,69.74,46.19,44.75
526,1.59,0.0,0.0,0.0,68.97,42.53,43.23
527,1.08,0.0,0.0,0.0,68.07,38.96,41.99
528,0.83,2.18,0.0,0.0,68.0,36.31,41.88
529,0.65,3.83,0.0,0.0,68.0,34.61,41.52
530,0.6,6.42,0.0,0.0,68.0,32.75,40.17
531,0.58,6.66,0.0,0.0,68.0,31.23,40.31
532,0.57,7.45,0.0,0.0,68.0,30.37,40.22
533,0.88,8.77,0.0,0.0,68.0,29.96,39.92
534,0.65,10.01,0.0,0.0,68.0,29.27,39.3
535,0.84,9.79,0.0,0.0,68.0,28.78,39.59
536,1.32,8.62,0.0,0.0,68.0,29.6,39.92
537,0.89,3.77,0.0,0.0,68.0,33.09,41.55
538,1.19,1.54,0.0,0.0,68.0,39.75,44.06
539,1.27,0.0,0.0,0.0,68.1,48.36,46.49
540,1.01,0.0,0.0,0.0,68.51,55.95,47.88
541,0.79,0.0,0.0,0.0,69.3,63.26,49.11
542,0.8,0.0,0.0,0.0,70.34,70.14,50.29
543,0.82,0.0,0.0,0.0,71.05,73.79,51.11
544,1.17,0.0,0.0,0.0,70.93,72.9,51.46
545,1.0,0.0,0.0,0.0,70.2,68.22,50.67
546,1.67,0.0,0.0,0.0,69.47,61.61,49.08
547,1.46,0.0,0.0,0.0,69.09,55.49,47.41
548,1.43,0.0,0.0,0.0,68.57,50.84,45.85
549,1.37,0.0,0.0,0.0,68.16,47.23,44.98
550,1.26,1.52,0.0,0.0,68.0,44.15,43.9
551,1.19,2.61,0.0,0.0,68.0,41.43,43.72
552,2.54,4.02,0.0,0.0,68.0,39.31,43.41
553,0.69,5.03,0.0,0.0,68.0,37.6,42.87
554,0.6,5.73,0.0,0.0,68.0,36.44,42.84
555,0.58,6.38,0.0,0.0,68.0,35.75,42.83
556,0.57,6.89,0.0,0.0,68.0,35.71,42.9
557,0.55,7.35,0.0,0.0,68.0,35.9,42.97
558,0.95,7.26,0.0,0.0,68.0,35.89,43.36
559,0.83,7.38,0.0,0.0,68.0,35.91,43.37
560,0.98,7.74,0.0,0.0,68.0,36.18,42.62
561,0.9,6.12,0.0,0.0,68.0,37.99,43.88
562,4.76,5.19,0.0,0.0,68.0,41.98,45.69
563,3.34,0.96,0.0,0.0,68.0,49.97,47.88
564,1.14,0.0,0.0,0.0,68.19,58.83,48.85
565,0.79,0.0,0.0,0.0,68.74,66.74,49.96
566,0.8,0.0,0.0,0.0,69.56,73.56,50.63
567,0.82,0.0,0.0,0.0,70.26,76.03,51.06
568,0.83,0.0,0.0,0.0,70.37,73.79,51.1
569,1.32,0.0,0.0,0.0,70.27,68.8,50.88
570,1.34,0.0,0.0,0.0,69.53,62.43,49.53
571,1.8,0.0,0.0,0.0,68.9,55.99,47.53
572,4.27,0.0,0.0,0.0,68.88,50.86,46.98
573,1.52,0.0,0.0,0.0,68.29,46.89,45.8
574,1.26,1.5,0.0,0.0,68.0,43.38,44.32
575,1.1,3.31,0.0,0.0,68.0,40.13,43.55
576,1.17,4.44,0.0,0.0,68.0,37.62,43.14
577,0.66,5.58,0.0,0.0,68.0,35.7,42.6
578,0.94,7.46,0.0,0.0,68.0,33.78,41.65
579,0.59,8.33,0.0,0.0,68.0,31.49,41.27
580,0.58,9.37,0.0,0.0,68.0,29.75,40.93
581,0.56,9.23,0.0,0.0,68.0,28.67,41.34
582,0.97,11.79,0.0,0.0,68.0,27.18,39.64
583,0.86,12.21,0.0,0.0,68.0,25.57,39.25
584,1.33,10.41,0.0,0.0,68.0,25.41,39.41
585,4.13,5.4,0.0,0.0,68.0,29.01,41.31
586,1.29,1.04,0.0,0.0,68.0,37.61,42.75
587,1.13,2.09,0.0,0.0,68.0,47.45,43.57
588,2.3,0.74,0.0,0.0,68.0,54.85,45.75
589,0.79,0.0,0.0,0.0,68.54,60.68,46.84
590,0.8,0.0,0.0,0.0,68.67,63.21,47.7
591,1.15,0.0,0.0,0.0,69.38,64.23,48.54
592,1.21,0.0,0.0,0.0,69.32,62.6,48.13
593,1.05,0.0,0.0,0.0,68.53,58.15,47.28
594,1.35,0.58,0.0,0.0,68.0,53.26,45.82
595,1.79,1.81,0.0,0.0,68.0,48.56,44.55
596,2.19,1.69,0.0,0.0,68.0,45.49,44.67
597,1.38,1.83,0.0,0.0,68.0,43.82,45.03
598,1.27,2.95,0.0,0.0,68.0,42.52,44.32
599,1.45,3.83,0.0,0.0,68.0,41.11,43.88
600,0.85,5.23,0.0,0.0,68.0,39.14,43.29
601,0.95,6.72,0.0,0.0,68.0,36.98,42.66
602,0.65,8.26,0.0,0.0,68.0,34.87,41.84
603,0.6,9.82,0.0,0.0,68.0,32.91,40.94
604,0.6,11.96,0.0,0.0,68.0,30.6,39.64
605,0.59,13.45,0.0,0.0,68.0,28.17,38.81
606,2.12,14.03,0.0,0.0,68.0,26.0,38.18
607,3.29,15.5,0.0,0.0,68.0,23.98,37.38
608,1.34,15.57,0.0,0.0,68.0,22.33,36.6
609,0.96,15.17,0.0,0.0,68.0,21.76,36.23
610,0.9,12.54,0.0,0.0,68.0,24.0,36.24
611,5.59,12.39,0.0,0.0,68.0,28.31,36.14
612,4.3,8.83,0.0,0.0,68.0,33.9,36.6
613,1.25,6.47,0.0,0.0,68.0,39.45,37.1
614,1.22,6.44,0.0,0.0,68.0,43.31,36.72
615,0.89,4.48,0.0,0.0,68.0,45.47,36.96
616,0.91,3.58,0.0,0.0,68.0,45.72,37.07
617,1.4,5.02,0.0,0.0,68.0,43.27,37.17
618,1.75,8.24,0.0,0.0,68.0,38.5,36.88
619,1.84,8.29,0.0,0.0,68.0,33.88,36.82
620,1.95,8.88,0.0,0.0,68.0,30.46,36.83
621,1.81,9.62,0.0,0.0,68.0,28.11,36.67
622,2.2,10.22,0.0,0.0,68.0,26.59,36.68
623,1.48,11.18,0.0,0.0,68.0,25.82,36.64
624,0.89,12.13,0.0,0.0,68.0,25.53,36.61
625,0.71,13.47,0.0,0.0,68.0,25.16,36.22
626,1.41,14.18,0.0,0.0,68.0,24.74,36.16
627,0.63,14.0,0.0,0.0,68.0,24.89,36.51
628,0.61,14.21,0.0,0.0,68.0,25.4,36.57
629,0.59,13.88,0.0,0.0,68.0,26.15,37.0
630,5.11,14.93,0.0,0.0,68.0,27.14,37.17
631,1.72,13.19,0.0,0.0,68.0,28.35,37.69
632,1.01,12.22,0.0,0.0,68.0,29.91,37.98
633,0.93,9.74,0.0,0.0,68.0,32.9,38.77
634,1.6,6.52,0.0,0.0,68.0,38.43,39.69
635,0.88,5.84,0.0,0.0,68.0,43.92,40.51
636,1.49,3.01,0.0,0.0,68.0,50.03,41.42
637,3.11,3.51,0.0,0.0,68.0,53.87,41.56
638,1.49,3.04,0.0,0.0,68.0,55.61,41.93
639,0.88,2.45,0.0,0.0,68.0,55.32,41.92
640,1.24,2.9,0.0,0.0,68.0,52.74,41.7
641,1.08,4.39,0.0,0.0,68.0,48.7,40.7
642,2.1,5.62,0.0,0.0,68.0,44.11,39.73
643,2.92,6.78,0.0,0.0,68.0,39.29,39.1
644,1.99,7.36,0.0,0.0,68.0,35.81,38.79
645,2.48,7.99,0.0,0.0,68.0,33.38,38.36
646,6.7,9.43,0.0,0.0,68.0,31.19,37.74
647,1.91,11.94,0.0,0.0,68.0,28.58,36.46
648,1.21,13.04,0.0,0.0,68.0,26.1,36.09
649,0.71,14.24,0.0,0.0,68.0,23.9,35.61
650,0.65,14.57,0.0,0.0,68.0,22.58,35.63
651,0.64,15.56,0.0,0.0,68.0,21.6,35.04
652,1.43,16.16,0.0,0.0,68.0,20.86,34.91
653,4.31,17.14,0.0,0.0,68.0,20.46,34.7
654,0.82,17.42,0.0,0.0,68.0,19.59,33.99
655,2.38,19.6,0.0,0.0,68.0,17.97,32.8
656,1.37,17.92,0.0,0.0,68.0,17.05,32.66
657,0.96,14.79,0.0,0.0,68.0,18.48,32.6
658,2.17,11.85,0.0,0.0,68.0,22.29,33.74
659,0.9,8.82,0.0,0.0,68.0,28.49,34.77
660,0.91,6.69,0.0,0.0,68.0,35.81,35.45
661,1.27,5.4,0.0,0.0,68.0,42.91,35.65
662,0.88,5.16,0.0,0.0,68.0,46.69,36.3
663,0.9,6.22,0.0,0.0,68.0,46.4,36.47
664,1.25,8.03,0.0,0.0,68.0,43.18,36.28
665,2.58,9.71,0.0,0.0,68.0,39.52,35.98
666,2.2,10.8,0.0,0.0,68.0,35.56,35.29
667,1.85,10.67,0.0,0.0,68.0,32.36,35.26
668,1.5,11.61,0.0,0.0,68.0,29.89,34.8
669,1.44,12.26,0.0,0.0,68.0,27.98,34.59
670,1.68,13.59,0.0,0.0,68.0,26.34,34.05
671,1.18,15.87,0.0,0.0,68.0,24.05,32.72
672,1.25,16.24,0.0,0.0,68.0,22.14,32.87
673,0.74,18.6,0.0,0.0,68.0,19.95,31.74
674,0.69,20.2,0.0,0.0,68.0,17.54,30.98
675,0.68,22.78,0.0,0.0,68.0,14.75,29.4
676,0.98,22.24,0.0,0.0,68.0,12.33,29.39
677,0.65,22.58,0.0,0.0,68.0,10.88,29.21
678,0.73,22.43,0.0,0.0,68.0,10.0,29.04
679,0.93,23.8,0.0,0.0,68.0,8.69,28.1
680,1.05,20.12,0.0,0.0,68.0,8.72,29.28
681,3.0,15.01,0.0,0.0,68.0,12.32,29.94
682,1.05,11.52,0.0,0.0,68.0,18.96,30.8
683,0.9,9.43,0.0,0.0,68.0,27.28,31.69
684,0.91,7.07,0.0,0.0,68.0,36.29,32.68
685,1.22,5.38,0.0,0.0,68.0,43.84,33.59
686,0.88,4.57,0.0,0.0,68.0,48.83,34.36
687,1.22,3.1,0.0,0.0,68.0,50.9,34.65
688,1.32,2.05,0.0,0.0,68.0,49.17,35.18
689,1.39,4.26,0.0,0.0,68.0,45.18,34.69
690,1.75,8.96,0.0,0.0,68.0,39.23,33.23
691,4.07,11.23,0.0,0.0,68.0,32.47,31.98
692,1.62,11.66,0.0,0.0,68.0,26.88,31.78
693,1.45,13.3,0.0,0.0,68.0,22.91,31.07
694,1.68,14.61,0.0,0.0,68.0,19.84,30.59
695,1.18,15.86,0.0,0.0,68.0,17.52,30.26
696,0.92,17.12,0.0,0.0,68.0,15.54,29.95
697,0.74,18.49,0.0,0.0,68.0,13.93,29.65
698,0.68,18.51,0.0,0.0,68.0,12.91,29.9
699,0.67,19.86,0.0,0.0,68.0,11.93,29.35
700,0.65,20.2,0.0,0.0,68.0,11.04,29.29
701,0.96,21.9,0.0,0.0,68.0,10.3,28.56
702,0.72,21.62,0.0,0.0,68.0,9.82,28.62
703,0.92,21.8,0.0,0.0,68.0,9.31,28.3
704,1.39,21.2,0.0,0.0,68.0,9.18,27.82
705,0.96,15.06,0.0,0.0,68.0,12.12,29.23
706,1.25,11.44,0.0,0.0,68.0,18.03,30.24
707,1.55,9.03,0.0,0.0,68.0,26.48,31.2
708,0.93,6.28,0.0,0.0,68.0,37.46,32.49
709,0.87,4.41,0.0,0.0,68.0,45.98,34.0
710,0.87,3.19,0.0,0.0,68.0,51.35,35.61
711,0.87,0.84,0.0,0.0,68.0,54.77,36.96
712,1.22,0.24,0.0,0.0,68.0,54.47,37.27
713,1.07,3.07,0.0,0.0,68.0,50.2,35.8
714,1.72,7.3,0.0,0.0,68.0,43.95,34.06
715,1.51,7.56,0.0,0.0,68.0,37.74,33.95
716,1.49,10.15,0.0,0.0,68.0,32.07,32.47
717,1.42,9.4,0.0,0.0,68.0,28.26,33.23
718,1.32,10.79,0.0,0.0,68.0,25.56,32.76
719,1.47,11.63,0.0,0.0,68.0,23.45,32.75
720,2.31,13.12,0.0,0.0,68.0,21.71,32.64
721,0.71,14.3,0.0,0.0,68.0,20.2,32.27
722,0.66,15.22,0.0,0.0,68.0,19.45,32.1
723,0.64,16.19,0.0,0.0,68.0,19.08,31.77
724,0.95,16.81,0.0,0.0,68.0,18.57,31.59
725,0.62,18.56,0.0,0.0,68.0,17.71,30.69
726,0.71,19.31,0.0,0.0,68.0,16.6,30.23
727,0.9,18.96,0.0,0.0,68.0,15.61,30.18
728,1.04,17.51,0.0,0.0,68.0,15.75,30.22
729,0.96,14.82,0.0,0.0,68.0,18.53,31.31
730,4.93,12.84,0.0,0.0,68.0,23.63,32.39
731,3.46,8.81,0.0,0.0,68.0,33.15,34.34
732,1.23,6.15,0.0,0.0,68.0,45.08,35.78
733,0.87,4.06,0.0,0.0,68.0,53.23,37.91
734,0.87,4.35,0.0,0.0,68.0,56.03,38.46
735,0.89,4.06,0.0,0.0,68.0,56.39,38.91
736,0.9,2.39,0.0,0.0,68.0,55.83,39.22
737,1.39,4.14,0.0,0.0,68.0,52.52,37.9
738,1.38,6.1,0.0,0.0,68.0,46.94,36.57
739,1.86,8.64,0.0,0.0,68.0,40.73,34.63
740,4.35,10.23,0.0,0.0,68.0,34.86,33.18
741,1.57,10.01,0.0,0.0,68.0,30.15,33.7
742,1.32,10.98,0.0,0.0,68.0,26.79,33.41
743,1.16,12.27,0.0,0.0,68.0,24.39,33.01
744,1.23,13.65,0.0,0.0,68.0,22.63,32.67
745,0.72,15.13,0.0,0.0,68.0,21.2,32.27
746,1.0,16.3,0.0,0.0,68.0,20.08,31.88
747,0.65,17.29,0.0,0.0,68.0,19.16,31.49
748,0.64,18.29,0.0,0.0,68.0,18.29,31.06
749,0.63,18.63,0.0,0.0,68.0,17.75,31.0
750,1.02,19.1,0.0,0.0,68.0,17.17,30.61
751,0.9,18.76,0.0,0.0,68.0,16.55,30.58
752,1.36,16.06,0.0,0.0,68.0,17.3,30.75
753,4.18,11.78,0.0,0.0,68.0,20.68,31.55
754,1.35,7.95,0.0,0.0,68.0,26.46,32.24
755,1.15,5.95,0.0,0.0,68.0,33.01,33.21
756,2.32,4.06,0.0,0.0,68.0,40.59,34.37
757,0.85,1.94,0.0,0.0,68.0,49.0,35.83
758,0.87,3.53,0.0,0.0,68.0,52.0,34.47
759,1.21,1.76,0.0,0.0,68.0,50.67,34.68
760,1.21,1.13,0.0,0.0,68.0,47.06,34.72
761,1.04,2.26,0.0,0.0,68.0,43.6,34.54
762,1.35,7.55,0.0,0.0,68.0,38.39,33.3
763,1.79,8.63,0.0,0.0,68.0,32.64,32.74
764,2.24,10.1,0.0,0.0,68.0,27.85,32.18
765,1.48,11.42,0.0,0.0,68.0,23.82,31.45
766,1.39,13.2,0.0,0.0,68.0,20.29,30.74
767,1.56,14.64,0.0,0.0,68.0,17.6,30.41
768,0.92,15.77,0.0,0.0,68.0,15.81,30.28
769,1.06,17.35,0.0,0.0,68.0,14.27,29.81
770,0.68,18.13,0.0,0.0,68.0,13.19,29.7
771,0.67,20.11,0.0,0.0,68.0,11.97,28.73
772,0.66,20.88,0.0,0.0,68.0,10.59,28.38
773,0.65,22.3,0.0,0.0,68.0,8.45,27.59
774,2.22,22.14,0.0,0.0,68.0,6.89,27.56
775,3.35,23.66,0.0,0.0,68.0,6.1,26.96
776,1.33,19.39,0.0,0.0,68.0,7.23,27.63
777,0.94,12.72,0.0,0.0,68.0,12.01,29.51
778,0.87,8.12,0.0,0.0,68.0,20.32,31.46
779,5.56,6.7,0.0,0.0,68.0,30.88,33.3
780,4.28,2.33,0.0,0.0,68.0,42.17,36.45
781,1.21,0.04,0.0,0.0,68.0,53.5,38.56
782,1.17,0.0,0.0,0.0,68.03,60.73,38.85
783,0.86,0.0,0.0,0.0,68.27,61.54,38.5
784,0.87,0.0,0.0,0.0,68.39,58.24,37.75
785,1.34,0.98,0.0,0.0,68.0,52.74,36.25
786,1.7,6.9,0.0,0.0,68.0,45.62,33.87
787,1.8,8.62,0.0,0.0,68.0,38.05,32.88
788,1.95,8.76,0.0,0.0,68.0,31.88,32.75
789,1.85,10.66,0.0,0.0,68.0,27.17,31.75
790,2.26,11.68,0.0,0.0,68.0,23.38,31.31
791,1.54,13.39,0.0,0.0,68.0,20.43,30.8
792,0.91,15.23,0.0,0.0,68.0,18.17,30.27
793,0.73,16.77,0.0,0.0,68.0,16.37,29.75
794,1.43,17.6,0.0,0.0,68.0,15.01,29.61
795,0.66,18.44,0.0,0.0,68.0,14.01,29.34
796,0.65,19.6,0.0,0.0,68.0,13.12,28.88
797,0.64,20.56,0.0,0.0,68.0,12.14,28.44
798,5.17,22.76,0.0,0.0,68.0,11.02,27.82
799,1.81,21.98,0.0,0.0,68.0,9.78,27.51
800,1.05,19.82,0.0,0.0,68.0,9.74,27.5
801,0.95,13.62,0.0,0.0,68.0,13.19,29.03
802,1.61,9.18,0.0,0.0,68.0,21.12,30.8
803,0.88,5.54,0.0,0.0,68.0,32.56,33.39
804,1.49,3.94,0.0,0.0,68.0,43.55,36.16
805,3.12,1.5,0.0,0.0,68.0,52.13,37.22
806,1.47,2.46,0.0,0.0,68.0,56.8,37.52
807,0.87,1.17,0.0,0.0,68.0,57.28,37.4
808,1.22,1.65,0.0,0.0,68.0,54.78,37.09
809,1.05,4.08,0.0,0.0,68.0,50.46,36.53
810,2.06,5.94,0.0,0.0,68.0,45.21,35.93
811,2.89,7.81,0.0,0.0,68.0,39.4,33.9
812,2.14,8.36,0.0,0.0,68.0,34.0,33.82
813,2.54,8.61,0.0,0.0,68.0,30.22,33.82
814,6.76,10.48,0.0,0.0,68.0,27.22,32.95
815,1.86,12.19,0.0,0.0,68.0,24.57,32.29
816,1.22,13.95,0.0,0.0,68.0,22.16,31.68
817,0.73,15.71,0.0,0.0,68.0,19.85,31.01
818,0.67,16.99,0.0,0.0,68.0,17.73,30.48
819,0.66,18.71,0.0,0.0,68.0,15.64,29.6
820,1.51,19.6,0.0,0.0,68.0,13.61,29.23
821,4.35,22.06,0.0,0.0,68.0,11.36,28.2
822,0.82,21.42,0.0,0.0,68.0,9.67,28.13
823,2.41,23.11,0.0,0.0,68.0,8.23,27.13
824,1.37,18.1,0.0,0.0,68.0,8.78,28.11
825,0.95,13.43,0.0,0.0,68.0,12.93,29.7
826,2.15,9.39,0.0,0.0,68.0,21.26,31.17
827,0.88,6.1,0.0,0.0,68.0,32.62,32.79
828,0.89,4.09,0.0,0.0,68.0,43.16,34.44
829,1.25,3.09,0.0,0.0,68.0,50.14,36.11
830,0.86,1.29,0.0,0.0,68.0,55.71,37.68
831,0.86,0.0,0.0,0.0,68.19,59.13,38.4
832,1.19,0.36,0.0,0.0,68.0,58.61,39.06
833,2.52,3.94,0.0,0.0,68.0,54.72,38.83
834,2.19,4.77,0.0,0.0,68.0,49.44,37.81
835,1.73,6.59,0.0,0.0,68.0,43.92,35.74
836,1.48,7.95,0.0,0.0,68.0,38.97,34.63
837,1.46,9.11,0.0,0.0,68.0,34.5,33.96
838,1.7,9.67,0.0,0.0,68.0,30.94,33.8
839,1.2,11.52,0.0,0.0,68.0,28.02,32.92
840,1.23,13.24,0.0,0.0,68.0,24.59,32.23
841,0.72,14.89,0.0,0.0,68.0,20.97,31.58
842,0.66,15.65,0.0,0.0,68.0,18.85,31.46
843,0.65,16.31,0.0,0.0,68.0,18.24,31.37
844,0.95,17.08,0.0,0.0,68.0,17.82,30.97
845,0.62,18.26,0.0,0.0,68.0,16.89,30.37
846,0.71,18.98,0.0,0.0,68.0,15.74,29.9
847,0.9,18.57,0.0,0.0,68.0,15.11,30.0
848,1.02,15.07,0.0,0.0,68.0,16.5,30.7
849,2.98,9.21,0.0,0.0,68.0,21.07,32.73
850,1.0,6.08,0.0,0.0,68.0,29.05,34.33
851,0.86,2.9,0.0,0.0,68.0,39.1,37.09
852,0.86,0.2,0.0,0.0,68.0,50.36,38.87
853,1.18,0.0,0.0,0.0,68.44,59.93,40.17
854,0.84,0.0,0.0,0.0,68.62,63.45,40.68
855,1.19,0.0,0.0,0.0,69.17,62.15,41.31
856,1.3,0.0,0.0,0.0,69.77,59.52,41.74
857,1.34,0.0,0.0,0.0,69.63,56.15,41.66
858,1.65,0.0,0.0,0.0,68.35,51.24,40.48
859,3.98,1.46,0.0,0.0,68.0,46.11,39.74
860,1.56,2.81,0.0,0.0,68.0,41.28,38.45
861,1.43,4.42,0.0,0.0,68.0,36.93,37.15
862,1.66,5.05,0.0,0.0,68.0,34.06,37.18
863,1.17,6.2,0.0,0.0,68.0,32.24,36.69
864,0.87,8.09,0.0,0.0,68.0,30.48,35.94
865,0.69,9.97,0.0,0.0,68.0,28.59,35.26
866,0.64,11.84,0.0,0.0,68.0,26.57,34.42
867,0.62,12.57,0.0,0.0,68.0,24.81,34.29
868,0.61,13.71,0.0,0.0,68.0,23.58,33.86
869,0.91,14.15,0.0,0.0,68.0,22.72,33.76
870,0.68,14.43,0.0,0.0,68.0,22.54,33.77
871,0.88,14.41,0.0,0.0,68.0,22.53,33.61
872,1.34,12.65,0.0,0.0,68.0,23.71,34.29
873,0.93,10.25,0.0,0.0,68.0,27.22,34.93
874,1.24,10.16,0.0,0.0,68.0,30.88,36.17
875,1.57,6.96,0.0,0.0,68.0,37.18,37.34
876,0.87,1.85,0.0,0.0,68.0,47.88,40.94
877,0.85,1.58,0.0,0.0,68.0,57.03,41.5
878,0.84,0.0,0.0,0.0,68.01,62.54,42.05
879,0.86,0.0,0.0,0.0,68.49,65.11,42.56
880,1.2,0.0,0.0,0.0,68.79,64.17,42.89
881,1.02,0.0,0.0,0.0,68.07,59.77,42.25
882,1.64,3.13,0.0,0.0,68.0,53.62,40.48
883,1.45,3.43,0.0,0.0,68.0,47.92,39.83
884,1.46,4.38,0.0,0.0,68.0,43.23,39.02
885,1.44,5.03,0.0,0.0,68.0,39.48,38.33
886,1.34,6.57,0.0,0.0,68.0,36.29,37.3
887,1.49,8.02,0.0,0.0,68.0,33.39,36.59
888,2.29,9.74,0.0,0.0,68.0,30.65,36.07
889,0.7,10.93,0.0,0.0,68.0,28.52,35.59
890,0.65,12.81,0.0,0.0,68.0,26.68,34.7
891,0.63,14.23,0.0,0.0,68.0,24.78,33.99
892,0.94,14.93,0.0,0.0,68.0,23.53,33.65
893,0.61,15.5,0.0,0.0,68.0,22.82,33.35
894,0.69,16.38,0.0,0.0,68.0,22.19,32.86
895,0.89,16.4,0.0,0.0,68.0,21.55,32.58
896,1.03,16.29,0.0,0.0,68.0,20.96,32.35
897,0.97,16.41,0.0,0.0,68.0,21.28,32.37
898,4.97,17.45,0.0,0.0,68.0,22.45,32.25
899,3.55,17.44,0.0,0.0,68.0,23.83,31.96
900,1.29,15.89,0.0,0.0,68.0,25.47,32.42
901,0.91,11.27,0.0,0.0,68.0,32.22,33.06
902,0.91,10.04,0.0,0.0,68.0,39.15,33.63
903,0.93,11.35,0.0,0.0,68.0,39.81,33.7
904,0.94,10.32,0.0,0.0,68.0,38.47,33.65
905,1.41,11.42,0.0,0.0,68.0,36.91,33.41
906,1.37,12.28,0.0,0.0,68.0,34.0,33.31
907,1.84,12.89,0.0,0.0,68.0,30.74,32.84
908,4.33,12.37,0.0,0.0,68.0,28.38,32.69
909,1.66,12.81,0.0,0.0,68.0,26.73,32.78
910,1.38,13.01,0.0,0.0,68.0,25.73,32.86
911,1.19,9.39,0.0,0.0,68.0,28.16,36.33
912,1.21,10.26,0.0,0.0,68.0,31.2,37.19
913,0.7,12.45,0.0,0.0,68.0,32.26,35.59
914,0.98,13.09,0.0,0.0,68.0,31.72,34.99
915,0.64,15.05,0.0,0.0,68.0,30.0,33.53
916,0.62,14.0,0.0,0.0,68.0,28.69,34.32
917,0.63,13.44,0.0,0.0,68.0,28.55,35.06
918,0.98,18.1,0.0,0.0,68.0,26.9,31.38
919,0.91,20.56,0.0,0.0,68.0,23.05,30.03
920,1.39,20.76,0.0,0.0,68.0,19.56,29.4
921,4.25,21.83,0.0,0.0,68.0,17.49,28.92
922,1.45,21.2,0.0,0.0,68.0,16.95,28.56
923,1.23,20.56,0.0,0.0,68.0,17.55,28.28
